Taxon,NonTarget,Habit,Hemoglobin,Air,TolVal2,TolVal,FSBI_2012,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Bittacomorpha,FALSE,BU,,T,11,7,,,,,,,FALSE,,,,,,,,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,,Diptera
Ptychoptera,FALSE,BU,,T,11,7,,3,CG,uni,GENE,,FALSE,cowa,Cool-Warm,,18.54529106,21.33,,,125786,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Ptychopterinae,,,Ptychoptera,,,,,,Diptera
Ptychopteridae,FALSE,UN,,T,11,7,,3,CG,uni,GENE,,FALSE,cowa,Cool-Warm,,18.55974341,21.332,,,125763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,,,,,,,,,,Diptera
Sciomyzidae,FALSE,UN,,F,11,6,,4,PR,multi,GENE,,FALSE,,,Less30,,,,,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,,Diptera
Ectemnia,FALSE,CN,,,,,,,CF,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Ectemnia,,,,,,Diptera
Helodon/Prosimulium,FALSE,CN,,,,NA,,,CF,,,,FALSE,stenoc,Cold Stenotherm,,13.58980758,17.106,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,Helodon/Prosimulium,,,,,,Diptera
Metacnephia,FALSE,CN,,F,,6,,1i,CF,uni,HEAD,TRUE,FALSE,,,Less30,,,,,126687,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Metacnephia,,,,,,Diptera
Simuliidae,FALSE,CN,U,F,11,6,,4,CF,uni,RHEO,,FALSE,,Eurythermal,,18.38004914,22.296,,yes,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,,Diptera
Simulium,FALSE,CN,U,F,5,6,,4,CF,multi,RHEO,,FALSE,eurythermal,Eurythermal,,18.63946158,22.533,Eurythermal,,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,,Diptera
Stegopterna,FALSE,CN,,,,NA,,,CF,,,,FALSE,,,Less30,,,,,126761,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Stegopterna,,,,,,Diptera
Twinnia,FALSE,CN,,F,11,7,,,SC,,,,FALSE,,,Less30,,,,,126767,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Twinnia,,,,,,Diptera
Allognosta,FALSE,SP,,,11,NA,,,,,,,FALSE,,,,,,,,130160,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Beridinae,,,Allognosta,,,,,,Diptera
Caloparyphus,FALSE,UN,,T,11,7,,4,CG,semi,GENE,,FALSE,warm,Warm,,23.2497278,25.436,,,130409,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Caloparyphus,,,,,,Diptera
Euparyphus,FALSE,UN,,T,4,7,,,,,,,FALSE,,,Less30,,,,,130436,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Euparyphus,,,,,,Diptera
Nemotelus,FALSE,SW,,T,11,7,,NA,CG,UNKN,SPEC,,FALSE,,,Less30,,,,,130694,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Nemotelinae,,,Nemotelus,,,,,,Diptera
Odontomyia,FALSE,SP,,T,11,7,,,,,,,FALSE,,,Less30,,,,,130573,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Stratiomyini,,Odontomyia,,,,,,Diptera
Oxycera,FALSE,UN,F,F,11,7,,,,,,,FALSE,,,,,,,,130461,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Oxycera,,,,,,Diptera
Stratiomyidae,FALSE,UN,,T,4,7,,4,CG,UNKN,RHEO,,FALSE,warm,Warm,,22.0199699,24.963,,,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,,Diptera
Eristalis,FALSE,UN,,,,,,,,,,,FALSE,,,,,,,,140904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,Eristalinae,Eristaliini,,Eristalis,,,,,,Diptera
Syrphidae,FALSE,UN,,T,11,10,,NA,CG,UNKN,GENE,,FALSE,,,Less30,,,,,139621,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,,,,,,,,,,Diptera
Tabanidae,FALSE,SP,,T,3,6,,4,PR,uni,GENE,,FALSE,warm,Warm,,19.92268115,23.552,,,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,,Diptera
Tanyderidae,FALSE,UN,,,,NA,,1i,UNKN,UNKN,SPEC,TRUE,FALSE,,,Less30,,,,,125799,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,,Diptera
Thaumaleidae,FALSE,CN,,F,11,NA,,3,SC,UNKN,SPEC,,FALSE,cold,Cold,,14.72874889,19.14,,,126624,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,,Diptera
Holorusia,FALSE,BU,,T,4,4,,4,SH,semi,GENE,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Holorusia,,,,,,Diptera
Prionocera,FALSE,BU,,T,4,4,,4,SH,semi,GENE,,FALSE,,,,,,,,119008,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Prionocera,,,,,,Diptera
Tipula,FALSE,BU,,T,4,4,,4,SH,semi,GENE,,TRUE,eurythermal,Eurythermal,,18.39306345,22.339,,,119037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Tipula,,,,,,Diptera
Tipulidae,FALSE,BU,,T,11,3,,4,UNKN,semi,GENE,,FALSE,,Cool,,18.13277925,21.999,,yes,118840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,,,,,,,,Diptera
Brachycera,FALSE,UN,,,,NA,,,,,,,FALSE,,Eurythermal,,17.81625685,22.319,,yes,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,,Diptera
Diptera,FALSE,UN,,F,11,NA,,NA,UNKN,,GENE,,FALSE,,Eurythermal,,18.11157007,22.491,,yes,118831,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,,,,,,,,,,,,,Diptera
Nematocera,FALSE,UN,,,,NA,,,,,,,FALSE,,Eurythermal,,18.12199419,22.492,,yes,118832,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,,,,,,,,,,,Diptera
Ameletus,FALSE,SW,U,F,1,0,,3,SC,uni,RHEO,,FALSE,cool,Cool,,14.95163018,20.01,Cool,,100996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ameletidae,,,,Ameletus,,,,,,Ephemeroptera
Ametropus,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,101074,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Ametropodidae,,,,Ametropus,,,,,,Ephemeroptera
Acentrella,FALSE,SW,,F,11,4,5,4,CG,multi,RHEO,,FALSE,warm,Warm,,20.11017415,24.913,,,100801,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,,Ephemeroptera
Acentrella insignificans,FALSE,SW,,F,4,4,5,4,CG,multi,RHEO,,FALSE,warm,Warm,,23.55654785,28.936,,,568572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,insignificans,Ephemeroptera
Acentrella turbida,FALSE,SW,,F,3,4,5,4,CG,multi,RHEO,,FALSE,warm,Warm,,20.3337399,24.838,,,568574,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acentrella,,,,,turbida,Ephemeroptera
Acerpenna,FALSE,SW,,F,11,4,,,,,,,FALSE,,,Less30,,,,,568546,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,,Ephemeroptera
Acerpenna pygmaea,FALSE,SW,,F,11,4,,,,,,,FALSE,,,Less30,,,,,206620,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Acerpenna,,,,,pygmaea,Ephemeroptera
Anafroptilum/Procloeon,FALSE,SW,,F,1,2,,3,CG,multi,DEPO,,FALSE,warm,Warm,,20.31843565,24.404,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Anafroptilum/Procloeon,,,,,,Ephemeroptera
Apobaetis,FALSE,SW,,,,NA,,,CG,,,,FALSE,,,,,,,,100936,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Apobaetis,,,,,,Ephemeroptera
Baetidae,FALSE,SW,,F,11,4,,4,CG,multi,UNKN,,FALSE,,Eurythermal,,17.21110442,22.35,,yes,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,,Ephemeroptera
Baetis,FALSE,SW,U,F,4,5,,4,CG,multi,RHEO,,FALSE,,Eurythermal,,16.84987042,22.25,,yes,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,,Ephemeroptera
Baetis alius,FALSE,SW,,F,11,1,,2,CG,multi,RHEO,TRUE,FALSE,cool,Cool,,15.91964121,20.677,,,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius,Ephemeroptera
Baetis bicaudatus complex,FALSE,SW,,,4,1,5,2,CG,multi,RHEO,,FALSE,stenoc,Cold Stenotherm,,12.32738854,17.008,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,,Ephemeroptera
Baetis flavistriga complex,FALSE,SW,,,,NA,,4,CG,multi,RHEO,,FALSE,warm,Warm,,19.88605649,24.678,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,,Ephemeroptera
Baetis notos,FALSE,SW,,F,11,4,,4,CG,multi,RHEO,,FALSE,warm,Warm,,22.09859522,24.74,,,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos,Ephemeroptera
Baetis piscatoris complex,FALSE,SW,U,U,11,NA,,4,CG,multi,RHEO,,FALSE,cold,Cold,,14.53812136,18.842,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,,Ephemeroptera
Baetis Rhodani Group,FALSE,SW,,,,NA,,4,CG,multi,RHEO,,FALSE,eurythermal,Eurythermal,,15.48503852,23.618,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,,Ephemeroptera
Baetis tricaudatus complex,FALSE,SW,U,F,5,5,,4,CG,multi,RHEO,,FALSE,eurythermal,Eurythermal,,18.12650686,22.918,Eurythermal,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,,Ephemeroptera
Baetodes,FALSE,SW,,,,NA,,5,CG,multi,RHEO,,FALSE,,,,,,,,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,,Ephemeroptera
Callibaetis,FALSE,SW,,F,1,9,,4,CG,multi,GENE,,FALSE,warm,Warm,,21.66448236,25.782,,,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,,Ephemeroptera
Camelobaetidius,FALSE,SW,,F,11,NA,,,,,,,FALSE,,,Less30,,,,,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,,Ephemeroptera
Diphetor hageni,FALSE,SW,,F,1,5,,4,CG,multi,RHEO,,FALSE,cowa,Cool-Warm,,19.16262157,22.81,Cool-Warm,,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,hageni,Ephemeroptera
Fallceon,FALSE,SW,,F,11,5,,5,CG,multi,RHEO,,FALSE,warm,Warm,,26.79722537,28.96,,,568551,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Fallceon,,,,,,Ephemeroptera
Heterocloeon,FALSE,SW,,,,NA,,,CG,multi,,,FALSE,,,,,,,,100794,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Heterocloeon,,,,,,Ephemeroptera
Iswaeon,FALSE,SW,,,,NA,,NA,CG,multi,RHEO,TRUE,FALSE,,,Less30,,,,,776928,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Iswaeon,,,,,,Ephemeroptera
Labiobaetis,FALSE,SW,,F,11,4,,4,CG,multi,DEPO,TRUE,FALSE,cowa,Cool-Warm,,20.15874345,21.805,,,568552,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Labiobaetis,,,,,,Ephemeroptera
Paracloeodes,FALSE,SW,,F,11,NA,,,,,,,FALSE,,,Less30,,,,,100899,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Paracloeodes,,,,,,Ephemeroptera
Plauditus,FALSE,SW,F,F,11,4,,,,,,,FALSE,,,,,,,,568553,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Plauditus,,,,,,Ephemeroptera
Baetisca,FALSE,SW,,F,11,4,,,,,,,FALSE,,,,,,,,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,,Ephemeroptera
Brachycercus,FALSE,SP,,F,11,3,,,,,,,FALSE,,,,,,,,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,,Ephemeroptera
Caenidae,FALSE,SP,,F,11,7,,,,,,,FALSE,,,,,,,,101467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,,,,,,,,,,Ephemeroptera
Caenis,FALSE,SP,,F,3,7,,5,CG,multi,GENE,,FALSE,stenow,Warm Stenotherm,,24.19407711,27.184,,,101478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Caeninae,,,Caenis,,,,,,Ephemeroptera
Cercobrachys,FALSE,SP,,F,11,7,,,,,,,FALSE,,,,,,,,568556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Cercobrachini,,Cercobrachys,,,,,,Ephemeroptera
Attenella,FALSE,CN,,F,11,2,10,3,CG,uni,RHEO,,FALSE,,Cool,,17.87337689,21.268,,yes,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,,Ephemeroptera
Attenella delantala,FALSE,CN,,F,11,3,,3,CG,uni,RHEO,,FALSE,cool,Cool,,17.3517978,20.108,,,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala,Ephemeroptera
Attenella margarita,FALSE,CN,F,F,1,3,15,4,CG,uni,RHEO,,FALSE,cowa,Cool-Warm,,19.95437169,22.87,,,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita,Ephemeroptera
Caudatella,FALSE,CN,,F,11,0,15,2,CG,uni,RHEO,,FALSE,,Cold,,13.19012862,18.442,,yes,101347,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,,Ephemeroptera
Caudatella edmundsi,FALSE,CN,,F,11,0,,1i,CG,uni,RHEO,TRUE,FALSE,,,Less30,,,,,568631,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,edmundsi,Ephemeroptera
Caudatella heterocaudata complex,FALSE,CN,,,,,,,,,,,FALSE,cold,Cold,,16.87597272,19.565,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,heterocaudata complex,,Ephemeroptera
Caudatella hystrix,FALSE,CN,,F,0,0,15,2,SC,uni,RHEO,,FALSE,stenoc,Cold Stenotherm,,12.54918976,17.64,,,101348,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,hystrix,Ephemeroptera
Caudatella jacobi,FALSE,CN,,,,NA,,1i,UNKN,uni,RHEO,TRUE,FALSE,,,Less30,,,,,568632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,jacobi,Ephemeroptera
Drunella,FALSE,CN,,F,11,1,5,3,UNKN,UNKN,RHEO,,FALSE,,Cool,,15.49813056,20.75,,yes,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,,Ephemeroptera
Drunella coloradensis/flavilinea,FALSE,CN,U,F,11,2,15,3,SC,uni,RHEO,,FALSE,cold,Cold,,15.12527945,18.836,Cold,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,coloradensis/flavilinea,Ephemeroptera
Drunella doddsii,FALSE,CN,U,F,0,1,15,3,SC,semi,RHEO,,FALSE,cool,Cool,,15.50782231,20.49,Cool,,698494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii,Ephemeroptera
Drunella grandis/spinifera,FALSE,CN,,,,NA,10,3,PR,semi,RHEO,,FALSE,cool,Cool,,15.67473356,20.647,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,grandis/spinifera,Ephemeroptera
Drunella pelosa,FALSE,CN,,,,0,,1i,SC,uni,HEAD,TRUE,FALSE,,,Less30,,,,,568634,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,pelosa,Ephemeroptera
Ephemerella,FALSE,CN,,F,11,1.5,,3,CG,uni,RHEO,,FALSE,,Cool,,17.43456409,21.587,,yes,101233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,,Ephemeroptera
Ephemerella alleni,FALSE,UN,,,,NA,,2,CG,uni,RHEO,TRUE,FALSE,,,Less30,,,,,101251,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,alleni,Ephemeroptera
Ephemerella aurivillii,FALSE,CN,,F,11,0,,3,CG,uni,GENE,,FALSE,warm,Warm,,19.68626379,26.792,,,101255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,,,,aurivillii,Ephemeroptera
Ephemerella Excrucians Group,FALSE,CN,F,,3,4,,4,CG,uni,RHEO,,FALSE,cool,Cool,,17.23179412,20.84,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Ephemerella,Excrucians Gr.,,,,Ephemeroptera
Ephemerella needhami,FALSE,CN,,,,1,,,,,,,FALSE,,,,,,,,101291,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Draeconia,,,,needhami,Ephemeroptera
Ephemerella tibialis,FALSE,CN,U,F,1,2,5,4,CG,uni,RHEO,,FALSE,cool,Cool,,17.11673253,20.535,,,101401,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,Vittapallia,,,,tibialis,Ephemeroptera
Ephemerella verruca,FALSE,CN,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Ephemerella,,,,,verruca,Ephemeroptera
Ephemerellidae,FALSE,CN,,F,11,1,,3,CG,uni,RHEO,,FALSE,,Cool,,15.7177632,21.425,,yes,101232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,,,,,,,Ephemeroptera
Eurylophella,FALSE,CN,,F,11,2,,,,,,,FALSE,,,Less30,,,,,101324,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Eurylophella,,,,,,Ephemeroptera
Matriella teresa,FALSE,CN,,F,11,2,5,3,CG,uni,RHEO,,FALSE,cool,Cool,,19.06645627,21.67,,,776924,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Matriella,,,,,teresa,Ephemeroptera
Serratella levis,FALSE,UN,,,,NA,,1m,CG,uni,RHEO,TRUE,FALSE,,,Less30,,,,,568638,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,levis,Ephemeroptera
Serratella micheneri,FALSE,CN,,F,11,0,,4,CG,uni,RHEO,,FALSE,,,Less30,,,,,568639,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,micheneri,Ephemeroptera
Timpanoga hecuba,FALSE,CN,,F,1,2,,3,CG,uni,DEPO,TRUE,FALSE,cowa,Cool-Warm,,18.68715662,22.008,,,101317,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Timpanoga,,,,,hecuba,Ephemeroptera
Timpanoginae,FALSE,CN,,,,,,,,,,,FALSE,,,,,,,,101317,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,Timpanoginae,,,,,,,,,Ephemeroptera
Ephemera,FALSE,BU,,F,11,2.5,,,,,,,FALSE,,,Less30,,,,,101526,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Ephemera,,,,,,Ephemeroptera
Ephemeridae,FALSE,BU,,F,11,4,,NA,CG,semi,GENE,,FALSE,,,Less30,,,,,101525,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,,,,,,,Ephemeroptera
Hexagenia,FALSE,BU,,F,11,6,,,,,,,FALSE,,,Less30,,,,,101537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemeridae,,,,Hexagenia,,,,,,Ephemeroptera
Afghanurus,FALSE,CN,,,,2,,3,SC,uni,RHEO,,FALSE,warm,Warm,,20.9564776,23.852,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,,Ephemeroptera
Afghanurus criddlei,FALSE,CN,,,,2,5,,,,,,FALSE,cowa,Cool-Warm,,20.7091543,22.92,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Afghanurus,,,,,criddlei,Ephemeroptera
Cinygma,FALSE,CN,,F,11,0,,4,SC,uni,DEPO,,FALSE,cold,Cold,,16.11326335,19.88,,,100598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygma,,,,,,Ephemeroptera
Cinygmula,FALSE,CN,U,F,0,0,5,3,SC,uni,RHEO,,FALSE,cool,Cool,,15.85949506,20.088,Cool,,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,,Ephemeroptera
Epeorus,FALSE,CN,U,F,0,2,10,3,SC,uni,RHEO,,FALSE,,Cool,,15.22671788,21.92,,yes,100626,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,,Ephemeroptera
