Taxon,NonTarget,Habit,Hemoglobin,Air,TolVal2,TolVal,FSBI_2012,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Epeorus Albertae Group,FALSE,CN,,,,0,,4,SC,uni,RHEO,,FALSE,eurythermal,Eurythermal,,18.54317421,24.83,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Albertae Gr.,,,,Ephemeroptera
Epeorus deceptivus,FALSE,CN,U,F,0,0,10,2,SC,uni,RHEO,,FALSE,stenoc,Cold Stenotherm,,12.37860971,16.999,,,100632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,,,,deceptivus,Ephemeroptera
Epeorus Grandis Group,FALSE,CN,U,F,0,0,15,2,SC,uni,RHEO,,FALSE,cold,Cold,,13.61842129,18.622,Cold,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Grandis Gr.,,,,Ephemeroptera
Epeorus longimanus,FALSE,CN,U,F,0,1,15,3,SC,uni,RHEO,,FALSE,cool,Cool,,16.78427389,20.717,,,100637,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Epeorus,,Pleuralis Gr.,,,longimanus,Ephemeroptera
Heptageniidae,FALSE,CN,,F,11,4,,3,SC,uni,RHEO,,FALSE,,Eurythermal,,16.03647453,22.018,,yes,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,,,,,,,Ephemeroptera
Ironodes,FALSE,CN,,F,0,0,5,3,SC,uni,RHEO,,FALSE,cool,Cool,,16.6263909,20.36,,,100666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Ironodes,,,,,,Ephemeroptera
Leucrocuta,FALSE,CN,,F,11,1,,3,SC,uni,RHEO,,FALSE,,,Less30,,,,,100676,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Leucrocuta,,,,,,Ephemeroptera
Maccaffertium,FALSE,CN,,,,NA,,5,,,,,FALSE,,,Less30,,,,,697957,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Maccaffertium,,,,,,Ephemeroptera
Rhithrogena,FALSE,CN,,F,2,0,15,4,SC,uni,RHEO,,FALSE,cool,Cool,,15.87255388,21.51,,,100572,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Rhithrogena,,,,,,Ephemeroptera
Stenacron,FALSE,CN,,F,11,7,,,,,,,FALSE,,,Less30,,,,,100713,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Stenacron,,,,,,Ephemeroptera
Isonychia,FALSE,SW,,F,11,2.5,,NA,CF,multi,RIVE,TRUE,FALSE,,,Less30,,,,,101041,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Isonychiidae,,,,Isonychia,,,,,,Ephemeroptera
Asioplax,FALSE,UN,F,F,11,NA,,,,,,,FALSE,,,Less30,,,,,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,,Ephemeroptera
Leptohyphidae,FALSE,UN,,F,11,4,,,,,,,FALSE,stenow,Warm Stenotherm,,24.22020522,27.616,,,568545,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,,,,,,,Ephemeroptera
Tricorythodes,FALSE,SP,,F,4,4,,4,CG,multi,DEPO,,FALSE,stenow,Warm Stenotherm,,24.17969228,27.63,Warm Stenotherm,,101405,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Tricorythodes,,,,,,Ephemeroptera
Choroterpes,FALSE,UN,,F,1,2,,,,,,,FALSE,,,Less30,,,,,101108,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Choroterpes,,,,,,Ephemeroptera
Leptophlebiidae,FALSE,UN,U,F,11,2,,3,CG,uni,DEPO,,FALSE,,Eurythermal,,17.64307495,22.08,,yes,101095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,,,,,,,Ephemeroptera
Neochoroterpes,FALSE,CN,,F,11,4,,,,,,,FALSE,,,,,,,,568558,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neochoroterpes,,,,,,Ephemeroptera
Neoleptophlebia/Paraleptophlebia,FALSE,SW,,F,1,1,,3,CG,uni,DEPO,,FALSE,eurythermal,Eurythermal,,17.61014583,22.096,Eurythermal,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Neoleptophlebia/Paraleptophlebia,,,,,,Ephemeroptera
Paraleptophlebia Bicornuta Group,FALSE,SW,,F,1,2,10,3,CG,uni,DEPO,,FALSE,warm,Warm,,19.47089484,23.86,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Paraleptophlebia,,Bicornuta Gr.,,,,Ephemeroptera
Traverella,FALSE,CN,,F,1,2,,,,,,,FALSE,,,,,,,,101096,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Traverella,,,,,,Ephemeroptera
Ephoron,FALSE,BU,,F,11,2,,,,,,,FALSE,,,Less30,,,,,101570,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,Ephoron,,,,,,Ephemeroptera
Polymitarcyidae,FALSE,BU,,,,3,,,CG,uni,DEPO,,FALSE,,,,,,,,101569,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Polymitarcyidae,,,,,,,,,,Ephemeroptera
Potamanthidae,FALSE,BU,,,,,,,,,,,FALSE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,Potamanthidae,,,,,,,,,,Ephemeroptera
Siphlonuridae,FALSE,SW,,F,11,1,,,,,,,FALSE,,,Less30,,,,,100951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,,,,,,,Ephemeroptera
Siphlonurus,FALSE,SW,,F,1,2,,NA,CG,uni,GENE,,FALSE,,,Less30,,,,,100953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Siphlonurus,,,,,,Ephemeroptera
Ephemeroptera,FALSE,UN,,F,11,NA,,,,,,,FALSE,,Eurythermal,,16.65900343,22.421,,yes,100502,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,,,,,,,,,,,,,Ephemeroptera
Petrophila,FALSE,CN,,F,3,5,10,4,SC,multi,RHEO,,FALSE,stenow,Warm Stenotherm,,25.37371513,28.173,,,117682,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,Crambidae,Nymphulinae,Argyractini,,Petrophila,,,,,,Lepidoptera
Lepidoptera,FALSE,UN,,F,11,7,,4,MH,multi,UNKN,,FALSE,,Warm,,24.93628295,27.95,,yes,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,,Lepidoptera
Corydalidae,FALSE,UN,,F,11,0,,2,PR,semi,RHEO,TRUE,FALSE,cool,Cool,,16.67650127,19.258,,,115023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,,,,,,,,,,Megaloptera
Dysmicohermes,FALSE,CN,,,,NA,,,,,,,FALSE,,,Less30,,,,,115046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Dysmicohermes,,,,,,Megaloptera
Neohermes,FALSE,CN,,,,NA,,,,,,,FALSE,,,,,,,,115048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Neohermes,,,,,,Megaloptera
Orohermes,FALSE,UN,,,,0,,,,,,,TRUE,cool,Cool,,16.88394138,19.188,,,115044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Orohermes,,,,,,Megaloptera
Orohermes crepusculus,FALSE,UN,,F,11,0,,,,,,,TRUE,cool,Cool,,16.88394138,19.188,,,115044,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Orohermes,,,,,crepusculus,Megaloptera
Protochauliodes,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,115053,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Protochauliodes,,,,,,Megaloptera
Sialis,FALSE,BU,,F,4,4,,4,PR,semi,GENE,,TRUE,warm,Warm,,19.802438,23.928,,,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,,Megaloptera
Megaloptera,FALSE,UN,,F,11,7,,,,,,,FALSE,,Cool-Warm,,19.41566802,23.13,,yes,115000,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,,,,,,,,,,,Megaloptera
Sisyridae,FALSE,UN,,,,NA,,,,,,,FALSE,,,,,,,,115085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,,,,,,Neuroptera
Neuroptera,FALSE,UN,,,,NA,,,,,,,FALSE,,,,,,,,114999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,,,,,,,,,,,,,Neuroptera
Aeshna/Rhionaeschna,FALSE,SW,,F,11,5,,3,PR,semi,GENE,,FALSE,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Aeshna/Rhionaeschna,,,,,,Odonata
Aeshnidae,FALSE,UN,,F,11,5,,3,PR,semi,GENE,,FALSE,warm,Warm,,20.56192453,24.266,,,101596,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,,,,,,,Odonata
Anax,FALSE,CN,,F,11,8,,,,,,,FALSE,,,Less30,,,,,101597,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Aeshnidae,,,,Anax,,,,,,Odonata
Calopterygidae,FALSE,UN,,F,11,6,,,,,,,FALSE,,,Less30,,,,,102043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,,,,,,,Odonata
Calopteryx,FALSE,CN,,F,11,6,,4,PR,uni,RHEO,,FALSE,,,Less30,,,,,102052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,Calopteryx,,,,,,Odonata
Hetaerina,FALSE,UN,,F,11,6,,,,,,,FALSE,,,,,,,,102048,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,Hetaerina,,,,,,Odonata
Argia,FALSE,CN,,F,11,7,,4,PR,uni,RHEO,,FALSE,stenow,Warm Stenotherm,,24.06609594,27.92,Warm Stenotherm,,102139,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,Argia,,,,,,Odonata
Coenagrionidae,FALSE,CN,,F,3,7,,4,PR,uni,GENE,,FALSE,stenow,Warm Stenotherm,,23.74752232,27.45,,,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,,Odonata
Cordulegaster,FALSE,BU,,F,11,3,,2,PR,semi,DEPO,TRUE,FALSE,cowa,Cool-Warm,,19.6654073,22.54,,,102027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,Cordulegaster,,,,,,Odonata
Cordulegastridae,FALSE,UN,,,,NA,,,,,,,FALSE,,,,,,,,102026,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,,,,,,,Odonata
Corduliidae,FALSE,SP,,F,11,2,,,,,,,FALSE,,,Less30,,,,,102020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,,,,,,,,,,Odonata
Epitheca,FALSE,UN,,F,11,NA,,,,,,,FALSE,,,,,,,,102035,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,Corduliinae,,,Epitheca,,,,,,Odonata
Erpetogomphus,FALSE,BU,,F,11,2.5,,,,,,,FALSE,,,Less30,,,,,101725,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Erpetogomphus,,,,,,Odonata
Gomphidae,FALSE,BU,,F,11,2.5,,3,PR,semi,DEPO,,TRUE,,Warm,,20.07138278,24.098,,yes,101664,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,,,,,,,Odonata
Gomphus,FALSE,BU,,F,11,2.5,,NA,PR,semi,RIVE,TRUE,FALSE,,,Less30,,,,,101665,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Gomphus,,,,,,Odonata
Octogomphus,FALSE,NEEDS_REVIEW,,,,,,,,,,,TRUE,cowa,Cool-Warm,,19.04129032,21.833,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,,Odonata
Octogomphus specularis,FALSE,BU,,F,11,3,,,,,,,TRUE,cowa,Cool-Warm,,19.04129032,21.833,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Octogomphus,,,,,specularis,Odonata
Ophiogomphus,FALSE,BU,,F,4,5,,3,PR,semi,DEPO,,FALSE,stenow,Warm Stenotherm,,25.26708362,27.904,,,101738,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Ophiogomphus,,,,,,Odonata
Stylurus olivaceus,FALSE,BU,,,,NA,,,,,,,FALSE,,,,,,,,593023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Gomphidae,,,,Stylurus,,,,,olivaceus,Odonata
Archilestes,FALSE,UN,,F,11,2.5,,,,,,,FALSE,,,Less30,,,,,102059,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Archilestes,,,,,,Odonata
Lestes,FALSE,CN,,F,11,9,,,,,,,FALSE,,,,,,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,Lestes,,,,,,Odonata
Lestidae,FALSE,UN,,F,11,9,,,,,,,FALSE,,,Less30,,,,,102061,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Lestidae,,,,,,,,,,Odonata
Erythemis,FALSE,UN,F,F,11,9,,,,,,,FALSE,,,,,,,,101865,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Erythemis,,,,,,Odonata
Libellulidae,FALSE,UN,,F,11,9,,NA,PR,uni,GENE,,FALSE,,,Less30,,,,,101797,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,,,,,,,Odonata
Macromia,FALSE,UN,,F,11,2,,,,,,,FALSE,,,Less30,,,,,101918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,Macromia,,,,,,Odonata
Macromiidae,FALSE,UN,,F,11,3,,,,,,,FALSE,,,Less30,,,,,102019,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Macromiidae,,,,,,,,,,Odonata
Anisoptera,FALSE,UN,,F,11,NA,,4,PR,UNKN,GENE,,FALSE,,Warm,,20.29102018,24.52,,yes,101594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,,,,,,,,,,,Odonata
Odonata,FALSE,UN,,F,11,NA,,,,,,,FALSE,,Warm,,21.64680307,25.541,,yes,101593,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,,,,,,,,,,,,,Odonata
Zygoptera,FALSE,CN,,,,NA,,NA,PR,uni,GENE,,FALSE,,Warm Stenotherm,,23.74648404,27.45,,yes,102042,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,,,,,,,,,,,Odonata
Bolshecapnia,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,Less30,,,,,102763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,Capniinae,,,Bolshecapnia,,,,,,Plecoptera
Capniidae,FALSE,CN,,F,0,1,,3,SH,uni,RHEO,,FALSE,cool,Cool,,16.2628611,20.695,,,102643,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,,,,,,,,,,Plecoptera
Alloperla,FALSE,CN,,F,11,1,,,,,,,FALSE,,,Less30,,,,,103203,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Alloperla,,,,,,Plecoptera
Bisancora,FALSE,NEEDS_REVIEW,,,,,,,,,,,FALSE,,,,,,,,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,,Plecoptera
Chloroperlidae,FALSE,CN,U,F,11,1,,4,PR,uni,RHEO,,FALSE,,Cool,,16.78017691,21.223,,yes,103202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,,,,,,,,,Plecoptera
Kathroperla,FALSE,CN,,F,2,1,,2,PR,semi,SPEC,TRUE,TRUE,cold,Cold,,15.08708168,18.83,,,103236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Kathroperla,,,,,,Plecoptera
Neaviperla/Suwallia,FALSE,UN,,F,11,1,10,3,,,,,FALSE,cool,Cool,,17.98480692,21.23,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,Suwalliini,,Neaviperla/Suwallia,,,,,,Plecoptera
Paraperla,FALSE,CN,,F,11,1,10,3,PR,semi,SPEC,,TRUE,cold,Cold,,16.15704293,19.354,,,103233,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,Paraperla,,,,,,Plecoptera
Paraperlinae,FALSE,UN,,,,1,,3,PR,semi,SPEC,,FALSE,cold,Cold,,15.58767557,19.228,,,609856,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Paraperlinae,,,,,,,,,Plecoptera
Sweltsa,FALSE,CN,U,F,11,0,,4,PR,uni,RHEO,,TRUE,cool,Cool,,16.98094665,20.845,Cool,,103273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Sweltsa,,,,,,Plecoptera
Despaxia augusta,FALSE,UN,,F,11,0,20,3,SH,uni,RHEO,,FALSE,cool,Cool,,16.54365113,19.9,,,102841,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Despaxia,,,,,augusta,Plecoptera
Leuctridae,FALSE,CN,,F,0,0,,3,SH,uni,RHEO,,FALSE,,Cold,,15.35283437,19.662,,yes,102840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,,,,,,,,,,Plecoptera
Megaleuctra,FALSE,UN,,F,11,0,,,,,,,FALSE,,,,,,,,102877,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Megaleuctrinae,,,Megaleuctra,,,,,,Plecoptera
Moselia,FALSE,UN,,F,11,0,,2,SH,uni,HEAD,TRUE,TRUE,cold,Cold,,14.60978719,19.005,Cold,,102909,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Moselia,,,,,,Plecoptera
Perlomyia,FALSE,UN,,,,0,,,,,,,FALSE,,,Less30,,,,,103239,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Perlomyia,,,,,,Plecoptera
Malenka,FALSE,CN,,F,1,1,,4,SH,uni,RHEO,,FALSE,cool,Cool,,18.30303736,21.438,,,102567,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Amphinemurinae,,,Malenka,,,,,,Plecoptera
Nanonemoura wahkeena,FALSE,CN,,,1,1,,,SH,uni,RHEO,,TRUE,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,Nemouridae,,,,Nanonemoura,,,,,wahkeena,Plecoptera
Nemouridae,FALSE,CN,,F,11,2,,4,SH,UNKN,RHEO,,FALSE,,Cool,,16.77021858,21.36,,yes,102517,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,,,,,,,,,,Plecoptera
Ostrocerca,FALSE,CN,,,1,1,,,SH,uni,RHEO,,FALSE,,,,,,,,102622,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Ostrocerca,,,,,,Plecoptera
Podmosta,FALSE,UN,,F,1,2,,,SH,uni,RHEO,,FALSE,,,Less30,,,,,102605,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Podmosta,,,,,,Plecoptera
Prostoia,FALSE,UN,,F,11,2,,,SH,uni,RHEO,,FALSE,,,,,,,,102584,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Prostoia,,,,,,Plecoptera
Soyedina,FALSE,UN,,F,11,2,,3,SH,uni,RHEO,,FALSE,cool,Cool,,17.19387033,19.98,,,102556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Soyedina,,,,,,Plecoptera
Visoka cataractae,FALSE,CN,,F,0,0,5,2,SH,semi,RHEO,TRUE,TRUE,stenoc,Cold Stenotherm,,13.67756994,17.674,Cold Stenotherm,,102614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Visoka,,,,,cataractae,Plecoptera
Zapada,FALSE,CN,U,F,11,2,,3,SH,UNKN,RHEO,,FALSE,,Cool,,16.55944866,21.251,,yes,102591,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,,Plecoptera
Zapada cinctipes,FALSE,CN,U,F,3,3,,4,SH,uni,RHEO,,FALSE,cool,Cool,,17.98055449,21.756,,,102594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,cinctipes,Plecoptera
Zapada columbiana,FALSE,CN,,F,1,2,,2,SH,semi,RHEO,,TRUE,stenoc,Cold Stenotherm,,12.77203134,17.886,Cold Stenotherm,,102596,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,columbiana,Plecoptera
Zapada frigida,FALSE,CN,,F,11,1,5,2,SH,uni,RHEO,TRUE,TRUE,cold,Cold,,15.36568717,19.024,,,102601,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,,,,frigida,Plecoptera
Zapada Oregonensis Group,FALSE,CN,,F,1,2,5,3,SH,semi,RHEO,,TRUE,cold,Cold,,15.73730776,19.565,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Zapada,,Oregonensis Gr.,,,,Plecoptera
Peltoperlidae,FALSE,UN,,F,11,0,,2,SH,semi,RHEO,,FALSE,,Cold,,14.30665979,19.634,,yes,102488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,,,,,,,Plecoptera
Sierraperla,FALSE,UN,F,F,11,NA,,,,,,,FALSE,,,Less30,,,,,102514,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Sierraperla,,,,,,Plecoptera
Soliperla,FALSE,CN,,,,2,,2,SH,semi,HEAD,TRUE,FALSE,cold,Cold,,16.09545455,19.77,,,103142,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,,,,Soliperla,,,,,,Plecoptera
Yoraperla,FALSE,CN,,F,0,0,5,2,SH,semi,RHEO,,TRUE,cold,Cold,,14.26445935,19.58,Cold,,102510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Yoraperla,,,,,,Plecoptera
Yoraperla mariana,FALSE,CN,,,,2,,,SH,semi,,,FALSE,stenoc,Cold Stenotherm,,12.73296994,14.206,,,103312,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Yoraperla,,,,,mariana,Plecoptera
Calineuria californica,FALSE,CN,,F,3,2,10,3,PR,semi,RHEO,,TRUE,cowa,Cool-Warm,,18.92733894,22.253,Cool-Warm,,102986,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Calineuria,,,,,californica,Plecoptera
Claassenia sabulosa,FALSE,CN,,F,3,3,20,,PR,semi,RHEO,,TRUE,warm,Warm,,20.46583165,25.9,,,102930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Perlinae,Perlini,,Claassenia,,,,,sabulosa,Plecoptera
