Taxon_Group,Taxon_orig,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Coleoptera,Cleptelmis,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Coleoptera,Cleptelmis addenda,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Coleoptera,Cleptelmis ornata,FALSE,only one species in Genus,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,Cleptelmis addenda,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,
Neuroptera,Climacia californica,FALSE,I tend to exclude these,DNI,Sisyridae,Sisyridae,DNI,115085,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,,,,,
Terrestrial,Clinidium,TRUE,Terrestrial,DNI,DNI,DNI,DNI,109228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Rhysodidae,,,,Clinidium,,,,,
Diptera,Clinocera,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera,135849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Clinocera,,,,,
Diptera,Clinocera stagnalis,FALSE,,Clinocera,Clinocera,Clinocera,Clinocera,135849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Clinocera,,,,,
Diptera,Clinocerinae,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI,135844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,,,,,,
Diptera,Clinocerinae unknown larvae A,FALSE,,DNI,Clinocerinae,Clinocerinae,DNI,135844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,,,,,,
Chironomidae,Clinotanypus,FALSE,,DNI,Clinotanypus,Clinotanypus,DNI,127996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Clinotanypus,,,,,
Terrestrial,Clio,TRUE,Marine,DNI,DNI,DNI,DNI,76366,Animalia,Mollusca,,Gastropoda,,Thecosomata,,,Cavoliniidae,,,,,,,,,
Oligochaeta,Clitellata,FALSE,,DNI,Oligochaeta,Oligochaeta,DNI,68422,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,
Trichoptera,Clostoeca,FALSE,,DNI,Clostoeca,Clostoeca,DNI,116013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Clostoeca,,,,,
Trichoptera,Clostoeca disjuncta,FALSE,,DNI,Clostoeca,Clostoeca,DNI,116013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Clostoeca,,,,,
Other Non-Insect,Cnidaria,FALSE,all Cnidaria,Hydra,Hydra,Hydra,DNI,48738,Animalia,Cnidaria,,,,,,,,,,,,,,,,
Chironomidae,Coelotanypodini,FALSE,,DNI,Coelotanypodini,Coelotanypodini,DNI,127995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,,,,,,
Odonata,Coenagrion,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Odonata,Coenagrion/Enallagma,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Odonata,Coenagrionidae,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,
Coleoptera,Coleoptera,FALSE,,DNI,Coleoptera,Coleoptera,DNI,109216,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,,,,,,,,,,,,
Terrestrial,Collembola,TRUE,Collembola excluded,DNI,DNI,DNI,DNI,99237,Animalia,Arthropoda,Hexapoda,Collembola,,Collembola,,,,,,,,,,,,
Other Non-Insect,Colligyrus,FALSE,best to leave at SuperFamily,Truncatelloidea,Truncatelloidea,Truncatelloidea,DNI,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,Hydrobiidae,,,,Colligyrus,,,,,
Coleoptera,Colymbetes,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Coleoptera,Colymbetes densus,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Coleoptera,Colymbetes sculptilis,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Coleoptera,Colymbetinae,FALSE,,DNI,Colymbetinae,Dytiscidae,DNI,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,
Chironomidae,Compterosmittia,FALSE,,DNI,Compterosmittia,Compterosmittia,DNI,128559,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Compterosmittia,,,,,
Chironomidae,Compterosmittia sp. A,FALSE,best to leave at genus,DNI,Compterosmittia,Compterosmittia,DNI,128559,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Compterosmittia,,,,,
Chironomidae,Conchapelopia,FALSE,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group,128130,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,Conchapelopia,,,,,
Chironomidae,Constempellina,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina,129884,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,
Chironomidae,Constempellina sp. C,FALSE,,Constempellina,Constempellina,Constempellina,Constempellina,129884,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,
Other Non-Insect,Copepoda,TRUE,Copepoda excluded,DNI,DNI,DNI,DNI,85257,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,,,,,,,
Coleoptera,Coptotomus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI,112371,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Coptotominae,Coptotomini,,Coptotomus,,,,,
Coleoptera,Coptotomus longulus,FALSE,,DNI,Coptotomus,Dytiscidae,DNI,112371,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Coptotominae,Coptotomini,,Coptotomus,,,,,
Other Non-Insect,Corbicula,FALSE,,DNI,Corbicula,Corbicula,DNI,81385,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Corbiculidae,,,,Corbicula,,,,,
Other Non-Insect,Corbicula fluminea,FALSE,,DNI,Corbicula,Corbicula,DNI,81385,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Corbiculidae,,,,Corbicula,,,,,
Other Non-Insect,Corbiculoidea,FALSE,,DNI,Corbiculoidea,Corbiculoidea,DNI,566875,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,,,,,,,,,,
Odonata,Cordulegaster,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI,102027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,Cordulegaster,,,,,
Odonata,Cordulegaster dorsalis,FALSE,,Cordulegaster,Cordulegaster,Cordulegaster,DNI,102027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,Cordulegaster,,,,,
Odonata,Cordulegastridae,FALSE,,DNI,Cordulegastridae,Cordulegastridae,DNI,102026,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,,,,,,
Odonata,Corduliidae,FALSE,,DNI,Corduliidae,Corduliidae,DNI,102020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,,,,,,,,,
Odonata,Corduliidae/Libellulidae,FALSE,,DNI,Anisoptera,Anisoptera,DNI,101594,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,,,,,,,,,,
Heteroptera,Corisella,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Corisella decolor,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Heteroptera,Corixidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI,103364,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Other Non-Insect,Corophiidae,FALSE,,DNI,Americorophium,Americorophium,DNI,656484,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,
Other Non-Insect,Corophium,FALSE,,DNI,Americorophium,Americorophium,DNI,656484,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Corophiidae,,,,Americorophium,,,,,
Other Non-Insect,Corticacarus,FALSE,,DNI,Corticacarus,Trombidiformes,DNI,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Coticacarus,,,,,
Megaloptera,Corydalidae,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae,115023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,,,,,,,,,
Megaloptera,Corydalus,FALSE,,Corydalidae,Corydalidae,Corydalidae,Corydalidae,115023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,,,,,,,,,
Chironomidae,Corynoneura,FALSE,,Corynoneura,Corynoneura,Corynoneura,Corynoneura,128563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Corynoneura,,,,,
Chironomidae,Corynoneura/Thienemanniella,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI,128457,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,,,,,,
Fish,Cottidae,TRUE,Fish,DNI,DNI,DNI,DNI,167196,Animalia,Chordata,Vertebrata,Actinopterygii,Neopterygii,Scorpaeniformes,Cottoidei,,Cottidae,,,,,,,,,
Lepidoptera,Crambidae,FALSE,Lot of these are terrestrial,DNI,Lepidoptera,Lepidoptera,DNI,117232,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Lepidoptera,,,,,,,,,,,,
Terrestrial,Crangon,TRUE,marine,DNI,DNI,DNI,DNI,97107,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Crangonidae,,,,,,,,,
Other Non-Insect,Crangonyctidae,FALSE,,DNI,Crangonyctidae,Crangonyctidae,DNI,95080,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,,,,,,
Other Non-Insect,Crangonyx,FALSE,,Crangonyx,Crangonyx,Crangonyx,DNI,95081,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Crangonyx,,,,,
Terrestrial,Crassiclitellata,TRUE,Terrestrial,DNI,DNI,DNI,DNI,974256,Animalia,Annelida,,Clitellata,,Opisthopra,Crassiclitellata,,,,,,,,,,,
Coleoptera,Crenitis,FALSE,,Hydrophilidae,Crenitis,Crenitis,Hydrophilidae,113220,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Crenitis,,,,,
Chironomidae,Cricotopus,FALSE,,DNI,Cricotopus,Cricotopus,DNI,128575,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,
Chironomidae,Cricotopus (Cricotopus),FALSE,,DNI,Cricotopus,Cricotopus,DNI,128575,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,
Chironomidae,Cricotopus (Isocladius),FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Chironomidae,Cricotopus (Isocladius) Type I,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Chironomidae,Cricotopus (Nostoc.) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus (Nostococladius),FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus (Nostococladius) nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus / Orthocladius,FALSE,,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,
Chironomidae,Cricotopus bicinctus,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus Bicinctus Gr.,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus bicinctus group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus bicinctus Group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus Bicinctus Group,FALSE,FORMATTING,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,Cricotopus Bicinctus Group,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus Isocladius,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Chironomidae,Cricotopus Isocladius--Type I,FALSE,FORMATTING,Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),DNI,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Chironomidae,Cricotopus nostocicola,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus Nostococladius,FALSE,FORMATTING,Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus sylvestris group,FALSE,,DNI,Cricotopus,Cricotopus,DNI,128575,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,
Chironomidae,Cricotopus Tremulus Gr.,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus tremulus group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus tremulus Group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus Tremulus Group,FALSE,FORMATTING,DNI,Cricotopus Tremulus Group,Cricotopus Tremulus Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus trifascia,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus Trifascia Gr.,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus trifascia group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus trifascia Group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus Trifascia Group,FALSE,FORMATTING,Cricotopus Trifascia Group,Cricotopus Trifascia Group,Cricotopus Trifascia Group,DNI,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus/Orthocladius,FALSE,,Orthocladius complex,Orthocladius complex,Orthocladius complex,Orthocladius complex,128874,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Orthocladius,,,,,
Other Non-Insect,Crustacea,FALSE,TOO COARSE,DNI,Crustacea,Crustacea,DNI,,Animalia,Arthropoda,Crustacea,,,,,,,,,,,,,,,
Trichoptera,Cryptochia,FALSE,,Cryptochia,Cryptochia,Cryptochia,Cryptochia,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,
Trichoptera,Cryptochia califca,FALSE,,Cryptochia,Cryptochia,Cryptochia,Cryptochia,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,
Chironomidae,Cryptochironomus,FALSE,,Cryptochironomus,Cryptochironomus,Cryptochironomus,Cryptochironomus,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,
Diptera,Cryptolabis,FALSE,,Cryptolabis,Cryptolabis,Cryptolabis,Cryptolabis,120488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cryptolabis,,,,,
Chironomidae,Cryptotendipes,FALSE,,DNI,Cryptotendipes,Cryptotendipes,DNI,129394,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,,,
Diptera,Culex,FALSE,,DNI,Culicidae,Culicidae,DNI,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Diptera,Culex pipiens,FALSE,,DNI,Culicidae,Culicidae,DNI,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Diptera,Culicidae,FALSE,,DNI,Culicidae,Culicidae,DNI,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Diptera,Culicoides,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,
Diptera,Culiseta,FALSE,,DNI,Culicidae,Culicidae,DNI,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Trichoptera,Culoptila,FALSE,,DNI,Culoptila,Culoptila,DNI,115236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,
Plecoptera,Cultus,FALSE,,DNI,Cultus,Cultus,DNI,103137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Cultus,,,,,
Coleoptera,Curculionidae,TRUE,Terrestrial,DNI,DNI,DNI,DNI,114666,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Curculionidae,,,,,,,,,
Other Non-Insect,Cyclopidae,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,88530,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Cyclopoida,,,,,,,,,,,,
Other Non-Insect,Cyclopoida,TRUE,Generally excluded in lotic benthic samples,DNI,DNI,DNI,DNI,88530,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,Cyclopoida,,,,,,,,,,,,
Coleoptera,Cylloepus,FALSE,OUT of RANGE,DNI,Elmidae,DNI,DNI,114208,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Cylloepus,,,,,
Coleoptera,Cymbiodyta,FALSE,,Hydrophilidae,Cymbiodyta,Cymbiodyta,Hydrophilidae,113017,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Cymbiodyta,,,,,
Trichoptera,Cyrnellus,FALSE,,DNI,Polycentropodidae,Polycentropodidae,DNI,117043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Polycentropodidae,,,,,,,,,
Other Non-Insect,Cystobranchus salmositicus,FALSE,,Hirudinida,Cystobranchus salmositicus,Cystobranchus salmositicus,Hirudinida,69309,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,Piscicolinae,,,Cystobranchus,,,,,salmositicus
Diptera,Dactylolabis,FALSE,,DNI,Dactylolabis,Dactylolabis,DNI,120049,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Dactylolabinae,,,Dactylolabis,,,,,
Other Non-Insect,Daphnia,TRUE,Cladocera excluded,DNI,DNI,DNI,DNI,,Animalia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,Diplostraca,Cladocera,,Daphniidae,,,,,,,,,
