Taxon_AttributeTable,NonTarget,BCG_attr,FFG,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon_Group
Brachycercus,FALSE,,,,,,,,,,,,,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,,Ephemeroptera
Brachypoda,FALSE,,,,,,FALSE,,Less30,,,,,83444,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,Axonopsinae,,,Brachypoda,,,,,,Other Non-Insect
Branchiobdellida,FALSE,,,,,,FALSE,warm,,19.72683394,23.682,,,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,,Other Non-Insect
Branchiura,FALSE,,,,,,,,,,,,,68619,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Branchiura,,,,,,Oligochaeta
Brillia,FALSE,4,SH,multi,RHEO,,FALSE,cool,,17.32444661,20.9,,,128477,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Brillia,,,,,,Chironomidae
Brundiniella,FALSE,4,PR,multi,RHEO,,FALSE,cool,,18.89692443,21.667,,,128026,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Brundiniella,,,,,,Chironomidae
Brychius,FALSE,4,SC,semi,RHEO,,FALSE,warm,,22.15906393,24.66,,,111947,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Brychius,,,,,,Coleoptera
Bryelmis,FALSE,1i,CG,semi,SPEC,TRUE,,cold,,14.97318332,18.43,,,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Bryelmis,,,,,,Coleoptera
Bryophaenocladius,FALSE,NA,UNKN,multi,GENE,,,,Less30,,,,,128488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Bryophaenocladius,,,,,,Chironomidae
Caecidotea,FALSE,5,OM,multi,GENE,,FALSE,warm,,22.08084258,24.7,,,92686,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Caecidotea,,,,,,Other Non-Insect
Caenidae,FALSE,,,,,,,stenow,,24.19407711,27.184,,,101467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,,,,,,,,,,Ephemeroptera
Caenis,FALSE,5,CG,multi,GENE,,,stenow,,24.19407711,27.184,,,101478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Caeninae,,,Caenis,,,,,,Ephemeroptera
Calasellus/Salmasellus,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,Aselloidea,Asellidae,,,,Calasellus/Salmasellus,,,,,,Other Non-Insect
Calineuria californica,FALSE,3,PR,semi,RHEO,,TRUE,cowa,,18.92733894,22.253,coolwarm,,102986,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Calineuria,,,,,californica,Plecoptera
Callibaetis,FALSE,4,CG,multi,GENE,,FALSE,warm,,21.66448236,25.782,,,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,,Ephemeroptera
Calliperla,FALSE,,,,,,,,Less30,,,,,103156,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlioidae,,,,Calliperla,,,,,,Plecoptera
Caloparyphus,FALSE,4,CG,semi,GENE,,FALSE,warm,,23.2497278,25.436,,,130409,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Caloparyphus,,,,,,Diptera
Calopterygidae,FALSE,,,,,,,,Less30,,,,,102043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,,,,,,,Odonata
Calopteryx,FALSE,4,PR,uni,RHEO,,,,Less30,,,,,102052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,Calopteryx,,,,,,Odonata
Cambaridae,FALSE,,,,,,FALSE,,,,,,,97336,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Cambaridae,,,,,,,,,,Other Non-Insect
Camelobaetidius,FALSE,,,,,,,,Less30,,,,,568548,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Camelobaetidius,,,,,,Ephemeroptera
Capniidae,FALSE,3,SH,uni,RHEO,,FALSE,cool,,16.2628611,20.695,,,102643,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Capniidae,,,,,,,,,,Plecoptera
Cardiocladius,FALSE,3,PR,multi,RHEO,,FALSE,warm,,22.15241917,26.161,,,128511,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,,,,Chironomidae
Cascadoperla,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Isoperlinae,,,Cascadoperla,,,,,,Plecoptera
Caudatella,FALSE,2,CG,uni,RHEO,,FALSE,cold,,13.19012862,18.442,,yes,101347,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,,Ephemeroptera
Caudatella edmundsi,FALSE,1i,CG,uni,RHEO,TRUE,,,Less30,,,,,568631,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,edmundsi,Ephemeroptera
Caudatella heterocaudata complex,FALSE,,,,,,FALSE,cold,,16.87597272,19.565,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,heterocaudata complex,,Ephemeroptera
Caudatella hystrix,FALSE,2,SC,uni,RHEO,,FALSE,stenoc,,12.54918976,17.64,,,101348,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,hystrix,Ephemeroptera
Caudatella jacobi,FALSE,1i,UNKN,uni,RHEO,TRUE,,,Less30,,,,,568632,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Caudatella,,,,,jacobi,Ephemeroptera
Ceraclea,FALSE,3,OM,uni,RIVE,TRUE,FALSE,,Less30,,,,,116684,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Leptoceridae,Leptocerinae,Athripsodini,,Ceraclea,,,,,,Trichoptera
Ceratopogonidae,FALSE,4,,uni,GENE,,FALSE,eurythermal,,18.1465275,21.88,,yes,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,,,,,,,,,,Diptera
Ceratopogoninae,FALSE,4,PR,uni,GENE,,FALSE,eurythermal,,18.26890559,21.91,eurythermal,,127338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Ceratopogoninae,,,,,,,,,Diptera
Cercobrachys,FALSE,,,,,,,,,,,,,568556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Cercobrachini,,Cercobrachys,,,,,,Ephemeroptera
Cernosvitoviella,FALSE,,,,,,,,Less30,,,,,68534,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Cernosvitoviella,,,,,,Oligochaeta
Chaetocladius,FALSE,4,CG,multi,GENE,,FALSE,cool,,15.40707098,20.22014344,,,128520,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Chaetocladius,,,,,,Chironomidae
Chaetogaster,FALSE,,,,,,,,Less30,,,,,68934,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Chaetogaster,,,,,,Oligochaeta
Chamaedrilus,FALSE,,,,,,,cold,,16.57103594,19.618,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Enchytraeida,,,Enchytraeidae,,,,Chamaedrilus,,,,,,Oligochaeta
Chaoboridae,FALSE,NA,,,,,FALSE,,Less30,,,,,125886,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,,,,,,,,,,Diptera
Chaoborus,FALSE,,,,,,FALSE,,Less30,,,,,125904,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chaoboridae,Chaoborinae,,,Chaoborus,,,,,,Diptera
Cheilotrichia,FALSE,,,,,,FALSE,,Less30,,,,,120420,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cheilotrichia,,,,,,Diptera
Chelifera/Metachela,FALSE,4,PR,uni,RHEO,,FALSE,cool,,17.61649706,21.723,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Hemerodromiinae,Hemerodromiini,,Chelifera/Metachela,,,,,,Diptera
Chelomideopsis,FALSE,,,,,,,,Less30,,,,,83517,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,Chelomideopsis,,,,,,Other Non-Insect
Cheumatopsyche,FALSE,5,CF,multi,RHEO,,FALSE,stenow,,24.45488954,27.14,steno_warm,,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,,Trichoptera
Chimarra,FALSE,,,,,,,stenow,,27.29328656,28.96,,,115273,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Philopotamidae,Chimarrinae,,,Chimarra,,,,,,Trichoptera
Chironomidae,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,18.09121405,22.47,,yes,127917,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,,,,,,,,,,Chironomidae
Chironominae,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,18.67763835,22.614,,yes,129228,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,,,,,,,,,Chironomidae
Chironomini,FALSE,4,CG,multi,GENE,,FALSE,warm,,20.33479956,23.54,,yes,129229,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,,,,,,,Chironomidae
Chironomus,FALSE,5,CG,multi,GENE,,FALSE,warm,,20.40450929,24.23,,,129254,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Chironomus,,,,,,Chironomidae
Chloroperlidae,FALSE,4,PR,uni,RHEO,,FALSE,cool,,16.78017691,21.223,,yes,103202,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,,,,,,,,,,Plecoptera
Choroterpes,FALSE,,,,,,,,Less30,,,,,101108,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptophlebiidae,,,,Choroterpes,,,,,,Ephemeroptera
Chyrandra,FALSE,,,,,,FALSE,,Less30,,,,,568778,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Chyrandra,,,,,,Trichoptera
Cinygma,FALSE,4,SC,uni,DEPO,,FALSE,cold,,16.11326335,19.88,,,100598,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygma,,,,,,Ephemeroptera
Cinygmula,FALSE,3,SC,uni,RHEO,,FALSE,cool,,15.85949506,20.088,cool,,100557,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Heptageniidae,,,,Cinygmula,,,,,,Ephemeroptera
Cipangopaludina,FALSE,,,,,,,,,,,,,70328,Animalia,Mollusca,,Gastropoda,Prosobranchia,Architaenioglossa,,,Viviparidae,,,,Cipangopaludina,,,,,,Other Non-Insect
Claassenia sabulosa,FALSE,,,,,,TRUE,warm,,20.46583165,25.9,,,102930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Perlinae,Perlini,,Claassenia,,,,,,Plecoptera
Cladopelma,FALSE,,,,,,,,Less30,,,,,129350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cladopelma,,,,,,Chironomidae
Cladotanytarsus,FALSE,3,CG,multi,GENE,,FALSE,warm,,19.5830692,23.85,,,129873,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Cladotanytarsus,,,,,,Chironomidae
Cleptelmis addenda,FALSE,4,CG,semi,RHEO,,TRUE,cowa,,19.82578079,23,,,114164,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,,,,Cleptelmis,,,,,,Coleoptera
Clinocera,FALSE,3,PR,uni,RHEO,,FALSE,cool,,15.64696022,20.305,,,135849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Clinocera,,,,,,Diptera
Clinocerinae,FALSE,NA,PR,uni,RHEO,,,cool,,15.9403812,20.61,,yes,135844,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,,,,,,,Diptera
Clinotanypus,FALSE,,,,,,,,Less30,,,,,127996,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,Clinotanypus,,,,,,Chironomidae
Clostoeca,FALSE,,,,,,,,Less30,,,,,116013,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Limnephilinae,Stenophylacini,,Clostoeca,,,,,,Trichoptera
Coelotanypodini,FALSE,,,,,,,warm,,20.84573203,24.186,,,127995,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Coelotanypodini,,,,,,,,Chironomidae
Coenagrionidae,FALSE,4,PR,uni,GENE,,FALSE,stenow,,23.74752232,27.45,,,102077,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Coenagrionidae,,,,,,,,,,Odonata
Coleoptera,FALSE,,,,,,FALSE,eurythermal,,19.58254875,22.772,,,109216,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,,,,,,,,,,,,,Coleoptera
Colymbetinae,FALSE,,,,,,FALSE,,,,,,,678403,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Colymbetinae,,,,,,,,,Coleoptera
Compterosmittia,FALSE,NA,UNKN,multi,HEAD,,,,Less30,,,,,128559,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Compterosmittia,,,,,,Chironomidae
Constempellina,FALSE,4,CG,multi,RHEO,,,cool,,17.55615421,20.399,,,129884,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,,Chironomidae
Coptotomus,FALSE,,,,,,,,Less30,,,,,112371,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Coptotominae,Coptotomini,,Coptotomus,,,,,,Coleoptera
Corbicula,FALSE,6,CF,semi,GENE,,TRUE,,Less30,,,,,81385,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Corbiculidae,,,,Corbicula,,,,,,Other Non-Insect
Corbiculoidea,FALSE,4,CF,semi,GENE,,,warm,,19.79652208,23.592,,,566875,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,,,,,,,,,,,Other Non-Insect
Cordulegaster,FALSE,2,PR,semi,DEPO,TRUE,FALSE,cowa,,19.6654073,22.54,,,102027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,Cordulegaster,,,,,,Odonata
Cordulegastridae,FALSE,,,,,,,cowa,,19.64039296,22.535,,,102026,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,,,,,,,Odonata
Corduliidae,FALSE,,,,,,,,Less30,,,,,102020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,,,,,,,,,,Odonata
Corticacarus,FALSE,,,,,,,,Less30,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Coticacarus,,,,,,Other Non-Insect
Corydalidae,FALSE,2,PR,semi,RHEO,TRUE,,cool,,16.67650127,19.258,,,115023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,,,,,,,,,,Megaloptera
Corynoneura,FALSE,4,CG,multi,GENE,,FALSE,eurythermal,,18.38191137,22.897,,,128563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Corynoneura,,,,,,Chironomidae
Crangonyctidae,FALSE,5,CG,multi,GENE,,FALSE,cowa,,19.94643719,23.112,,,95080,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,,,,,,,Other Non-Insect
Crangonyx,FALSE,5,CG,multi,GENE,,FALSE,cowa,,19.95292243,23.132,,,95081,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Crangonyx,,,,,,Other Non-Insect
Crenitis,FALSE,NA,PR,uni,GENE,,FALSE,,Less30,,,,,113220,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Crenitis,,,,,,Coleoptera
Cricotopus,FALSE,4,MH,multi,GENE,,FALSE,warm,,20.28846399,25.06,,yes,128575,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,,Chironomidae
Cricotopus (Isocladius),FALSE,4,MH,multi,RHEO,,FALSE,warm,,21.18771911,27.04,,,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,,Chironomidae
Cricotopus (Nostococladius),FALSE,2,MH,multi,SPEC,TRUE,FALSE,eurythermal,,19.31915743,23.43,,,568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,,Chironomidae
Cricotopus Bicinctus Group,FALSE,5,MH,multi,GENE,,FALSE,warm,,21.61907409,25.86,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,,Chironomidae
Cricotopus Tremulus Group,FALSE,NA,MH,multi,GENE,,,,Less30,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,,Chironomidae
Cricotopus Trifascia Group,FALSE,4,MH,multi,GENE,,FALSE,warm,,23.43238533,26.484,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,,Chironomidae
Crustacea,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,,,,,,,,,,,,,,,,Other Non-Insect
Cryptochia,FALSE,3,SH,semi,SPEC,TRUE,TRUE,cold,,13.64827716,17.727,,,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,,Trichoptera
Cryptochironomus,FALSE,5,PR,multi,GENE,,FALSE,warm,,22.33791563,25.96,,,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,,Chironomidae
Cryptolabis,FALSE,3,SH,multi,DEPO,,FALSE,warm,,21.32707497,26.357,,,120488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cryptolabis,,,,,,Diptera
