TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,Taxon_Group,TSN,Synonyms,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon Authority,Taxon Authority Source,Tetra Tech AddIn,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID
LEPTOCERIDAE,FALSE,4,4_middle,CG,CB,,,uni,FALSE,Trichoptera,116547,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,,,,,,,,,,"Leach in Brewster, 1815",ITIS,,4,Collector,Clinger,1832
LEPTOCERUS AMERICANUS,FALSE,4,4_middle,CG,CB,,,uni,FALSE,Trichoptera,116678,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,LEPTOCERINAE,LEPTOCERINI,,LEPTOCERUS,,,,,AMERICANUS,"(Banks, 1899)",ITIS,,4,Collector,Clinger,1821
LEPTODEA FRAGILIS,FALSE,,,CF,BU,,,,FALSE,Other Non-Insect,80182,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,LEPTODEA,,,,,FRAGILIS,"(Rafinesque, 1820)",ITIS,,4,Filterer,Burrower,2233
LEPTOHYPHIDAE,FALSE,,,,,,,,FALSE,Ephemeroptera,568545,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOHYPHIDAE,,,,,,,,,,"Edmunds and Traver, 1954",Other,,8,Collector,Clinger,2023
LEPTOPHLEBIA,FALSE,4,4_better,CG,SW,,,uni,FALSE,Ephemeroptera,101148,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,,LEPTOPHLEBIA,,,,,,"Westwood, 1840",ITIS,,1,Collector,Swimmer,2006
LEPTOPHLEBIIDAE,FALSE,4,4_better,CG,"SW,CN,SP",,,uni,FALSE,Ephemeroptera,101095,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,,,,,,,,"Banks, 1900",Other,,2,Collector,Swimmer,101
LESTES,FALSE,4,4_middle,PR,CB,,,uni,FALSE,Odonata,102061,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,LESTIDAE,,,,LESTES,,,,,,"Leach, 1815",ITIS,,8,Predator,Climber,1712
LESTIDAE,FALSE,,,PR,CB,,,uni,FALSE,Odonata,102058,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,LESTIDAE,,,,,,,,,,"Calvert, 1901",Other,,8,Predator,Climber,15649
LETHOCERUS,FALSE,,,PR,"SW,CB",,,multi,TRUE,Heteroptera,103699,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,BELOSTOMATIDAE,LETHOCERINAE,,,LETHOCERUS,,,,,,"Mayr, 1853",ITIS,,4,Predator,Swimmer,2026
LEUCORRHINIA,FALSE,,,PR,"CB,SP",,,uni,FALSE,Odonata,101885,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,LEUCORRHINIA,,,,,,"Brittinger, 1850",ITIS,,6,Predator,Sprawler,1717
LEUCOTRICHIA,FALSE,,,,,,,,FALSE,Trichoptera,115630,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,LEUCOTRICHIINI,,LEUCOTRICHIA,,,,,,"Mosely, 1934",ITIS,,4,Scraper,Clinger,1809
LEUCOTRICHIA PICTIPES,FALSE,,,,,,,,FALSE,Trichoptera,115631,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,LEUCOTRICHIINI,,LEUCOTRICHIA,,,,,PICTIPES,"(Banks, 1911)",ITIS,,4,Scraper,Clinger,1808
LEUCROCUTA,FALSE,3,,SC,CN,,,uni,FALSE,Ephemeroptera,100676,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,LEUCROCUTA,,,,,,"Flowers, 1980",ITIS,,2,Collector,Swimmer,1990
LIBELLULA,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Odonata,101893,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,LIBELLULA,,,,,,"Linnaeus, 1758",ITIS,,8,Predator,Sprawler,1719
LIBELLULA LUCTUOSA,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Odonata,101894,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,LIBELLULA,,,,,LUCTUOSA,"Burmeister, 1839",ITIS,,8,Predator,Sprawler,1718
LIBELLULIDAE,FALSE,4,4_middle,PR,SP,,,uni,FALSE,Odonata,101797,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,LIBELLULIDAE,,,,,,,,,,"Rambur, 1842",Other,,8,Predator,Sprawler,1725
LIGUMIA,FALSE,,,,,,,,FALSE,Other Non-Insect,80194,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,LIGUMIA,,,,,,"Swainson, 1840",ITIS,,4,Filterer,Burrower,2235
LIGUMIA RECTA,FALSE,,,CF,BU,,,,FALSE,Other Non-Insect,80196,,ANIMALIA,MOLLUSCA,,BIVALVIA,PALAEOHETERODONTA,UNIONOIDA,,,UNIONIDAE,,,,LIGUMIA,,,,,RECTA,"(Lamarck, 1819)",ITIS,,4,Filterer,Burrower,2234
LIMNEPHILIDAE,FALSE,4,4_middle,SH,CB,,,uni,FALSE,Trichoptera,115933,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,,,,,,,,,,"Kolenati, 1848",ITIS,,,Shredder,Sprawler,2130
LIMNEPHILUS,FALSE,4,4_middle,SH,"SP,CB",,,uni,FALSE,Trichoptera,116069,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,LIMNEPHILUS,,,,,,"Leach in Brewster, 1815",ITIS,,1,Shredder,Sprawler,2125
LIMNESIA,FALSE,,,,,,,,FALSE,Other Non-Insect,83051,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LIMNESIIDAE,,,,LIMNESIA,,,,,,"C. L. Koch, 1836",ITIS,,,,,
LIMNODRILUS,FALSE,4,4_middle,CG,"BU,CN",,,,FALSE,Oligochaeta,68638,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,,,"Claparede, 1862",ITIS,,9,Collector,Burrower,1463
LIMNODRILUS CERVIX,FALSE,4,4_middle,CG,BU,NF,pool,,FALSE,Oligochaeta,68652,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,CLAPAREDIANUS-CERVIX COMPLEX,CERVIX,"Brinkhurst, 1963",ITIS,,9,Collector,Burrower,1461
LIMNODRILUS CLAPAREDIANUS,FALSE,4,4_middle,CG,BU,NF,pool,,FALSE,Oligochaeta,68654,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,CLAPAREDIANUS-CERVIX COMPLEX,CLAPAREDIANUS,"Ratzel, 1868",ITIS,,9,Collector,Burrower,427
LIMNODRILUS HOFFMEISTERI,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,68639,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,HOFFMEISTERI COMPLEX,HOFFMEISTERI,"Claparede, 1862",ITIS,,9,Collector,Burrower,428
LIMNODRILUS PROFUNDICOLA,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,68649,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,,PROFUNDICOLA,"(Verrill, 1871)",ITIS,,9,Collector,Burrower,1462
LIMNODRILUS UDEKEMIANUS,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,68644,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,,LIMNODRILUS,,,,,UDEKEMIANUS,"Claparede, 1862",ITIS,,7,Collector,Burrower,1464
LIMNOPHILA,FALSE,4,4_middle,PR,BU,,,uni,FALSE,Diptera,120164,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,LIMNOPHILINAE,,,LIMNOPHILA,,,,,,"Macquart, 1834",ITIS,,2,Predator,Burrower,106
LIMNOPHORA,FALSE,4,4_middle,PR,BU,,,multi,FALSE,Diptera,150730,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,MUSCIDAE,COENOSIINAE,LIMNOPHORINI,,LIMNOPHORA,,,,,,"Robineau-Desvoidy, 1830",Other,,8,Predator,Burrower,1929
LIMNOPHYES,FALSE,4,4_worse,CG,SP,,,"multi,uni",FALSE,Chironomidae,128776,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,LIMNOPHYES,,,,,,Eaton,ITIS,,3,Collector,Sprawler,1659
LIMNOPORUS,FALSE,,,PR,SK,,,uni,TRUE,Heteroptera,103872,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,GERRINAE,,,LIMNOPORUS,,,,,,"Stal, 1868",ITIS,,8,Predator,Skater,2036
LIMONIA,FALSE,4,4_middle,SH,BU,SG,snag,uni,FALSE,Diptera,119704,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,LIMONIINAE,,,LIMONIA,,,,,,"Meigen, 1800",ITIS,,6,Shredder,Burrower,1961
LIMONIIDAE,FALSE,,,,,,,,FALSE,Diptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,,,,,,,,,,,,,,,,
LIODESSUS,FALSE,4,4_middle,PR,SW,,,"multi,uni",TRUE,Coleoptera,112580,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,BIDESSINI,,LIODESSUS,,,,,,"Guignot, 1939",ITIS,,5,Predator,Swimmer,1532
LIODESSUS AFFINIS,FALSE,4,4_middle,PR,SW,,,"multi,uni",TRUE,Coleoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,BIDESSINI,,LIODESSUS,,,,,AFFINIS,,,yes,5,Predator,Swimmer,1531
LIPOGOMPHUS,FALSE,,,,,,,,FALSE,Heteroptera,103986,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HEBRIDAE,HEBRINAE,,,LIPOGOMPHUS,,,,,,"Berg, 1879",ITIS,,8,Predator,Sprawler,3251
LOPESCLADIUS,FALSE,4,4_middle,CG,"BU,SP",,,multi,FALSE,Chironomidae,128811,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,LOPESCLADIUS,,,,,,"Oliveira, 1967",Other,,2,Scraper,Sprawler,1660
LUMBRICIDAE,FALSE,4,4_middle,CG,BU,,,,FALSE,Terrestrial,69165,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,OPISTHOPORA,LUMBRICINA,,LUMBRICIDAE,,,,,,,,,,,,,8,Collector,Burrower,1397
LUMBRICULIDAE,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,68440,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,,,,,,,,"Vejdovsky, 1884",ITIS,,8,Collector,Burrower,107
LUMBRICULUS,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,68441,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,,LUMBRICULUS,,,,,,"Grube, 1844",ITIS,,9,Collector,Burrower,1476
LUMBRICULUS VARIEGATUS,FALSE,4,4_middle,CG,BU,,,,FALSE,Oligochaeta,,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,,LUMBRICULUS,,,,,VARIEGATUS,,,yes,9,Collector,Burrower,1477
LYMNAEA,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Other Non-Insect,76484,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,LYMNAEIDAE,,,,LYMNAEA,,,,,,"Lamarck, 1801",ITIS,,2,Scraper,Sprawler,2172
LYMNAEA STAGNALIS,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Other Non-Insect,76487,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,LYMNAEIDAE,,,,LYMNAEA,,,,,STAGNALIS,"(Linnaeus, 1758)",ITIS,,2,Scraper,Sprawler,2173
LYMNAEIDAE,FALSE,4,4_middle,SC,CB,,,multi,FALSE,Other Non-Insect,76483,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,LYMNAEIDAE,,,,,,,,,,"Rafinesque, 1815",Other,,2,Scraper,Sprawler,2177
LYPE,FALSE,,,,,,,,FALSE,Trichoptera,115391,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PSYCHOMYIIDAE,PSYCHOMYIINAE,,,LYPE,,,,,,"McLachlan, 1878",ITIS,,2,Scraper,Sprawler,2149
MACCAFFERTIUM,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,697957,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,,"Bednarik, 1979",ITIS,,3,Scraper,Clinger,10672
MACCAFFERTIUM BIPUNCTATUM,FALSE,,,,,,,,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,BIPUNCTATUM,,,yes,3,Scraper,Clinger,1995
MACCAFFERTIUM EXIGUUM,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,698216,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,EXIGUUM,"(Traver, 1933)",ITIS,,2,Scraper,Clinger,4669
MACCAFFERTIUM INTEGRUM,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,,Maccaffertium mexicanum,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,INTEGRUM,"(McDunnough, 1924)",Other,,4,Scraper,Clinger,1998
MACCAFFERTIUM MEXICANUM,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,698470,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,MEXICANUM,"(Ulmer, 1920)",ITIS,,3,Scraper,Clinger,4671
MACCAFFERTIUM PULCHELLUM,FALSE,3,,SC,CN,,,uni,FALSE,Ephemeroptera,698241,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,PULCHELLUM,"(Walsh, 1862)",ITIS,,2,Scraper,Clinger,2001
MACCAFFERTIUM TERMINATUM,FALSE,4,4_worse,SC,CN,,,uni,FALSE,Ephemeroptera,698471,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,TERMINATUM,"(Walsh, 1862)",ITIS,,3,Scraper,Clinger,2002
MACCAFFERTIUM TRIPUNCTATUM,FALSE,,,,,,,,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,MACCAFFERTIUM,,,,,TRIPUNCTATUM,,,yes,3,Scraper,Clinger,2003
MACROBDELLA,FALSE,,,,,,,,FALSE,Other Non-Insect,69418,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,,,HIRUDINIDAE,MACROBDELLINAE,,,MACROBDELLA,,,,,,"Verrill, 1872",ITIS,,6,Predator,Clinger,1366
MACROBDELLA DECORA,FALSE,,,PR,SP,,,,FALSE,Other Non-Insect,69419,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,,,HIRUDINIDAE,MACROBDELLINAE,,,MACROBDELLA,,,,,DECORA,"(Say, 1824)",ITIS,,5,Predator,Clinger,1372
MACROBDELLA DITETRA,FALSE,,,,,,,,FALSE,Other Non-Insect,,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,,,HIRUDINIDAE,MACROBDELLINAE,,,MACROBDELLA,,,,,DITETRA,,,yes,5,Predator,Clinger,1374
MACROMIA,FALSE,4,4_middle,PR,SP,,,semi,FALSE,Odonata,101918,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,MACROMIIDAE,,,,MACROMIA,,,,,,"Rambur, 1842",ITIS,,4,Predator,Climber,1728
MACRONYCHUS GLABRATUS,FALSE,4,4_middle,CG,CN,SG,snag,"semi,uni",FALSE,Coleoptera,114213,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,,MACRONYCHUS,,,,,GLABRATUS,"Say, 1825",ITIS,,4,Scraper,Sprawler,3233
MACROPELOPIA,FALSE,,,,,,,,FALSE,Chironomidae,128034,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,MACROPELOPIA,,,,,,"Thienemann, 1916",Other,,6,Predator,Sprawler,1661
MACROPELOPIINI,FALSE,,,,,,,,FALSE,Chironomidae,128020,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,MACROPELOPIINI,,,,,,,,"Fittkau, 1962",Other,,6,Predator,Sprawler,1662
MALENKA,FALSE,,,,,,,,FALSE,Plecoptera,102567,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,AMPHINEMURINAE,,,MALENKA,,,,,,"Ricker, 1952",ITIS,,2,Shredder,Sprawler,1739
MAYATRICHIA,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Trichoptera,115811,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,NEOTRICHIINI,,MAYATRICHIA,,,,,,"Mosely, 1937",ITIS,,6,Scraper,Clinger,1811
MEGALOPTERA,FALSE,,,PR,NA,,,,FALSE,Megaloptera,115000,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,MEGALOPTERA,,,,,,,,,,,,,,,,,,,2092
MESENCHYTRAEUS,FALSE,,,,,,,,FALSE,Oligochaeta,68544,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,,,ENCHYTRAEIDAE,,,,MESENCHYTRAEUS,,,,,,"Eisen, 1878",ITIS,,9,Collector,Burrower,11936
MESOSMITTIA,FALSE,4,4_middle,CG,SP,,,multi,FALSE,Chironomidae,128818,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,MESOSMITTIA,,,,,,"Brundin, 1956",Other,,3,Collector,Sprawler,10673
MESOVELIA,FALSE,4,4_worse,PR,"SK,CB",RM,root_mat,multi,TRUE,Heteroptera,103954,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,MESOVELIIDAE,,,,MESOVELIA,,,,,,"Mulsant and Rey, 1852",ITIS,,8,Predator,Skater,2047
METRICHIA,FALSE,,,,,,,,FALSE,Trichoptera,598644,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,OCHROTRICHIINI,,METRICHIA,,,,,,"Ross, 1938",ITIS,,4,Scraper,Climber,3252
METRIOCNEMUS,FALSE,,,,,,,,FALSE,Chironomidae,128821,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,METRIOCNEMUS,,,,,,"Wulp, 1874",Other,,2,Collector,Sprawler,8211
METROBATES,FALSE,4,4_middle,PR,SK,,,uni,TRUE,Heteroptera,103857,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,TREPOBATINAE,,,METROBATES,,,,,,"Uhler, 1871",ITIS,,6,Predator,Skater,2037
MICRACANTHIA,FALSE,4,4_middle,PR,CB,,,,TRUE,Heteroptera,104115,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,SALDIDAE,SALDINAE,SALDOIDINI,,MICRACANTHIA,,,,,,"Reuter, 1912",ITIS,,4,Predator,Climber,2068
MICROCHIRONOMUS,FALSE,4,4_middle,CG,BU,NF,pool,multi,FALSE,Chironomidae,129532,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,MICROCHIRONOMUS,,,,,,"Kieffer, 1926",ITIS,,6,Collector,Burrower,1663
MICROCYLLOEPUS,FALSE,3,,CG,CN,,,semi,FALSE,Coleoptera,114146,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,,MICROCYLLOEPUS,,,,,,"Hinton, 1935",ITIS,,6,Collector,Clinger,1536
MICROPSECTRA,FALSE,4,4_middle,CG,CB,,,multi,FALSE,Chironomidae,129890,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,,MICROPSECTRA,,,,,,"Kieffer, 1909",ITIS,,8,Collector,Climber,1664
MICROTENDIPES,FALSE,3,,CF,CN,,,multi,FALSE,Chironomidae,129535,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,MICROTENDIPES,,,,,,"Kieffer, 1915",Other,,5,Collector,Sprawler,1665
MICROVELIA,FALSE,4,4_middle,PR,SK,,,multi,TRUE,Heteroptera,103900,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,VELIIDAE,MICROVELIINAE,,,MICROVELIA,,,,,,"Westwood, 1834",ITIS,,8,Predator,Skater,2073
MIDEOPSIS,FALSE,,,,,,,,FALSE,Other Non-Insect,83479,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,MIDEOPSIDAE,,,,MIDEOPSIS,,,,,,"Neuman, 1880",ITIS,,5,Predator,Clinger,8119
MOLANNA,FALSE,,,,,,,,FALSE,Trichoptera,116474,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,MOLANNIDAE,,,,MOLANNA,,,,,,"Curtis, 1834",ITIS,,1,Scraper,Sprawler,2133
MOLOPHILUS,FALSE,,,,,,,,FALSE,Diptera,120758,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,CHIONEINAE,,,MOLOPHILUS,,,,,,"Curtis, 1833",ITIS,,9,Shredder,Burrower,3242
MOSELYANA,FALSE,,,,,,,,FALSE,Trichoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,APATANIIDAE,,,,MOSELYANA,,,,,,,,yes,4,Collector,Clinger,2126
MUSCIDAE,FALSE,4,4_middle,PR,SP,,,,FALSE,Diptera,150025,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,MUSCIDAE,,,,,,,,,,"Kirby and Spence, 1815",Other,,8,Predator,Sprawler,1930
MUSCULIUM,FALSE,4,4_middle,CF,BU,,,uni,FALSE,Other Non-Insect,81427,,ANIMALIA,MOLLUSCA,,BIVALVIA,HETERODONTA,VENEROIDA,,,SPHAERIIDAE,,,,MUSCULIUM,,,,,,"Link, 1807",ITIS,,5,Filterer,Unidentified,397
