TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,HABSTRUCT_Full,LIFE_CYCLE,AirBreather,Taxon_Group,TSN,Synonyms,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Taxon Authority,Taxon Authority Source,Tetra Tech AddIn,TolVal_NE,FFG_NE,Habit_NE,BenTaxaID
GOMPHIDAE,FALSE,4,4_middle,PR,BU,,,semi,FALSE,Odonata,101664,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,,,,,,,,"Rambur, 1842",Other,,5,Predator,Burrower,1709
GONOMYIA,FALSE,4,4_middle,CG,BU,,,uni,FALSE,Diptera,120640,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,CHIONEINAE,,,GONOMYIA,,,,,,Meigen,ITIS,,10,,,14600
GORDIIDAE,FALSE,4,4_middle,PA,NA,,,,FALSE,Other Non-Insect,64227,,ANIMALIA,NEMATOMORPHA,,,,GORDIOIDEA,,,GORDIIDAE,,,,,,,,,,"May, 1919",ITIS,,6,Unidentified,Unidentified,2276
GORDIUS,FALSE,4,4_worse,PR,BU,,,,FALSE,Other Non-Insect,64228,,ANIMALIA,NEMATOMORPHA,,,,GORDIOIDEA,,,GORDIIDAE,,,,GORDIUS,,,,,,"Linnaeus, 1758",ITIS,,6,Unidentified,Unidentified,2275
GRAPHODERUS,FALSE,,,,,,,,TRUE,Coleoptera,112165,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,DYTISCINAE,ACILIINI,,GRAPHODERUS,,,,,,"Dejean, 1833",ITIS,,4,Predator,Swimmer,363
GYMNOCHTHEBIUS,FALSE,4,4_middle,,,,,,TRUE,Coleoptera,193637,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,,,,GYMNOCHTHEBIUS,,,,,,"Orchymont, 1943",ITIS,,4,Shredder,Clinger,10285
GYRAULUS,FALSE,4,4_worse,SC,CB,,,,FALSE,Other Non-Insect,76592,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,GYRAULUS,,,,,,"Agassiz, 1837",ITIS,,4,Scraper,Sprawler,2202
GYRAULUS PARVUS,FALSE,4,4_worse,SC,CB,,,,FALSE,Other Non-Insect,76595,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,GYRAULUS,,,,,PARVUS,"(Say, 1817)",ITIS,,4,Scraper,Sprawler,2201
GYRINIDAE,FALSE,4,4_middle,PR,SW,,,,TRUE,Coleoptera,112653,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,,,,,,,,,,"Latreille, 1810",ITIS,,4,Predator,Swimmer,225
GYRINUS,FALSE,4,4_middle,PR,SW,RM,root_mat,uni,TRUE,Coleoptera,112654,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,GYRINIDAE,GYRININAE,GYRININI,,GYRINUS,,,,,,"Geoffroy, 1762",ITIS,,4,Predator,Swimmer,227
HAEMONAIS WALDVOGELI,FALSE,,,,,,,,FALSE,Oligochaeta,69004,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,,HAEMONAIS,,,,,WALDVOGELI,"Bretscher, 1900",ITIS,,6,Collector,Clinger,1413
HAEMOPIS,FALSE,,,"PR,SH",SP,,,,FALSE,Other Non-Insect,69408,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,HIRUDINIFORMES,,HAEMOPIDAE,HAEMOPINAE,,,HAEMOPIS,,,,,,"Savigny, 1822",ITIS,,5,Predator,Clinger,1368
HALIPLIDAE,FALSE,4,4_worse,PH,CN,,,multi,TRUE,Coleoptera,111857,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,,,,,,,,"Aube, 1836",ITIS,,5,Scraper,Clinger,228
HALIPLUS,FALSE,4,4_worse,"SH,PH",CB,,,multi,TRUE,Coleoptera,111858,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,HALIPLIDAE,,,,HALIPLUS,,,,,,"Latreille, 1802",ITIS,,5,Scraper,Clinger,82
HALOCLADIUS,FALSE,,,,,,,,FALSE,Chironomidae,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,HALOCLADIUS,,,,,,,,yes,2,Collector,Sprawler,1648
HARNISCHIA,FALSE,4,4_middle,CG,"CB,BU",NF,pool,multi,FALSE,Chironomidae,129516,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,,HARNISCHIA,,,,,,"Kieffer, 1921",ITIS,,3,Collector,Sprawler,1649
HELENIELLA,FALSE,,,,,,,,FALSE,Chironomidae,128730,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,HELENIELLA,,,,,,"Gouin, 1943",Other,,1,Collector,Sprawler,1650
HELICHUS,FALSE,4,4_middle,"SC,SH,CG",CN,,,semi,FALSE,Coleoptera,114006,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,DRYOPIDAE,,,,HELICHUS,,,,,,"Erichson, 1847",ITIS,,6,Shredder,Climber,1514
HELICOPSYCHE,FALSE,4,4_middle,SC,CN,CS,coarse,uni,FALSE,Trichoptera,117016,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HELICOPSYCHIDAE,,,,HELICOPSYCHE,,,,,,"von Siebold, 1856",ITIS,,3,Scraper,Clinger,1778
HELISOMA,FALSE,4,4_middle,SC,CB,,,"multi,uni",FALSE,Other Non-Insect,76599,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,HELISOMA,,,,,,"Swainson, 1840",ITIS,,7,Scraper,Sprawler,2204
HELISOMA ANCEPS,FALSE,4,4_middle,SC,CB,,,"multi,uni",FALSE,Other Non-Insect,76600,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,HELISOMA,,,,,ANCEPS,"(Menke, 1830)",ITIS,,7,Scraper,Sprawler,2203
HELISOMA TRIVOLVIS,FALSE,4,4_middle,,,,,,FALSE,Other Non-Insect,76611,,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,,HELISOMA,,,,,TRIVOLVIS,"(Say, 1817)",ITIS,,7,Scraper,Sprawler,2205
HELIUS,FALSE,4,4_middle,"CG,SH",BU,,,uni,FALSE,Diptera,119690,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,LIMONIINAE,,,HELIUS,,,,,,"Lepeltier and Serville, 1828",ITIS,,6,Shredder,Burrower,1960
HELOBATA,FALSE,,,,,,,,TRUE,Coleoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,HELOBATA,,,,,,,,yes,8,Collector,Swimmer,3241
HELOBDELLA,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69396,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,,"Blanchard, 1896",ITIS,,8,Predator,Clinger,188
HELOBDELLA ELONGATA,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69397,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,ELONGATA,"(Castle, 1900)",ITIS,,10,Predator,Clinger,189
HELOBDELLA FUSCA,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69401,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,FUSCA,"(Castle, 1900)",ITIS,,6,Predator,Clinger,1380
HELOBDELLA PAPILLATA,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69403,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,PAPILLATA,"(Moore, 1906)",ITIS,,6,Predator,Clinger,10671
HELOBDELLA STAGNALIS,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69398,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,STAGNALIS,"(Linnaeus, 1758)",ITIS,,6,Predator,Clinger,84
HELOBDELLA TRISERIALIS,FALSE,4,4_worse,PR,SP,,,multi,FALSE,Other Non-Insect,69399,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,,HELOBDELLA,,,,,TRISERIALIS,"(E. Blanchard, 1849)",ITIS,,4,Predator,Clinger,1384
HELOCHARES,FALSE,4,4_middle,"PR,CG",CB,,,multi,TRUE,Coleoptera,113150,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,HELOCHARES,,,,,,"Mulsant, 1844",ITIS,,8,Predator,Burrower,3250
HELOPHORUS,FALSE,4,4_worse,SH,SW,,,uni,TRUE,Coleoptera,113106,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HELOPHORIDAE,,,,HELOPHORUS,,,,,,"Fabricius, 1775",ITIS,,8,Shredder,Swimmer,1556
HEMERODROMIA,FALSE,4,4_middle,PR,SP,,,"multi,uni",FALSE,Diptera,136327,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EMPIDIDAE,HEMERODROMIINAE,HEMERODROMIINI,,HEMERODROMIA,,,,,,"Meigen, 1822",Other,,6,Predator,Clinger,85
HEMIPTERA,FALSE,,,PR,CB,,,,TRUE,Heteroptera,103359,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,,,,,,,,,,,,,"Linnaeus, 1758",ITIS,,,Predator,Swimmer,2078
HENLEA,FALSE,,,,,,,,FALSE,Oligochaeta,68541,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,ENCHYTRAEIDA,,,ENCHYTRAEIDAE,,,,HENLEA,,,,,,"Michaelsen, 1889",ITIS,,,,,16307
HEPTAGENIA,FALSE,4,4_middle,SC,CN,SG,snag,uni,FALSE,Ephemeroptera,100602,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,HEPTAGENIA,,,,,,"Walsh, 1863",ITIS,,4,Scraper,Clinger,86
HEPTAGENIA DIABASIA,FALSE,4,4_middle,SC,CN,SG,snag,uni,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,HEPTAGENIA,,,,,DIABASIA,,,yes,3,Scraper,Clinger,1985
HEPTAGENIA FLAVESCENS,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,HEPTAGENIA,,,,,FLAVESCENS,,,yes,4,Scraper,Clinger,1987
HEPTAGENIA MARGINALIS,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,HEPTAGENIA,,,,,MARGINALIS,,,yes,4,Scraper,Clinger,1989
HEPTAGENIIDAE,FALSE,4,4_middle,SC,CN,,,uni,FALSE,Ephemeroptera,100504,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,,,,,,,,"Needham and Betten, 1901",Other,,4,Scraper,Clinger,2004
HESPEROCORIXA,FALSE,4,4_middle,PH,SW,,,uni,TRUE,Heteroptera,103444,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,CORIXIDAE,CORIXINAE,,,HESPEROCORIXA,,,,,,"Kirkaldy, 1908",ITIS,,10,Predator,Swimmer,3270
HESPEROPHYLAX,FALSE,3,,SH,SP,,,uni,FALSE,Trichoptera,116001,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,HESPEROPHYLAX,,,,,,"Banks, 1916",ITIS,,4,Shredder,Sprawler,1835
HETAERINA,FALSE,4,4_middle,PR,"CB,CN",,,semi,FALSE,Odonata,102048,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,,HETAERINA,,,,,,"Hagen in Selys, 1853",ITIS,,6,Predator,Climber,2108
HETAERINA AMERICANA,FALSE,4,4_middle,PR,"CB,CN",,,semi,FALSE,Odonata,102050,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,,HETAERINA,,,,,AMERICANA,"(Fabricius, 1798)",ITIS,,6,Predator,Climber,2107
HETERELMIS,FALSE,4,4_middle,CG,CN,,,semi,FALSE,Coleoptera,114237,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,,HETERELMIS,,,,,,"Sharp, 1882",ITIS,,4,Collector,Clinger,414
HETEROCLOEON,FALSE,,,SC,SW,,,multi,FALSE,Ephemeroptera,100794,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,HETEROCLOEON,,,,,,"McDunnough, 1925",ITIS,,1,Scraper,Swimmer,1970
HETEROPTERA,FALSE,,,,,,,,FALSE,Heteroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,,,,,,,,,,,,,yes,6,Predator,Sprawler,2079
HETEROSTERNUTA,FALSE,4,4_middle,PR,SW,,,,TRUE,Coleoptera,728249,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,,HETEROSTERNUTA,,,,,,"Strand, 1935",ITIS,,5,,,14610
HETEROTRISSOCLADIUS,FALSE,,,"CG,SC","SP,BU",,,,FALSE,Chironomidae,128737,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,HETEROTRISSOCLADIUS,,,,,,Sparck,ITIS,,1,Collector,Sprawler,1651
HEXAGENIA,FALSE,4,4_middle,CG,BU,NF,pool,semi,FALSE,Ephemeroptera,101537,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,,HEXAGENIA,,,,,,"Walsh, 1863",ITIS,,4,Scraper,Burrower,394
HEXAGENIA ATROCAUDATA,FALSE,4,4_middle,CG,BU,,,semi,FALSE,Ephemeroptera,101539,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,,HEXAGENIA,,,,,ATROCAUDATA,"McDunnough, 1924",ITIS,,4,Scraper,Burrower,1979
HEXAGENIA LIMBATA,FALSE,4,4_middle,CG,BU,NF,pool,semi,FALSE,Ephemeroptera,101552,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,,HEXAGENIA,,,,,LIMBATA,"(Serville, 1829)",ITIS,,5,Scraper,Burrower,1981
HEXATOMA,FALSE,3,,PR,BU,,,uni,FALSE,Diptera,120094,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,LIMONIIDAE,LIMNOPHILINAE,,,HEXATOMA,,,,,,"Latreille, 1809",ITIS,,2,Predator,Burrower,88
HIRUDINEA,FALSE,4,4_worse,PR,SP,,,semi,FALSE,Other Non-Insect,69290,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,,,,,,,,,,,,,,"Lamarck, 1818",ITIS,,10,Predator,Clinger,89
HIRUDINIDAE,FALSE,,,PR,SP,,,,FALSE,Other Non-Insect,69407,,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,ARHYNCHOBDELLIDA,,,HIRUDINIDAE,,,,,,,,,,"Whitman, 1886",ITIS,,6,Predator,Clinger,1367
HOMOEONEURIA,FALSE,,,CF,BU,,,uni,FALSE,Ephemeroptera,101036,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,OLIGONEURIIDAE,,,,HOMOEONEURIA,,,,,,"Eaton, 1881",ITIS,,3,Collector,Clinger,2008
HOMOEONEURIA AMMOPHILA,FALSE,,,CF,BU,,,uni,FALSE,Ephemeroptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,OLIGONEURIIDAE,,,,HOMOEONEURIA,,,,,AMMOPHILA,,,yes,3,Collector,Clinger,2007
HOMOPHYLAX,FALSE,,,,,,,,FALSE,Trichoptera,116286,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,CHILOSTIGMINI,,HOMOPHYLAX,,,,,,"Banks, 1900",ITIS,,1,Shredder,Sprawler,1836
HYALELLA,FALSE,4,4_worse,CG,SP,,,multi,FALSE,Other Non-Insect,94025,,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,HYALELLIDAE,,,,HYALELLA,,,,,,"S. I. Smith, 1874",ITIS,,8,Collector,Clinger,14431
HYDATICUS,FALSE,,,PR,SW,,,uni,TRUE,Coleoptera,112172,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,DYTISCINAE,HYDATICINI,,HYDATICUS,,,,,,"Leach, 1817",ITIS,,5,Predator,Swimmer,1523
HYDATOPHYLAX,FALSE,,,,,,,,FALSE,Trichoptera,115995,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,STENOPHYLACINI,,HYDATOPHYLAX,,,,,,"Wallengren, 1891",ITIS,,1,Shredder,Sprawler,1837
HYDRA,FALSE,,,PR,CN,,,,FALSE,Other Non-Insect,50845,,ANIMALIA,CNIDARIA,,HYDROZOA,,HYDROIDA,HYDRIDA,,HYDRIDAE,,,,HYDRA,,,,,,"Linnaeus, 1758",ITIS,,4,Collector,Clinger,2164
HYDRACHNA,FALSE,,,,,,,,FALSE,Other Non-Insect,83123,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRACHNIDAE,,,,HYDRACHNA,,,,,,"O. F. Muller, 1776",ITIS,,5,Predator,Clinger,6538
HYDRAENIDAE,FALSE,,,,,,,,TRUE,Coleoptera,112756,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,,,,,,,,,,"Mulsant, 1844",ITIS,,4,Shredder,Clinger,1544
HYDRELLIA,FALSE,,,"SH,CG",BU,,,multi,FALSE,Diptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,EPHYDRIDAE,,,,HYDRELLIA,,,,,,,,yes,8,Collector,Sprawler,1925
HYDROBAENUS,FALSE,4,4_worse,SC,SP,,,uni,FALSE,Chironomidae,128750,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,,HYDROBAENUS,,,,,,Fries,ITIS,,8,Scraper,Sprawler,1653
HYDROBIOMORPHA,FALSE,,,,,,,,TRUE,Coleoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,,,,HYDROBIOMORPHA,,,,,,,,yes,8,Predator,Swimmer,3264
HYDROBIUS,FALSE,4,4_worse,PR,"CB,CN",,,uni,TRUE,Coleoptera,113196,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,HYDROBIUS,,,,,,"Leach, 1815",ITIS,,8,Predator,Swimmer,1557
HYDROCANTHUS,FALSE,,,PR,CB,,,uni,FALSE,Coleoptera,112623,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,NOTERIDAE,NOTERINAE,,,HYDROCANTHUS,,,,,,"Say, 1823",ITIS,,7,Collector,Climber,1563
HYDROCHARA,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,113190,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,HYDROCHARA,,,,,,"Berthold, 1827",ITIS,,8,Predator,Swimmer,3263
HYDROCHUS,FALSE,4,4_worse,SH,"CB,SW",SG,snag,uni,TRUE,Coleoptera,113166,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROCHIDAE,,,,HYDROCHUS,,,,,,"Leach, 1817",ITIS,,8,Shredder,Swimmer,1558
HYDRODROMA,FALSE,,,,,,,,FALSE,Other Non-Insect,83225,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRODROMIDAE,,,,HYDRODROMA,,,,,,"C. L. Koch, 1837",ITIS,,,,,
HYDROMETRA,FALSE,4,4_middle,PR,SK,,,multi,TRUE,Heteroptera,103939,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HYDROMETRIDAE,,,,HYDROMETRA,,,,,,"Latreille, 1797",ITIS,,8,Predator,Skater,2045
HYDROPHILIDAE,FALSE,4,4_middle,PR,SW,,,uni,TRUE,Coleoptera,112811,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,,,,,,,,,,"Latreille, 1802",ITIS,,5,Predator,Swimmer,91
HYDROPHILUS,FALSE,,,PR,"SW,CB",,,uni,TRUE,Coleoptera,113204,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,HYDROPHILUS,,,,,,"Geoffroy, 1762",ITIS,,5,Predator,Swimmer,242
HYDROPORINAE,FALSE,,,,,,,,TRUE,Coleoptera,678402,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,,,,,,,,,"Aube, 1836",ITIS,,5,Predator,Swimmer,3248
HYDROPORUS,FALSE,4,4_middle,PR,SW,,,semi,TRUE,Coleoptera,112390,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,,HYDROPORUS,,,,,,"Clairville, 1806",ITIS,,5,Predator,Swimmer,1524
HYDROPORUS UNDULATUS,FALSE,4,4_middle,PR,SW,,,semi,TRUE,Coleoptera,112408,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,,HYDROPORUS,,,,,UNDULATUS,"Say, 1823",ITIS,,5,Predator,Swimmer,1525
HYDROPSYCHE,FALSE,4,4_worse,CF,CN,,,uni,FALSE,Trichoptera,115453,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,HYDROPSYCHE,,,,,,"Pictet, 1834",ITIS,,5,Filterer,Clinger,1798
HYDROPSYCHE ARINALE,FALSE,4,4_middle,CF,CN,,,uni,FALSE,Trichoptera,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,HYDROPSYCHE,,,,,ARINALE,,,yes,4,Filterer,Clinger,1788
HYDROPSYCHE BETTENI,FALSE,4,4_worse,CF,CN,,,uni,FALSE,Trichoptera,115454,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,,HYDROPSYCHE,,INSTABILIS GR.,DEPRAVATA GR.,,BETTENI,"Ross, 1938",ITIS,,6,Filterer,Clinger,1789
