TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
HETEROSTERNUTA,FALSE,IV_middle,4,4_middle,PR,SW,,NA,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,HETEROSTERNUTA,,,,7,,PR,,SW,SEMI
HETEROTRISSOCLADIUS,FALSE,,,,"CG,SC","SP,BU",,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,HETEROTRISSOCLADIUS,,,,5.4,,CG,,UNKN,MULTI
HEXACYLLOEPUS FERRUGINEUS,FALSE,,,,,,,,,FALSE,Species,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,,,HEXACYLLOEPUS,FERRUGINEUS,,,NA,,UN,,CN,UNKN
HEXAGENIA,FALSE,IV_middle,4,4_middle,CG,BU,NF,semi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,EPHEMERIDAE,,,HEXAGENIA,,136.1,,4,4,CG,CG,BU,UNI
HEXATOMA,FALSE,III,3,,PR,BU,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMNOPHILINAE,,HEXATOMA,,117,,3,3,PR,,BU,UNI
HIRUDINEA,FALSE,IV_worse,4,4_worse,PR,SP,,semi,0,FALSE,SubClass,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,,,,,,,,,2,,8,8,PR,,UNKN,UNI
HOBBSEUS,FALSE,,,,,,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,,,,,,,NA,,UN,,UNKN,UNKN
HOMOEONEURIA,FALSE,,,,CF,BU,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,OLIGONEURIIDAE,,,HOMOEONEURIA,,,,NA,,CF,,BU,UNKN
HYALELLA,FALSE,IV_worse,4,4_worse,CG,SP,,multi,0,FALSE,Genus,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,GAMMARIDEA,,HYALELLIDAE,,,HYALELLA,,28,,8,8,CG,CG,UNKN,UNI
HYBOMITRA,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,HYBOMITRA,,,,NA,,PR,,UNKN,UNKN
HYDRA,FALSE,,,,PR,CN,,NA,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,CNIDARIA,,HYDROZOA,,HYDROIDA,HYDRIDA,,HYDRIDAE,,,HYDRA,,258.05,,,,,,,
HYDRACHNA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRACHNIDAE,,,HYDRACHNA,,,,4,,PR,,UNKN,UNKN
HYDRAENA,FALSE,IV_middle,4,4_middle,PR,CN,,"multi,uni",-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,HYDRAENINAE,HYDRAENINI,HYDRAENA,,,,4,,PR,,CN,SEMI
HYDRAENIDAE,FALSE,,,,,,,,-1,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDRAENIDAE,,,,,,,4,,PR,,CN,SEMI
HYDROBAENUS,FALSE,IV_worse,4,4_worse,SC,SP,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,HYDROBAENUS,,,,9.6,,"CG,SC",,UNKN,MULTI
HYDROBIIDAE,FALSE,IV_middle,4,4_middle,SC,CB,,multi,0,FALSE,Family,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,HYDROBIIDAE,,,,,262.75,,8,8,SC,SC,UNKN,UNI
HYDROCANTHUS,FALSE,,,,PR,CB,,uni,0,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,NOTERIDAE,,,HYDROCANTHUS,,,,NA,,UN,,UNKN,UNKN
HYDROCHUS,FALSE,IV_worse,4,4_worse,SH,"CB,SW",SG,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROCHIDAE,,,HYDROCHUS,,,,7,,SH,,UNKN,SEMI
HYDROCOLUS,FALSE,,,,,,,,,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,HYDROCOLUS,,,,NA,,PR,,UN,UNKN
HYDRODROMA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRODROMIDAE,,,HYDRODROMA,,,,NA,,PR,,UNKN,UNKN
HYDROMETRA,FALSE,IV_middle,4,4_middle,PR,SK,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HYDROMETRIDAE,,,HYDROMETRA,,,,NA,,PR,,UNKN,UNKN
HYDROPERLA,FALSE,III,3,,PR,CN,,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,HYDROPERLA,,217,,2,2,PR,,UNKN,UNKN
HYDROPHILIDAE,FALSE,IV_middle,4,4_middle,PR,SW,,uni,-1,FALSE,Family,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,,,,,,,7,,PR,,UNKN,SEMI
HYDROPHILINI,FALSE,,,,,,,,,FALSE,Tribe,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,HYDROPHILINI,,,,,NA,,PR,,UNKN,UNKN
HYDROPORINAE,FALSE,,,,,,,,-1,FALSE,Subfamily,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,,,,,,7,,PR,,UNKN,UNKN
HYDROPORUS,FALSE,IV_middle,4,4_middle,PR,SW,,semi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,HYDROPORUS,,,,7,,PR,,UNKN,SEMI
HYDROPSYCHE,FALSE,IV_worse,4,4_worse,CF,CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,,229,,4,4,CF,CF,CN,UNI
HYDROPSYCHE MOROSA GROUP,FALSE,IV_middle,4,4_middle,CF,CN,,uni,0,FALSE,SpeciesGroup,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,HYDROPSYCHINAE,,HYDROPSYCHE,,,,,,,,,
HYDROPSYCHIDAE,FALSE,IV_middle,4,4_middle,CF,CN,,uni,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,,,,,,,4,,CF,,CN,UNI
HYDROPTILA,FALSE,IV_middle,4,4_middle,"SC,PH",CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,HYDROPTILA,,234,,4,4,"PR,SC","PR,SC",CN,MULTI
HYDROPTILIDAE,FALSE,IV_middle,4,4_middle,"SC,PH",CB,,uni,0,TRUE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,,,,,232,,4,4,"CG,SC","CG,SC",CN,MULTI
HYDROZETES,FALSE,,,,,,,,0,,Genus,OTHER NON-INSECT,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,SARCOPTIFORMES,ORIBATIDA,,,,,HYDROZETES,,23.1,,,4,,,,
HYDRYPHANTES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRYPHANTIDAE,,,HYDRYPHANTES,,,,NA,,PR,,UNKN,UNKN
HYDRYPHANTIDAE,FALSE,,,,,,,,0,FALSE,Family,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYDRYPHANTIDAE,,,,,,,NA,,PR,,UNKN,MULTI
HYGROBATES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYGROBATIDAE,,,HYGROBATES,,,,NA,,PR,,UNKN,MULTI
ILYODRILUS,FALSE,,,,,,,,0,,Genus,OLIGOCHAETA,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,ILYODRILUS,,18.3,,,8,,CG,,
IRONOQUIA,FALSE,IV_middle,4,4_middle,SH,"CB,CN,SP",,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,DICOSMOECINAE,,IRONOQUIA,,,,4,,SH,,CN,UNKN
ISCHNURA,FALSE,IV_worse,4,4_worse,PR,CB,RM,uni,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,ISCHNURA,,180.1,,9,9,PR,,UNKN,UNI
ISONYCHIA,FALSE,IV_middle,4,4_middle,CF,"SW,CN",CS,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,ISONYCHIIDAE,,,ISONYCHIA,,142.4,,7,7,CF,CF,UNKN,UNI
ISOPERLA,FALSE,III,3,,PR,CN,CS,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,ISOPERLINAE,,ISOPERLA,,218,,2,2,OM,OM,CN,UNI
ISOPODA,FALSE,,,,CG,NA,,NA,0,FALSE,Order,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,,,,,,,,,,8,,CG,,UNKN,UNI
ISWAEON,FALSE,,,,,,,,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,ISWAEON,,,,3.6,,SC,,UNKN,MULTI
ITHYTRICHIA,FALSE,,,,"SC,PR",CN,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,ORTHOTRICHIINI,ITHYTRICHIA,,235,,4,4,SC,SC,CN,MULTI
KIEFFERULUS,FALSE,IV_middle,4,4_middle,CG,BU,SG,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,KIEFFERULUS,,,,NA,,CG,,BU,MULTI
KOENIKEA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,UNIONICOLIDAE,,,KOENIKEA,,,,NA,,PR,,UN,UNKN
KRENDOWSKIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,KRENDOWSKIIDAE,,,KRENDOWSKIA,,,,NA,,PR,,UNKN,UNKN
KRIBIODORUM PERPULCHRUM,FALSE,IV_middle,4,4_middle,CG,BU,SG,NA,0,FALSE,Species,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,KRIBIODORUM,PERPULCHRUM,,,NA,,CG,,BU,UNKN
LABIOBAETIS,FALSE,IV_worse,4,4_worse,CG,"SW,CN",,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,LABIOBAETIS,,127.5,,4,4,CG,CG,UNKN,UNKN
LABRUNDINIA,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LABRUNDINIA,,,,5.2,,PR,,UNKN,MULTI
LACCOBIUS,FALSE,IV_worse,4,4_worse,PH,CN,SG,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,LACCOBIINI,LACCOBIUS,,,,7,,PR,,UNKN,SEMI
LACCOPHILUS,FALSE,IV_worse,4,4_worse,PR,SW,RM,multi,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,LACCOPHILINAE,LACCOPHILINI,LACCOPHILUS,,,,7,,PR,,UNKN,SEMI
LAEVAPEX FUSCUS,FALSE,,,,,,,,0,FALSE,Species,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,,BASOMMATOPHORA,,,PLANORBIDAE,,,LAEVAPEX,FUSCUS,,,NA,,SC,,UNKN,UNKN
LANTHUS,FALSE,,,,,,,,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,LANTHUS,,188.5,,,1,,,,
LARSIA,FALSE,IV_middle,4,4_middle,PR,SP,,"multi,uni",0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LARSIA,,,,8.3,,PR,,UNKN,MULTI
LAUTERBORNIELLA,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,LAUTERBORNIELLA,,,,,,,,,
LAVERSIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LAVERSIIDAE,,,LAVERSIA,,,,NA,,PR,,UNKN,UNKN
LEBERTIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LEBERTIIDAE,,,LEBERTIA,,23.25,,4,4,PR,,UNKN,MULTI
LEPIDOPTERA,FALSE,,,,SH,SP,,NA,0,FALSE,Order,INSECT_OTHER,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,,,,,,,,NA,,SH,,UNKN,UNI
LEPIDOSTOMA,FALSE,III,3,,SH,CB,,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPIDOSTOMATIDAE,LEPIDOSTOMATINAE,,LEPIDOSTOMA,,,,1,,SH,,UNKN,UNI
LEPTOCERIDAE,FALSE,IV_middle,4,4_middle,CG,CB,,uni,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LEPTOCERIDAE,,,,,,,4,,CG,,UNKN,UNI
LEPTOCONOPS,FALSE,,,,,,,,,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,LEPTOCONOPINAE,,LEPTOCONOPS,,,,NA,,CG,,UNKN,UNKN
LEPTOPHLEBIA,FALSE,IV_better,4,4_better,CG,SW,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,LEPTOPHLEBIA,,145,,2,2,CG,CG,UNKN,UNI
LEPTOPHLEBIIDAE,FALSE,IV_better,4,4_better,CG,"SW,CN,SP",,uni,0,FALSE,Family,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,LEPTOPHLEBIIDAE,,,,,143,,2,2,CG,CG,UNKN,UNI
LEUCROCUTA,FALSE,III,3,,SC,CN,,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,LEUCROCUTA,,139,,4,4,"CG,SC","CG,SC",CN,UNI
LEUCTRA,FALSE,III,3,,SH,SP,,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,LEUCTRIDAE,LEUCTRINAE,,LEUCTRA,,,,0,,SH,,UNKN,UNI
LEUCTRIDAE,FALSE,III,3,,SH,"CN,SP",,uni,0,FALSE,Family,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,LEUCTRIDAE,,,,,,,0,,SH,,CN,UNI
LIBELLULA,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,LIBELLULA,,192.8,,9,9,PR,,UNKN,UNI
LIBELLULIDAE,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,TRUE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,,,192,,9,9,PR,,UNKN,SEMI
LIMNEPHILIDAE,FALSE,IV_middle,4,4_middle,SH,CB,,uni,0,FALSE,Family,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,,,,,241,,4,4,SH,SH,UNKN,UNI
LIMNEPHILUS,FALSE,IV_middle,4,4_middle,SH,"SP,CB",,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,LIMNEPHILUS,,243,,4,4,SH,SH,UNKN,UNI
LIMNESIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LIMNESIIDAE,,,LIMNESIA,,,,NA,,PR,,UNKN,UNKN
LIMNOCHARES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,LIMNOCHARIDAE,,,LIMNOCHARES,,,,4,,PR,,UNKN,UNKN
LIMNOCORIS,FALSE,,,,,,,,,FALSE,,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,NAUCORIDAE,,,LIMNOCORIS,,,,,,,,,
LIMNODRILUS,FALSE,IV_middle,4,4_middle,CG,"BU,CN",,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,LIMNODRILUS,,19,,10,10,CG,CG,UNKN,UNI
LIMNOPHILA,FALSE,IV_middle,4,4_middle,PR,BU,,uni,0,,Genus,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMNOPHILINAE,,LIMNOPHILA,,117.5,,,3,,,,
LIMNOPHYES,FALSE,IV_worse,4,4_worse,CG,SP,,"multi,uni",0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,LIMNOPHYES,,,,NA,,CG,,UNKN,MULTI
LIMONIA,FALSE,IV_middle,4,4_middle,SH,BU,SG,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMONIINAE,,LIMONIA,,118,,3,3,SH,SH,BU,UNI
LIMONIIDAE,FALSE,,,,,,,,0,FALSE,Family,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,,,,,,,3,,SH,,BU,UNI
LIODESSUS,FALSE,IV_middle,4,4_middle,PR,SW,,"multi,uni",-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,BIDESSINI,LIODESSUS,,,,7,,PR,,UNKN,SEMI
LIPOGOMPHUS,FALSE,,,,,,,,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,HEBRIDAE,,,LIPOGOMPHUS,,,,NA,,PR,,UNKN,UNKN
LIRCEUS,FALSE,III,3,,CG,SP,,,0,FALSE,Genus,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLOTA,,ASELLIDAE,,,LIRCEUS,,35,,8,8,CG,CG,UNKN,UNKN
LOPESCLADIUS,FALSE,IV_middle,4,4_middle,CG,"BU,SP",,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,LOPESCLADIUS,,,,2.2,,CG,,UNKN,MULTI
LUMBRICIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,NA,0,,Family,EXCLUDE-TERRESTRIAL,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,OPISTHOPORA,LUMBRICINA,,LUMBRICIDAE,,,,,9,,,5,,CG,,
LUMBRICULIDAE,FALSE,IV_middle,4,4_middle,CG,BU,,,0,FALSE,Family,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,LUMBRICULIDA,,,LUMBRICULIDAE,,,,,10,,5,5,CG,CG,BU,UNI
