TaxaID,NonTarget,BCG_Attr_roman,BCG_Attr,BCG_Attr2,FFG,Habit,HABSTRUCT,LIFE_CYCLE,AirBreather,LargeRiver,Rank,Taxon_Group,Ins,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,Genus,Species,OCC_RefNum,OCC_NotUsedForEPT,OWRB_TOLVAL,OCC_HBI_score,OWRB_FFG,OCC_FFG,OWRB_Habit,OWRB_LIFE_CYCLE
ABLABESMYIA,FALSE,IV_middle,4,4_middle,PR,SP,,multi,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ABLABESMYIA,,,,6.4,,"CG,PR",,UNKN,MULTI
ACARI,FALSE,,,,PR,CN,,,0,,SubClass,OTHER NON-INSECT,,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,,,,,,,,,23,,,4,,,,
ACENTRELLA,FALSE,IV_middle,4,4_middle,CG,"SW,CN",CS,multi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,ACENTRELLA,,122.5,,4,4,CG,CG,UNKN,MULTI
ACENTRIA,FALSE,,,,,,,,0,,Genus,INSECT_OTHER,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,CRAMBIDAE,,,ACENTRIA,,161.5,,,5,,SH,,
ACERPENNA,FALSE,IV_middle,4,4_middle,CG,SW,,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,ACERPENNA,,122.7,,4,4,OM,OM,UNKN,UNKN
ACRONEURIA,FALSE,III,3,,PR,CN,,semi,0,TRUE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,ACRONEURIINAE,ACRONEURIINI,ACRONEURIA,,211,,1,1,PR,,CN,SEMI
ACTINOBDELLA,FALSE,,,,,,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,HIRUDINEA,RHYNCHOBDELLIDA,,,GLOSSIPHONIIDAE,HAEMENTERIINAE,,ACTINOBDELLA,,,,NA,,UN,,UN,UNKN
AEDES,FALSE,IV_middle,4,4_middle,CF,SW,,multi,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,CULICINAE,CULICINI,AEDES,,,,NA,,CG,,UNKN,UNI
AEOLOSOMA,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,POLYCHAETA,,AELOSOMATIDA,,,AEOLOSOMATIDAE,,,AEOLOSOMA,,6.5,,,,CG,CG,SW,UNKN
AESHNA/RHIONOAESHNA,FALSE,,,,,,,,0,FALSE,Genus slash,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,,,,,,,,,,
AESHNIDAE,FALSE,IV_middle,4,4_middle,PR,"CB,CN",,uni,0,FALSE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,,,,,3,,PR,,UNKN,SEMI
AFGHANURUS,FALSE,,,,,,,,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,HEPTAGENIIDAE,,,AFGHANURUS,,,,4,,SC,,CN,UNI
AGABUS/PLATAMBUS/ILYBIUS/ILYBIOSOMA,FALSE,,,,,,,,,FALSE,Genus slash,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,AGABINAE,AGABINI,,,,,,,,,,
AGAPETUS,FALSE,II,2,,SC,"SW,CN",,uni,0,FALSE,Genus,TRICHOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,AGAPETUS,,223,,0,0,SC,SC,CN,UNI
AGNETINA,FALSE,III,3,,PR,CN,,semi,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLIDAE,PERLINAE,PERLINI,AGNETINA,,212,,1,1,PR,,CN,UNKN
ALBIA,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,ATURIDAE,,,ALBIA,,,,NA,,PR,,UNKN,UNKN
ALISOTRICHIA,FALSE,,,,,,,,0,,Genus,TRICHOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,LEUCOTRICHIINI,ALISOTRICHIA,,232.5,,,4,,,,
ALLOCAPNIA,FALSE,III,3,,SH,"SP,CN",CS,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,CAPNIINAE,,ALLOCAPNIA,,198,,1,1,SH,SH,UNKN,UNKN
ALLOCLADIUS,FALSE,,,,,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,ALLOCLADIUS,,,,NA,,UN,,UN,UNKN
ALLOPERLA,FALSE,II,2,,PR,CN,,uni,0,,Genus,PLECOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,ALLOPERLA,,201,,,1,,,,
AMELETUS,FALSE,III,3,,SC,SW,,uni,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,AMELETIDAE,,,AMELETUS,,,,3,,CG,,UNKN,UNI
AMERCAENIS,FALSE,IV_middle,4,4_middle,"CF,CG",SP,,uni,0,,Genus,EPHEMEROPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,CAENINAE,,AMERCAENIS,,131.1,,,7,,,,
AMERCAENIS RIDENS,FALSE,IV_middle,4,4_middle,"CF,CG",SP,,uni,0,FALSE,Species,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,CAENINAE,,AMERCAENIS,RIDENS,,,7,,CF,,UNKN,UNKN
AMNICOLA,FALSE,IV_middle,4,4_middle,SC,CB,,,0,,Genus,GASTROPODA,,ANIMALIA,MOLLUSCA,,GASTROPODA,ORTHOGASTROPODA,LITTORINIDA,RISSOIDINA,TRUNCATELLOIDEA,AMNICOLIDAE,,,AMNICOLA,,260.7,,,8,,SC,,
AMPHINEMURA,FALSE,III,3,,SH,"SP,CN",CS,uni,0,FALSE,Genus,PLECOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,AMPHINEMURINAE,,AMPHINEMURA,,207,,2,2,SH,SH,CN,UNI
AMPHIPODA,FALSE,,,,CG,SP,,NA,0,FALSE,Order,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,AMPHIPODA,,,,,,,,,,8,,CG,,UNKN,UNI
ANACAENA,FALSE,IV_middle,4,4_middle,PR,BU,,uni,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,ANACAENINI,ANACAENA,,,,5,,PR,,BU,SEMI
ANAFROPTILUM,FALSE,IV_middle,4,4_middle,CG,SW,,NA,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,ANAFROPTILUM,,,,4,,CG,,UNKN,MULTI
ANAFROPTILUM/NEOCLOEON,FALSE,IV_middle,4,4_middle,CG,SW,,,0,FALSE,Genus slash,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,,,,,,,,,
ANAX,FALSE,IV_worse,4,4_worse,PR,"CB,CN",,"multi,uni",0,FALSE,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,ANAX,,172.5,,3,3,PR,,UNKN,UNI
ANCYRONYX VARIEGATUS,FALSE,IV_middle,4,4_middle,CG,CN,SG,"semi,uni",0,FALSE,Species,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELMIDAE,ELMINAE,ANCYRONYCHINI,ANCYRONYX,VARIEGATUS,,,4,,OM,,CN,UNKN
ANISOPTERA,FALSE,,,,,,,,0,FALSE,SubOrder,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,,,,,,,,NA,,PR,,UNKN,SEMI
ANOPHELES,FALSE,IV_middle,4,4_middle,CF,SW,,multi,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CULICIDAE,ANOPHELINAE,,ANOPHELES,,,,NA,,CF,,UNKN,UNI
ANTHOPOTAMUS,FALSE,IV_worse,4,4_worse,CF,BU,,uni,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,POTAMANTHIDAE,,,ANTHOPOTAMUS,,,,4,,CF,,BU,UNKN
ANTOCHA,FALSE,III,3,,CG,CN,,multi,0,,Genus,DIPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,LIMONIIDAE,LIMONIINAE,,ANTOCHA,,113,,,3,,CG,,
APEDILUM,FALSE,,,,CG,,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,APEDILUM,,,,NA,,UN,,UNKN,MULTI
APOBAETIS,FALSE,,,,CG,"SW,CN",NF,multi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,APOBAETIS,,122.8,,NA,4,CG,,UNKN,UNKN
AQUARIUS,FALSE,IV_middle,4,4_middle,PR,SK,,multi,-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,GERRIDAE,GERRINAE,,AQUARIUS,,,,NA,,PR,,UNKN,UNKN
ARACHNIDA,FALSE,,,,"CG,PR",CB,,,0,FALSE,Class,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,,,,,,,,,,,,,,,,,
ARCHILESTES,FALSE,IV_middle,4,4_middle,PR,CB,,uni,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,LESTIDAE,,,ARCHILESTES,,171.2,,,,,,,
ARGIA,FALSE,IV_worse,4,4_worse,PR,"CB,CN",,uni,0,TRUE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,COENAGRIONIDAE,,,ARGIA,,179,,9,9,PR,,UNKN,UNI
ARGULUS,FALSE,,,,,,,,,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MAXILLOPODA,BRANCHIURA,ARGULOIDA,,,ARGULIDAE,,,ARGULUS,,,,NA,,PA,,UNKN,
ARIGOMPHUS,FALSE,IV_middle,4,4_middle,PR,BU,,semi,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,GOMPHIDAE,,,ARIGOMPHUS,,184.1,,,1,,,,
ARRENURUS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,ARRENURIDAE,,,ARRENURUS,,23.05,,4,4,PR,,UNKN,MULTI
ASELLIDAE,FALSE,IV_middle,4,4_middle,CG,SP,,NA,0,FALSE,Family,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLOTA,,ASELLIDAE,,,,,,,8,,CG,,UNKN,UNKN
ATHERIX,FALSE,IV_better,4,4_better,PR,SP,,uni,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,ATHERICIDAE,,,ATHERIX,,86,,2,2,PR,,UNKN,UNI
ATRACTIDES,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,HYGROBATIDAE,,,ATRACTIDES,,23.2,,4,4,PR,,UNKN,MULTI
ATRICHOPOGON,FALSE,IV_middle,4,4_middle,"CG,PR","CN,SP",SG,multi,0,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CERATOPOGONIDAE,FORCIPOMYIINAE,,ATRICHOPOGON,,87.5,,6,6,"CG,PR","CG,PR",UNKN,UNI
ATURIDAE,FALSE,,,,,,,,0,FALSE,Family,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,ATURIDAE,,,,,,,,,,,,
ATURUS,FALSE,,,,,,,,0,FALSE,Genus,TROMBIDIFORMES,NonIns,ANIMALIA,ARTHROPODA,CHELICERATA,ARACHNIDA,ACARI,TROMBIDIFORMES,PROSTIGMATA,,ATURIDAE,,,ATURUS,,,,NA,,PR,,UNKN,UNKN
ATYLOTUS/TABANUS/WHITNEYOMYIA,FALSE,IV_middle,4,4_middle,PR,SP,,uni,0,FALSE,Genus slash,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,TABANIDAE,TABANINAE,TABANINI,,,,,,,,,,
AULODRILUS,FALSE,IV_middle,4,4_middle,CG,"BU,SP",NF,NA,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,TUBIFICINAE,,AULODRILUS,,18.1,,8,8,CG,CG,UNKN,UNKN
AXARUS,FALSE,IV_better,4,4_better,CG,SP,,,0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,AXARUS,,,,NA,,CG,,UNKN,MULTI
BAETIDAE,FALSE,IV_middle,4,4_middle,CG,SW,,multi,0,FALSE,Family,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,,,122,,4,4,CG,CG,UNKN,MULTI
BAETIS,FALSE,IV_middle,4,4_middle,CG,"SW,CN",,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,BAETIS,,123,,4,4,CG,CG,UNKN,MULTI
BAETISCA,FALSE,IV_middle,4,4_middle,CG,"SP,SW",,uni,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,CARAPACEA,,BAETISCIDAE,,,BAETISCA,,,,3,,CG,,UNKN,UNI
BASIAESCHNA,FALSE,IV_better,4,4_better,PR,"CB,CN",,uni,0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,BASIAESCHNA,,173,,,3,,,,
BASIAESCHNA JANATA,FALSE,IV_better,4,4_better,PR,"CB,CN",RM,uni,0,FALSE,Species,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,BASIAESCHNA,JANATA,,,6,,PR,,UNKN,UNKN
BELOSTOMA,FALSE,IV_middle,4,4_middle,PR,CB,RM,"multi,uni",-1,FALSE,Genus,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,BELOSTOMATIDAE,BELOSTOMATINAE,,BELOSTOMA,,,,5,,PR,,CN,SEMI
BELOSTOMATIDAE,FALSE,IV_middle,4,4_middle,PR,CB,,multi,-1,TRUE,Family,HEMIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,BELOSTOMATIDAE,,,,,,,5,,PR,,UNKN,SEMI
BEROSUS,FALSE,IV_middle,4,4_middle,"PH,CG",SW,,multi,-1,TRUE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HYDROPHILIDAE,HYDROPHILINAE,BEROSINI,BEROSUS,,,,7,,"PH,PR",,UNKN,SEMI
BIDESSONOTUS,FALSE,IV_middle,4,4_middle,PR,SW,,,-1,FALSE,Genus,COLEOPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,DYTISCIDAE,HYDROPORINAE,BIDESSINI,BIDESSONOTUS,,,,NA,,PR,,SW,UNKN
BOYERIA,FALSE,IV_middle,4,4_middle,PR,"CB,CN",RM,multi,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,,AESHNIDAE,,,BOYERIA,,173.4,,3,3,PR,,UNKN,UNI
BRACHYCERCINAE,FALSE,,,,,,,,0,TRUE,Subfamily,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,,,,,,NA,,UN,,UN,UNKN
BRACHYCERCUS,FALSE,IV_middle,4,4_middle,CG,SP,NF,multi,0,,Genus,EPHEMEROPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,BRACHYCERCINAE,BRACHYCERCINI,BRACHYCERCUS,,130.1,,,7,,CG,,
BRACHYPREMNA,FALSE,,,,,,,,,FALSE,,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,TIPULOMORPHA,TIPULIDAE,TIPULINAE,,BRACHYPREMNA,,,,,,,,,
BRANCHIOBDELLIDA,FALSE,IV_middle,4,4_middle,CG,CB,,NA,0,FALSE,Order,OTHER NON-INSECT,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,LUMBRICULATA,BRANCHIOBDELLIDA,,,,,,,,1.5,,8,8,CG,CG,UNKN,UNI
BRANCHIODRILUS,FALSE,,,,,,,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,BRANCHIODRILUS,,,,NA,,CG,,UNKN,UNKN
BRANCHIURA,FALSE,,,,,,,,0,,Genus,OLIGOCHAETA,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,,,BRANCHIURA,,18.2,,,10,,CG,,
BRANCHIURA SOWERBYI,FALSE,IV_middle,4,4_middle,CG,CB,,NA,0,FALSE,Species,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,RHYACODRILINAE,,BRANCHIURA,SOWERBYI,,,10,,CG,,UNKN,UNKN
BRATISLAVIA,FALSE,IV_middle,4,4_middle,CG,"BU,CN",,,0,FALSE,Genus,OLIGOCHAETA,NonIns,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,,,NAIDIDAE,NAIDINAE,,BRATISLAVIA,,11.5,,8,8,CG,CG,UNKN,UNKN
BRECHMORHOGA,FALSE,,,,PR,CN,,"semi,uni",0,,Genus,ODONATA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ANISOPTERA,LIBELLULIDAE/CORDULIIDAE,LIBELLULIDAE,,,BRECHMORHOGA,,192.5,,,9,,,,
BRILLIA,FALSE,IV_middle,4,4_middle,SH,BU,,"multi,uni",0,FALSE,Genus,CHIRONOMIDAE,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,CHIRONOMIDAE,ORTHOCLADIINAE,,BRILLIA,,,,4,,SH,,BU,MULTI
CAECIDOTEA,FALSE,IV_middle,4,4_middle,CG,SP,,NA,0,FALSE,Genus,AMPHIPODA_ISOPODA,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLOTA,,ASELLIDAE,,,CAECIDOTEA,,,,8,,CG,,UNKN,UNKN
CAENIDAE,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Family,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,,,,,,,7,,CG,,UNKN,UNI
CAENIS,FALSE,IV_middle,4,4_middle,CG,SP,,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,FURCATERGALIA,,CAENIDAE,CAENINAE,,CAENIS,,131,,7,7,CG,CG,UNKN,UNI
CALLIBAETIS,FALSE,IV_worse,4,4_worse,CG,SW,,multi,0,FALSE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,CALLIBAETIS,,124,,4,4,CG,CG,UNKN,MULTI
CALOPARYPHUS,FALSE,IV_worse,4,4_worse,CG,SP,,uni,-1,FALSE,Genus,DIPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,STRATIOMYIDAE,STRATIOMYINAE,OXYCERINI,CALOPARYPHUS,,,,8,,CG,,UNKN,UNI
CALOPTERYGIDAE,FALSE,IV_middle,4,4_middle,PR,CB,,NA,0,TRUE,Family,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,,,,,5,,PR,,UNKN,UNI
CALOPTERYX,FALSE,IV_worse,4,4_worse,PR,CB,RM,uni,0,FALSE,Genus,ODONATA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ODONATA,ZYGOPTERA,,CALOPTERYGIDAE,,,CALOPTERYX,,176,,5,5,PR,,CN,UNI
CAMBARIDAE,FALSE,IV_middle,4,4_middle,CG,SP,,NA,0,FALSE,Family,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,,,,,30,,6,6,CG,SC,UNKN,SEMI
CAMBARUS,FALSE,IV_middle,4,4_middle,CG,SP,,,0,FALSE,Genus,OTHER NON-INSECT,NonIns,ANIMALIA,ARTHROPODA,CRUSTACEA,MALACOSTRACA,EUMALACOSTRACA,DECAPODA,PLEOCYEMATA,,CAMBARIDAE,CAMBARINAE,,CAMBARUS,,31.1,,6,6,CG,CG,UNKN,SEMI
CAMELOBAETIDIUS,FALSE,IV_middle,4,4_middle,"CG,SH",SW,,multi,0,TRUE,Genus,EPHEMEROPTERA,Ins,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,EPHEMEROPTERA,PISCIFORMA,,BAETIDAE,,,CAMELOBAETIDIUS,,124.5,,4,4,CG,CG,UNKN,UNKN
CAMPELOMA,FALSE,,,,SC,CB,,multi,0,FALSE,Genus,GASTROPODA,NonIns,ANIMALIA,MOLLUSCA,,GASTROPODA,PROSOBRANCHIA,ARCHITAENIOGLOSSA,,,VIVIPARIDAE,,,CAMPELOMA,,272.5,,NA,,SC,SC,UNKN,UNKN
CAPNIA,FALSE,III,3,,SH,SP,,uni,0,,Genus,PLECOPTERA,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,CAPNIIDAE/LEUCTRIDAE,CAPNIIDAE,CAPNIINAE,,CAPNIA,,199,,,1,,SH,,
