TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,HABSTRUCT,HABSTRUCT_Full,BioticIndex_MO,BISource_MO,FFG_MO,PrimaryFFG_MO,SecondaryFFG_MO,FFG_Source,FHG_MO,PrimaryHabit_MO,SecondaryHabit_MO,FHG_Source,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus
ABLABESMYIA,FALSE,4,4_middle,PR,SP,multi,FALSE,,,6.4,L*,"Pr,Ga",PR,GA,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ABLABESMYIA
ACARINA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,ARACHNIDA,,,,,,
ACENTRELLA,FALSE,4,4_middle,CG,SW,multi,FALSE,CS,coarse,4,B,Ga,GA,,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,ACENTRELLA
ACERPENNA,FALSE,4,4_middle,CG,SW,multi,FALSE,,,3.7,L,Ga,GA,,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,ACERPENNA
ACILIUS,FALSE,4,4_middle,PR,SW,uni,TRUE,,,9,KY,"Pr,Pi",PR,PI,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ACILIUS
ACILIUS FRATERNUS,FALSE,4,4_middle,PR,SW,uni,TRUE,,,9,KY,"Pr,Pi",PR,PI,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,ACILIUS
ACRONEURIA,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,ACRONEURIA
AEDES,FALSE,4,4_middle,CF,SW,multi,TRUE,,,5.5,KS,"Ga,Fi",GA,FI,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,,AEDES
AESHNA,FALSE,4,4_middle,PR,CB,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,AESHNA
AESHNIDAE,FALSE,4,4_middle,PR,"CB,CN",uni,FALSE,,,3,H,Pr,PR,,MC,Cl,CL,,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,
AGABUS,FALSE,4,4_middle,PR,SW,semi,TRUE,RM,root_mat,5,B,"Pr,Pi",PR,PI,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,AGABUS
AGAPETUS,FALSE,2,,,,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,GLOSSOSOMATIDAE,,,AGAPETUS
AGNETINA CAPITATA,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,AGNETINA
AGNETINA FLAVESCENS,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,AGNETINA
AGRYPNIA,FALSE,4,4_middle,SH,,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,AGRYPNIA
ALLOCAPNIA,FALSE,3,,SH,"SP,CN",uni,FALSE,CS,coarse,2.8,L,Sh,SH,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,ALLOCAPNIA
ALLOCRANGONYX,FALSE,,,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,CRUSTACEA,,AMPHIPODA,ALLOCRANGONYCTIDAE,,,ALLOCRANGONYX
ALLOGNOSTA,FALSE,4,4_worse,CG,SP,NA,TRUE,,,10,KY,Ga,GA,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ALLOGNOSTA
ALLOPERLA,FALSE,2,,PR,CN,uni,FALSE,,,1.4,L,Pr,PR,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,CHLOROPERLIDAE,,,ALLOPERLA
AMELETIDAE,FALSE,3,,SC,SW,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,AMELETIDAE,,,
AMELETUS,FALSE,3,,SC,SW,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,AMELETIDAE,,,AMELETUS
AMELETUS LINEATUS,FALSE,3,,SC,SW,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,AMELETIDAE,,,AMELETUS
AMELETUS LUDENS,FALSE,3,,SC,SW,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,AMELETIDAE,,,AMELETUS
AMERCAENIS,FALSE,4,4_middle,"CF,CG",SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,AMERCAENIS
AMPHIAGRION,FALSE,,,PR,"CN,CB",,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,AMPHIAGRION
AMPHINEMURA,FALSE,3,,SH,"SP,CN",uni,FALSE,CS,coarse,3.4,L,"Sh,Ga",SH,GA,MC,"Sp,Cg",SP,CG,,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,,AMPHINEMURA
AMPHIPODA,FALSE,,,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,,,,
ANACAENA,FALSE,4,4_middle,PR,BU,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,ANACAENA
ANAFROPTILUM,FALSE,4,4_middle,CG,SW,NA,FALSE,,,6.3,L,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,ANAFROPTILUM
ANAX,FALSE,4,4_worse,PR,"CB,CN","multi,uni",FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,ANAX
ANCYLIDAE,FALSE,4,4_middle,SC,CB,uni,FALSE,,,7.1,L***,Sc,SC,,EPA,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,ANCYLIDAE,,,
ANCYRONYX,FALSE,4,4_middle,CG,CN,"semi,uni",FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,ANCYRONYX
ANCYRONYX VARIEGATUS,FALSE,4,4_middle,CG,CN,"semi,uni",FALSE,SG,snag,6.9,L,"Ga,Sc",GA,SC,MC,"Cg,Sp",CG,SP,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,ANCYRONYX
ANISOPTERA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,,,,
ANOPHELES,FALSE,4,4_middle,CF,SW,multi,TRUE,,,9.1,L,Fi,FI,,MC,Sw,SW,,,ARTHROPODA,INSECTA,,DIPTERA,CULICIDAE,,,ANOPHELES
ANTHOPOTAMUS,FALSE,4,4_worse,CF,BU,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,POTAMANTHIDAE,,,ANTHOPOTAMUS
ANTOCHA,FALSE,3,,CG,CN,multi,FALSE,,,4.6,L,Ga,GA,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ANTOCHA
APEDILUM,FALSE,,,CG,,,FALSE,,,,,Ga,GA,,KY,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,APEDILUM
APOBAETIS,FALSE,,,CG,"SW,CN",,FALSE,NF,pool,6,KS,Ga,GA,,EPA****,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,APOBAETIS
AQUARIUS,FALSE,4,4_middle,PR,SK,multi,TRUE,,,6.4,KS,"Pr,Pi",PR,PI,MC,Sk,SK,,,ARTHROPODA,INSECTA,,HEMIPTERA,GERRIDAE,,,AQUARIUS
ARCHILESTES,FALSE,4,4_middle,PR,CB,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,LESTIDAE,,,ARCHILESTES
ARGIA,FALSE,4,4_worse,PR,"CB,CN",uni,FALSE,,,8.7,L,Pr,PR,,MC,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,ARGIA
ARIGOMPHUS,FALSE,4,4_middle,PR,BU,semi,FALSE,,,6.4,KS,Pr,PR,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,ARIGOMPHUS
ASELLIDAE,FALSE,4,4_middle,CG,SP,NA,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,EUMALACOSTRACA,ISOPODA,ASELLIDAE,,,
ASHEUM BECKAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ASHEUM
ATHERIX,FALSE,4,4_better,PR,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,ATHERICIDAE,,,ATHERIX
ATTANEURIA RURALIS,FALSE,3,,PR,"CN,SW",semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,ATTANEURIA
AULODRILUS,FALSE,4,4_middle,CG,"BU,SP",NA,FALSE,NF,pool,8,B,Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,,,AULODRILUS
AULODRILUS PIGUETI,FALSE,4,4_middle,CG,"BU,SP",,FALSE,,,,,,,,,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,AULODRILUS
AXARUS,FALSE,4,4_better,CG,SP,NA,FALSE,,,6,B,Ga,GA,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,AXARUS
BACTRURUS,FALSE,,,,,NA,FALSE,,,,,,,,,,,,,ARTHROPODA,MALACOSTRACA,,AMPHIPODA,CRANGONYCTIDAE,,,BACTRURUS
BAETIDAE,FALSE,4,4_middle,CG,SW,multi,FALSE,,,4,H,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,
BAETIS,FALSE,4,4_middle,CG,"SW,CN",multi,FALSE,,,6,B,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,BAETIS
BAETISCA,FALSE,4,4_middle,CG,"SP,SW",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,,BAETISCA
BAETISCA LACUSTRIS,FALSE,4,4_middle,CG,"SP,SW",uni,FALSE,,,4,B,"Ga,Sc",GA,SC,MC**,"Sp,Cg",SP,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,,BAETISCA
BAETISCA OBESA,FALSE,4,4_middle,CG,"SP,SW",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,,BAETISCA
BAETISCIDAE,FALSE,4,4_middle,CG,"SP,CN",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETISCIDAE,,,
BANKSIOLA,FALSE,4,4_middle,SH,,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,BANKSIOLA
BARBAETIS,FALSE,,,,,multi,FALSE,,,,H,"Ga,Sc",GA,SC,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,BARBAETIS
BASIAESCHNA,FALSE,4,4_better,PR,"CB,CN",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,BASIAESCHNA
BASIAESCHNA JANATA,FALSE,4,4_better,PR,"CB,CN",uni,FALSE,RM,root_mat,7.7,L,Pr,PR,,MC,"Cl,Sp",CL,SP,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,BASIAESCHNA
BELLURA,FALSE,,,SH,"BU,CB",,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,LEPIDOPTERA,NOCTUIDAE,,,BELLURA
BELOSTOMA,FALSE,4,4_middle,PR,CB,"multi,uni",TRUE,RM,root_mat,9.8,L,"Pr,Pi",PR,PI,MC,"Cl,Sw",CL,SW,,ARTHROPODA,INSECTA,,HEMIPTERA,BELOSTOMATIDAE,,,BELOSTOMA
BEROSUS,FALSE,4,4_middle,"PH,CG",SW,multi,TRUE,,,8.6,L,"Pi,Ga",PI,GA,MC,"Sw,Dv",SW,DV,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,BEROSUS
BEZZIA/PALPOMYIA,FALSE,4,4_middle,PR,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,BEZZIA/PALPOMYIA
BIDESSONOTUS,FALSE,4,4_middle,PR,SW,,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,BIDESSONOTUS
BITTACOMORPHA,FALSE,,,CG,BU,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,PTYCHOPTERIDAE,,,BITTACOMORPHA
BOYERIA,FALSE,4,4_middle,PR,"CB,CN",multi,FALSE,RM,root_mat,6.3,L,Pr,PR,,MC,"Cl,Sp",CL,SP,,ARTHROPODA,INSECTA,,ODONATA,AESHNIDAE,,,BOYERIA
BRACHYCERCUS,FALSE,4,4_middle,CG,SP,multi,FALSE,NF,pool,3.5,L,Ga,GA,,MC,,SP,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,BRACHYCERCUS
BRACHYVATUS,FALSE,4,4_middle,PR,SW,uni,TRUE,,,,,"Pr,Pi",PR,PI,MC*,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,BRACHYVATUS
BRACONIDAE,TRUE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HYMENOPTERA,BRACONIDAE,,,
BRANCHIOBDELLIDA,FALSE,4,4_middle,CG,CB,NA,FALSE,,,6,B,Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,,BRANCHIOBDELLIDA,,,,
BRANCHIURA SOWERBYI,FALSE,4,4_middle,CG,CB,NA,FALSE,,,8.4,L,Ga,GA,,EPA,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,TUBIFICIDAE,,,BRANCHIURA
BRILLIA,FALSE,4,4_middle,SH,BU,"multi,uni",FALSE,,,5.2,L,"Sh,Ga",SH,GA,MC,"Bu,Sp",BU,SP,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,BRILLIA
BRYOPHAENOCLADIUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,BRYOPHAENOCLADIUS
BUENOA,FALSE,4,4_middle,PR,SW,"multi,uni",TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,BUENOA
CAECIDOTEA,FALSE,4,4_middle,CG,SP,NA,FALSE,,,8,B,Ga,GA,,EPA,,,,,ARTHROPODA,CRUSTACEA,,ISOPODA,ASELLIDAE,,,
CAENIDAE,FALSE,4,4_middle,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,
CAENIS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L,"Ga,Sc",GA,SC,MC,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CAENIS AMICA,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L**,"Ga,Sc",GA,SC,MC**,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CAENIS ANCEPS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L**,"Ga,Sc",GA,SC,MC**,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CAENIS HILARIS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L**,"Ga,Sc",GA,SC,MC**,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CAENIS LATIPENNIS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L**,"Ga,Sc",GA,SC,MC**,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CAENIS PUNCTATA,FALSE,4,4_middle,CG,SP,multi,FALSE,,,7.6,L**,"Ga,Sc",GA,SC,MC**,"Sp,Cl",SP,CL,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CAENIS
CALLIBAETIS,FALSE,4,4_worse,CG,SW,multi,FALSE,,,9.3,L,Ga,GA,,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,CALLIBAETIS
CALOPARYPHUS,FALSE,4,4_worse,CG,SP,uni,TRUE,,,10,KY,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,CALOPARYPHUS
CALOPTERYGIDAE,FALSE,4,4_middle,PR,CB,NA,FALSE,,,5,H,Pr,PR,,MC,Cl,CL,,,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,
CALOPTERYX,FALSE,4,4_worse,PR,CB,uni,FALSE,RM,root_mat,8.3,L,Pr,PR,,MC,Cl,CL,,,ARTHROPODA,INSECTA,,ODONATA,CALOPTERYGIDAE,,,CALOPTERYX
CAMBARELLUS PUER,FALSE,4,4_middle,CG,SP,NA,FALSE,,,,KY,Ga,GA,,EPA,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,CAMBARIDAE,,,CAMBARELLUS
CAMBARIDAE,FALSE,4,4_middle,CG,SP,NA,FALSE,,,,KY,Ga,GA,,EPA,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,CAMBARIDAE,,,
CAMBARUS DIOGENES,FALSE,4,4_middle,CG,SP,NA,FALSE,,,7.5,KY,Ga,GA,,KY,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,CAMBARIDAE,,,CAMBARUS
CAMBARUS HUBBSI,FALSE,4,4_middle,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,CAMBARIDAE,,,CAMBARUS
CAMBARUS MACULATUS,FALSE,4,4_middle,CG,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,CAMBARIDAE,,,CAMBARUS
CAMPELOMA,FALSE,,,SC,CB,multi,FALSE,,,,,,,,,,,,,MOLLUSCA,GASTROPODA,,ARCHITAENIOGLOSSA,VIVIPARIDAE,,,CAMPELOMA
CAPNIIDAE,FALSE,3,,SH,SP,uni,FALSE,,,1,H,Sh,SH,,MC,"Sp,Cg",SP,CG,,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,
CARDIOCLADIUS,FALSE,4,4_middle,PR,BU,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,CARDIOCLADIUS
CERACLEA,FALSE,4,4_middle,CG,"CN,SP",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,CERACLEA
CERATOPOGONIDAE,FALSE,4,4_middle,PR,SP,multi,FALSE,,,6,H,"Pr,Ga",PR,GA,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,,,
CERATOPOGONINAE,FALSE,4,4_middle,PR,SP,multi,FALSE,,,6,B,"Pr,Ga",PR,GA,MC****,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CERATOPOGONIDAE,CERATOPOGONINAE,,
CERATOPSYCHE,FALSE,4,4_middle,CF,CN,uni,FALSE,,,1.4,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,CERATOPSYCHE
CERATOPSYCHE MOROSA GROUP,FALSE,4,4_middle,CF,CN,uni,FALSE,,,,L*,Fi,FI,,MC**,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,CERATOPSYCHE
CERATOPSYCHE PIATRIX,FALSE,,,CF,CN,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,CERATOPSYCHE
CERATOPSYCHE SLOSSONAE,FALSE,3,,CF,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,HYDROPSYCHINAE,,CERATOPSYCHE
CERCOBRACHYS,FALSE,4,4_middle,CG,SP,NA,FALSE,,,1,KY,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,CAENIDAE,,,CERCOBRACHYS
CERNOTINA,FALSE,3,,PR,CN,NA,FALSE,,,4.6,KS,Pr,PR,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,CERNOTINA
CHAETARTHRIA,FALSE,4,4_middle,PR,SW,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,CHAETARTHRIA
CHAETOCLADIUS,FALSE,4,4_middle,CG,SP,"multi,uni",FALSE,,,8,H,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,CHAETOCLADIUS
CHAOBORUS,FALSE,4,4_middle,PR,SP,uni,FALSE,NF,pool,8.5,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHAOBORIDAE,,,CHAOBORUS
CHAULIODES,FALSE,4,4_middle,PR,CN,semi,FALSE,,,4,H,Pr,PR,,MC,"Cg,Cl",CG,CL,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,CHAULIODES
CHAULIODES PECTINICORNIS,FALSE,4,4_middle,PR,CN,semi,FALSE,,,4,H,Pr,PR,,MC**,"Cg,Cl",CG,CL,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,CHAULIODES
CHAULIODES RASTRICORNIS,FALSE,4,4_middle,PR,CN,semi,FALSE,RM,root_mat,4,H,Pr,PR,,MC**,"Cg,Cl",CG,CL,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,CHAULIODES
CHELIFERA,FALSE,4,4_middle,PR,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,CHELIFERA
CHEUMATOPSYCHE,FALSE,4,4_worse,CF,CN,multi,FALSE,,,6.6,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPSYCHIDAE,,,CHEUMATOPSYCHE
CHIMARRA,FALSE,3,,CF,CN,uni,FALSE,CS,coarse,2.8,L,Fi,FI,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,CHIMARRA
CHIRONOMIDAE,FALSE,4,4_middle,CG,BU,multi,FALSE,,,8,H,"Ga,Pr",GA,PR,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,,,
CHIRONOMINAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,,
CHIRONOMINI,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,
CHIRONOMUS,FALSE,4,4_worse,CG,BU,uni,FALSE,,,9.8,L,"Ga,Sh",GA,SH,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CHIRONOMUS
CHLOROPERLIDAE,FALSE,3,,PR,CN,uni,FALSE,CS,coarse,1,H,"Pr,Sc",PR,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,CHLOROPERLIDAE,,,
CHLOROTABANUS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,9,KY,Pr,PR,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,CHLOROTABANUS
CHORDODIDAE,FALSE,,,PA,,,FALSE,,,,,Pa,PA,,EPA,,,,,NEMATOMORPHA,,,GORDIOIDEA,CHORDODIDAE,,,
CHOROTERPES,FALSE,3,,CG,CN,uni,FALSE,,,2,H,"Ga,Sc",GA,SC,MC,"Cg,Sp",CG,SP,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,CHOROTERPES
CHROMAGRION,FALSE,,,PR,CB,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,COENAGRIONIDAE,,,CHROMAGRION
CHRYSOMELIDAE,FALSE,,,SH,CN,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,CHRYSOMELIDAE,,,
CHRYSOPS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,7.3,L,Pr,PR,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,TABANIDAE,,,CHRYSOPS
CLADOPELMA,FALSE,4,4_middle,CG,BU,multi,FALSE,NF,pool,2.5,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,CLADOPELMA
CLADOTANYTARSUS,FALSE,4,4_middle,CG,CB,multi,FALSE,,,3.7,L,"Ga,Fi",GA,FI,MC,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS
CLIMACIA,FALSE,3,,PR,CB,multi,FALSE,,,6.5,L,Pr,PR,,MC****,,,,,ARTHROPODA,INSECTA,,NEUROPTERA,SISYRIDAE,,,CLIMACIA
