TaxaID,NonTarget,BCG_Attr,BCG_Attr2,FFG,HABIT,LIFE_CYCLE,AirBreather,HABSTRUCT,HABSTRUCT_Full,BioticIndex_MO,BISource_MO,FFG_MO,PrimaryFFG_MO,SecondaryFFG_MO,FFG_Source,FHG_MO,PrimaryHabit_MO,SecondaryHabit_MO,FHG_Source,Phylum,Class,Subclass,Order,Family,Subfamily,Tribe,Genus
NECTOPSYCHE SPILOMA,FALSE,,,SH,"CB,SP",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,NECTOPSYCHE
NEMATOMORPHA,FALSE,4,4_middle,PA,BU,,FALSE,,,,,,,,,,,,,NEMATOMORPHA,,,,,,,
NEMOTELUS,FALSE,4,4_worse,CG,SP,uni,TRUE,,,7.3,KS,Ga,GA,,MC,"Sw,Sp",SW,SP,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,NEMOTELUS
NEMOURIDAE,FALSE,3,,SH,"CN,SP",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,NEMOURIDAE,,,
NEOPERLA,FALSE,4,4_better,PR,CN,uni,FALSE,,,1.6,L,Pr,PR,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,NEOPERLA
NEOPHYLAX,FALSE,3,,SC,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,UENOIDAE,,,NEOPHYLAX
NEOPLASTA,FALSE,4,4_middle,PR,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,EMPIDIDAE,,,NEOPLASTA
NEOPLEA,FALSE,4,4_worse,PR,"SW,CN","multi,uni",TRUE,RM,root_mat,5.5,KS,"Pr,Pi",PR,PI,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,HEMIPTERA,PLEIDAE,,,NEOPLEA
NEOPORUS,FALSE,4,4_worse,PR,SW,multi,TRUE,,,8.9,L****,Pr,PR,,KY,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,HYDROPORINAE,HYDROPORINI,NEOPORUS
NEOTRICHIA,FALSE,4,4_middle,SC,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,NEOTRICHIA
NEOZAVRELIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,NEOZAVRELIA
NEPA,FALSE,4,4_worse,,,,TRUE,,,4.6,KS,"Pr,Pi",PR,PI,MC*,Cl,CL,,,ARTHROPODA,INSECTA,,HEMIPTERA,NEPIDAE,,,NEPA
NEURECLIPSIS,FALSE,4,4_middle,CF,CN,uni,FALSE,SG,snag,4.4,L,"Fi,Sh",FI,SH,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NEURECLIPSIS
NEUROCORDULIA,FALSE,4,4_middle,PR,CB,uni,FALSE,,,4,L*,Pr,PR,,MC,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,ODONATA,CORDULIIDAE,CORDULIINAE,,NEUROCORDULIA
NIGRONIA,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,NIGRONIA
NIGRONIA FASCIATUS,FALSE,3,,PR,CN,,,,,,,,,,,,,,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,NIGRONIA
NIGRONIA SERRICORNIS,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,MEGALOPTERA,CORYDALIDAE,,,NIGRONIA
NILOTANYPUS,FALSE,4,4_middle,PR,SP,"multi,uni",FALSE,CS,coarse,6,B,Pr,PR,,EPA,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,NILOTANYPUS
NILOTHAUMA,FALSE,4,4_middle,CG,BU,NA,FALSE,SG,snag,5.5,L,,GA,,MC***,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,NILOTHAUMA
NIXE,FALSE,4,4_better,"SC,PR",CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,HEPTAGENIIDAE,,,NIXE
NOCTUIDAE,FALSE,,,SH,"BU,CB",,FALSE,,,3,KY,Sh,SH,,MC,"Bu,Cl",BU,CL,,ARTHROPODA,INSECTA,,LEPIDOPTERA,NOCTUIDAE,,,
NOTONECTA,FALSE,4,4_middle,PR,"SW,CB",multi,TRUE,,,5.5,KS,"Pr,Pi",PR,PI,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,NOTONECTA
NOTONECTIDAE,FALSE,4,4_middle,PR,SW,multi,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,NOTONECTIDAE,,,
NYCTIOPHYLAX,FALSE,4,4_middle,PR,CN,uni,FALSE,SG,snag,0.9,L,"Pr,Fi",PR,FI,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX
OCHROTRICHIA,FALSE,4,4_middle,CG,"CN,CB",uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,HYDROPTILINAE,,OCHROTRICHIA
OCHTHEBIUS,FALSE,4,4_worse,SC,CN,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDRAENIDAE,,,OCHTHEBIUS
ODONATA,FALSE,,,PR,CB,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,,,,
ODONTOMYIA,FALSE,4,4_worse,CG,SP,uni,TRUE,,,7.3,KS,"Ga,Sc",GA,SC,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,STRATIOMYIDAE,,,ODONTOMYIA
OECETIS,FALSE,4,4_middle,PR,"CN,SP",uni,FALSE,,,5.7,L,"Pr,Sh",PR,SH,MC,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,TRICHOPTERA,LEPTOCERIDAE,,,OECETIS
OLIGOCHAETA,FALSE,4,4_middle,CG,BU,,FALSE,,,,,,,,,,,,,ANNELIDA,OLIGOCHAETA,,,,,,
OLIVERIDIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,OLIVERIDIA
OMISUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,OMISUS
OPHIOGOMPHUS,FALSE,3,,PR,BU,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,GOMPHIDAE,,,OPHIOGOMPHUS
OPTIOSERVUS,FALSE,4,4_better,SC,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,OPTIOSERVUS
OPTIOSERVUS SANDERSONI,FALSE,4,4_better,SC,CN,,,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,ELMIDAE,,,OPTIOSERVUS
OREODYTES,FALSE,4,4_middle,"PR,SH",SW,semi,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,OREODYTES
ORMOSIA,FALSE,4,4_middle,CG,BU,uni,FALSE,,,4.6,KS,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,ORMOSIA
ORTHEMIS FERRUGINEA,FALSE,,,PR,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,ORTHEMIS
ORTHOCLADIINAE,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,
ORTHOCLADIUS,FALSE,4,4_middle,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOCLADIUS (EUORTHOCLADIUS),FALSE,4,4_middle,CG,SP,multi,FALSE,CS,coarse,6.3,L,Ga,GA,,MC,"Sp,Bu",SP,BU,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOCLADIUS (SYMPOSIOCLADIUS),FALSE,4,4_middle,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOCLADIUS LAMELLATUS,FALSE,,,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOCLADIUS NIMIDENS,FALSE,,,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOCLADIUS ROBAKI,FALSE,,,CG,SP,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,ORTHOCLADIUS
ORTHOTRICHIA,FALSE,4,4_middle,PH,CN,uni,FALSE,,,7.2,L,Pi,PI,,MC,Cl,CL,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,ORTHOTRICHIA
OXYETHIRA,FALSE,4,4_middle,CG,"CB,CN",uni,FALSE,,,3,H,"Pi,Ga",PI,GA,MC,Cl,CL,,,ARTHROPODA,INSECTA,,TRICHOPTERA,HYDROPTILIDAE,,,OXYETHIRA
PACHYDIPLAX LONGIPENNIS,FALSE,4,4_middle,PR,SP,"multi,uni",FALSE,,,9.6,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PACHYDIPLAX
PADUNIELLA NEARCTICA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PSYCHOMYIIDAE,,,PADUNIELLA
PAGASTIELLA,FALSE,,,CG,,,FALSE,,,2.6,L,Ga,GA,,EPA,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PAGASTIELLA
PALAEMONETES KADIAKENSIS,FALSE,6m,,CG,SP,NA,FALSE,,,5,KY,Ga,GA,,KY,,,,,ARTHROPODA,CRUSTACEA,,DECAPODA,PALAEMONIDAE,,,PALAEMONETES
PALMACORIXA,FALSE,4,4_worse,PR,SW,multi,TRUE,,,5.5,KS,Pr,PR,,EPA,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,CORIXIDAE,,,PALMACORIXA
PANTALA,FALSE,4,4_middle,PR,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PANTALA
PARABOREOCHLUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,PODONOMINAE,BOREOCHLINI,PARABOREOCHLUS
PARACAPNIA,FALSE,3,,SH,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,PARACAPNIA
PARACAPNIA ANGULATA,FALSE,3,,SH,SP,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,CAPNIIDAE,,,PARACAPNIA
PARACHAETOCLADIUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARACHAETOCLADIUS
PARACHIRONOMUS,FALSE,4,4_worse,PR,SP,multi,FALSE,,,9.2,L,"Pr,Ga",PR,GA,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACHIRONOMUS
PARACLADOPELMA,FALSE,4,4_middle,CG,SP,uni,FALSE,NF,pool,4.8,L,GaGa,GA,,EPA,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARACLADOPELMA
PARACLOEODES,FALSE,4,4_middle,SC,SW,multi,FALSE,,,5,KS,Sc,SC,,MC,Sw,SW,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES
PARACLOEODES MINUTUS,FALSE,4,4_middle,SC,SW,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES
PARACRICOTOPUS,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARACRICOTOPUS
PARACYMUS,FALSE,4,4_middle,PR,CN,uni,TRUE,,,7.3,KS,"Pr,Ga",PR,GA,EPA,Bu,BU,,,ARTHROPODA,INSECTA,,COLEOPTERA,HYDROPHILIDAE,,,PARACYMUS
PARADELPHOMYIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PARADELPHOMYIA
PARAGNETINA,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA
PARAGNETINA MEDIA,FALSE,3,,PR,CN,semi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PARAGNETINA
PARAKIEFFERIELLA,FALSE,4,4_middle,CG,SP,uni,FALSE,,,5.9,L,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAKIEFFERIELLA
PARALAUTERBORNIELLA,FALSE,4,4_middle,CG,BU,uni,FALSE,NF,pool,8,H,Ga,GA,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARALAUTERBORNIELLA
PARALEPTOPHLEBIA,FALSE,3,,CG,SW,uni,FALSE,,,1.2,L,"Ga,Sh",GA,SH,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,PARALEPTOPHLEBIA
PARAMERINA,FALSE,4,4_middle,PR,SP,"multi,uni",FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,TANYTARSINI,PARAMERINA
PARAMETRIOCNEMUS,FALSE,3,,CG,SP,multi,FALSE,,,3.7,L,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAMETRIOCNEMUS
PARANYCTIOPHYLAX,FALSE,4,4_middle,PR,CN,uni,FALSE,SG,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,NYCTIOPHYLAX
PARAPHAENOCLADIUS,FALSE,4,4_middle,CG,SP,"multi,uni",FALSE,,,4,B,Ga,GA,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAPHAENOCLADIUS
PARAPOYNX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,,PARAPOYNX
PARATANYTARSUS,FALSE,4,4_middle,CG,"CN,SP",multi,FALSE,,,7.7,L,"Ga,Fi",GA,FI,MC***,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS
PARATENDIPES,FALSE,4,4_middle,CG,BU,uni,FALSE,,,5.3,L,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PARATENDIPES
PEDICIA,FALSE,,,PR,BU,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PEDICIA
PELOCORIS,FALSE,4,4_middle,PR,CB,uni,TRUE,SG,snag,,,"Pr,Pi",PR,PI,MC,"Cl,Sw",CL,SW,,ARTHROPODA,INSECTA,,HEMIPTERA,NAUCORIDAE,,,PELOCORIS
PELOSCOLEX FEROX,FALSE,,,,,,FALSE,,,,,,,,,,,,,ANNELIDA,CLITELLATA,OLIGOCHAETA,TUBIFICIDA,NAIDIDAE,,,PELOSCOLEX
PELTODYTES,FALSE,4,4_worse,"SH,PH","CB,CN",multi,TRUE,,,8.5,L,"Pi,Sh",PI,SH,MC,"Sw,Cl",SW,CL,,ARTHROPODA,INSECTA,,COLEOPTERA,HALIPLIDAE,,,PELTODYTES
PENTACORA,FALSE,4,4_middle,,,NA,-1,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,SALDIDAE,,,PENTACORA
PENTAGENIA VITTIGERA,FALSE,4,4_middle,CG,BU,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,EPHEMERIDAE,,,PENTAGENIA
PENTANEURA,FALSE,4,4_middle,PR,SP,uni,FALSE,CS,coarse,4.6,L,"Pr,Pi",PR,PI,MC,Sp,SP,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA
PENTANEURA (SPECIES A),FALSE,4,4_middle,PR,SP,uni,FALSE,CS,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA
PERICOMA,FALSE,4,4_worse,CG,BU,multi,FALSE,,,4,B,Ga,GA,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,PERICOMA
PERICOMA/TELMATOSCOPUS,FALSE,,,CG,BU,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,PSYCHODIDAE,,,PERICOMA/TELMATOSCOPUS
PERITHEMIS,FALSE,4,4_middle,PR,SP,uni,FALSE,,,10,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PERITHEMIS
PERLESTA,FALSE,4,4_middle,PR,CN,uni,FALSE,,,0,L,"Pr,Ga",PR,GA,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLESTA
PERLIDAE,FALSE,4,4_better,PR,CN,semi,FALSE,,,3,L,Pr,PR,,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,
PERLINELLA DRYMO,FALSE,3,,PR,CN,uni,FALSE,RM,root_mat,0,L,Pr,PR,,MC**,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA
PERLINELLA EPHYRE,FALSE,3,,PR,CN,uni,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLIDAE,,,PERLINELLA
PERLODIDAE,FALSE,3,,PR,CN,uni,FALSE,,,2,H,"Pr,Sc",PR,SC,MC,Cg,CG,,,ARTHROPODA,INSECTA,,PLECOPTERA,PERLODIDAE,,,
PETROPHILA,FALSE,3,,SC,CB,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,LEPIDOPTERA,CRAMBIDAE,,,PETROPHILA
PHAENOPSECTRA,FALSE,4,4_middle,"CG,SC",CN,multi,FALSE,,,6.2,L,"Sc,Ga",SC,GA,MC,Cg,CG,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA
PHILOPOTAMIDAE,FALSE,3,,CF,CN,multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHILOPOTAMIDAE,,,
PHORIDAE,FALSE,,,CG,BU,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,PHORIDAE,,,
PHRYGANEIDAE,FALSE,4,4_middle,SH,CB,uni,FALSE,,,4,H,"Sh,Pr",SH,PR,MC,Cl,CL,,,ARTHROPODA,INSECTA,,TRICHOPTERA,PHRYGANEIDAE,,,
PHYSELLA,FALSE,5,,SC,CB,multi,FALSE,,,9.1,L,Sc,SC,,EPA,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PHYSIDAE,,,PHYSELLA
PILARIA,FALSE,4,4_middle,PR,BU,uni,FALSE,,,7,H,Pr,PR,,MC,Bu,BU,,,ARTHROPODA,INSECTA,,DIPTERA,TIPULIDAE,,,PILARIA
PISCICOLIDAE,FALSE,4,4_middle,PR,CB,NA,FALSE,,,8,KY,Pa,PA,,KY,,,,,ANNELIDA,HIRUDINEA,,RHYNCHOBDELLIDA,PISCICOLIDAE,,,
PISIDIIDAE,FALSE,4,4_middle,CF,BU,NA,FALSE,,,7.3,L*,Fi,FI,,EPA,,,,,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,
PISIDIUM,FALSE,4,4_middle,CF,BU,uni,FALSE,,,,,,,,,,,,,MOLLUSCA,BIVALVIA,,VENEROIDA,PISIDIIDAE,,,PISIDIUM
PLANARIIDAE,FALSE,4,4_middle,CG,SP,NA,FALSE,,,7.5,L,Ga,GA,,EPA,,,,,PLATYHELMINTHES,TURBELLARIA,,TRICLADIDA,PLANARIIDAE,,,
PLANORBELLA,FALSE,4,4_worse,SC,CB,NA,FALSE,SG,snag,6.8,KY,Sc,SC,,EPA,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBELLA
PLANORBIDAE,FALSE,4,4_middle,SC,CB,multi,FALSE,,,7,KY,Sc,SC,,EPA,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,
PLANORBULA,FALSE,,,SC,,,FALSE,,,6.8,KY,Sc,SC,,EPA,,,,,MOLLUSCA,GASTROPODA,,BASOMMATOPHORA,PLANORBIDAE,,,PLANORBULA
PLATAMBUS,FALSE,4,4_middle,PR,SW,uni,TRUE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,COLEOPTERA,DYTISCIDAE,,,PLATAMBUS
PLATHEMIS,FALSE,4,4_middle,PR,SP,NA,FALSE,NF,pool,10,L,Pr,PR,,MC,Sp,SP,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS
PLATHEMIS LYDIA,FALSE,4,4_middle,PR,SP,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,ODONATA,LIBELLULIDAE,,,PLATHEMIS
PLATYCENTROPUS,FALSE,,,SH,CB,,FALSE,,,4,H,Sh,SH,,MC,Cl,CL,,,ARTHROPODA,INSECTA,,TRICHOPTERA,LIMNEPHILIDAE,,,PLATYCENTROPUS
PLATYSMITTIA,FALSE,,,,,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PLATYSMITTIA
PLATYVELIA,FALSE,4,4_middle,,,NA,-1,,,,,,,,,,,,,ARTHROPODA,INSECTA,,HEMIPTERA,VELIIDAE,,,PLATYVELIA
PLAUDITUS,FALSE,4,4_middle,CG,SW,NA,FALSE,,,6,B,Ga,GA,,MC,"Sw,Cg",SW,CG,,ARTHROPODA,INSECTA,,EPHEMEROPTERA,BAETIDAE,,,PLAUDITUS
PLECOPTERA,FALSE,,,PR,CN,,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,PLECOPTERA,,,,
PLEUROCERA,FALSE,4,4_better,SC,CB,,FALSE,,,6,B,Sc,SC,,KY,,,,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,PLEUROCERA
PLEUROCERIDAE,FALSE,3,,SC,CB,multi,FALSE,,,,,,,,,,,,,MOLLUSCA,GASTROPODA,,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,
POLYCENTROPODIDAE,FALSE,4,4_middle,CF,CN,uni,FALSE,,,6,H,"Fi,Pr",FI,PR,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,
POLYCENTROPUS,FALSE,3,,PR,CN,uni,FALSE,,,3.5,L,"Pr,Fi",PR,FI,MC,Cg,CG,,,ARTHROPODA,INSECTA,,TRICHOPTERA,POLYCENTROPODIDAE,,,POLYCENTROPUS
POLYPEDILUM,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,7.4,L*,"Sh,Ga",SH,GA,MC,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM AVICEPS,FALSE,3,,"SH,CG","CB,CN",multi,FALSE,,,3.7,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM BECKAE,FALSE,,,"SH,CG","CB,CN",,,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM CONVICTUM GROUP,FALSE,,,"SH,CG","CB,CN",multi,FALSE,,,,,,,,,,,,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM FALLAX GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM FLAVUM,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,5.3,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM HALTERALE GROUP,FALSE,4,4_middle,"SH,CG","CB,CN",multi,FALSE,,,,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
POLYPEDILUM ILLINOENSE GROUP,FALSE,4,4_worse,"SH,CG","CB,CN",multi,FALSE,,,,L,"Sh,Ga",SH,GA,MC**,"Cl,Cg",CL,CG,,ARTHROPODA,INSECTA,,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM
