FinalID,NonTarget,Rank,FFG,FFGSource,Habit,HabitSource,TolVal,TolVal2,LongLived,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,TolVal_RBP,TolValSource,BenTaxaID,TSN,ParTSN
Simulium tuberosum Gr.,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,tuberosum Gr.,,,1646,,
Simulium venustum Gr.,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum gr.,,,1535,,126774
Simulium venustum/verecundum Gr.,FALSE,Species,CF,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,venustum/verecundum Gr.,,,1647,,
Simulium vittatum,FALSE,Species,CF,WSA,CN,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Prosimuliini,Simulium,,vittatum,6,WSA,624,126903,126774
Simulium vittatum Gr.,FALSE,Species,CF,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,Simuliinae,Simuliini,Simulium,,vittatum gr.,6,WSA,1536,,126774
Siphlonuridae,FALSE,Family,,,,,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,,,,,,1767,100951,609500
Siphlonurus,FALSE,Genus,,,,,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,Siphlonurus,,,,,1768,100953,100951
Siphlonurus alternatus,FALSE,Species,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,Siphlonurus,,Siphlonurus alternatus,,WSA,787,100959,100953
Siphloplecton,FALSE,Genus,"CG,SH",WSA,SW,WSA,,19.79535275,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Metretopodidae,,,Siphloplecton,,,2,USEPA 1990 Draft,660,101079,101078
Sisyra,FALSE,Genus,PH,RBP2 1999,CB,Tt add in,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,Sisyra,,,,,1448,115090,115085
Sisyridae,FALSE,Family,,,,,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,,,,1,USEPA 1990 Draft,1506,115085,115078
Skwala,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Perlodidae,Perlodinae,Arcynopterygini,Skwala,,,2,WSA,1037,103102,102994
Slavina,FALSE,Genus,CG,Tt add in,,,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Slavina,,,,,1793,68855,68854
Slavina appendiculata,FALSE,Species,CG,WSA,,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Slavina,,Slavina appendiculata,7,WSA,44,68856,68855
Smicridea,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Smicrideinae,,Smicridea,,,,WSA,1057,115544,115398
Smittia,FALSE,Genus,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Smittia,,,2,WSA,532,129110,128457
Somatochlora,FALSE,Genus,PR,WSA,"SP,CN",WSA,5.141941676,20.46160518,TRUE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Somatochlora,,,2,WSA,918,101947,101797
Somatochlora minor,FALSE,Species,PR,Tt add in,"SP,CN",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Corduliidae,Corduliinae,,Somatochlora,,minor,,,1769,101958,101947
Soyedina,FALSE,Genus,SH,WSA,SP,WSA,,,FALSE,3,3,2,2,Arthropoda,,Insecta,Pterygota,Plecoptera,Euholognatha,Nemouridae,Nemourinae,,Soyedina,,,2,WSA,988,102556,102517
Sparbarus,FALSE,Genus,CG,,SP,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,,,,,Sparbarus,,,,,,,
Specaria,FALSE,Genus,CG,Tt add in,BU,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Specaria,,,,,1794,68984,68854
Specaria josinae,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Specaria,,Specaria josinae,6,WSA,45,68985,68984
Sperchon,FALSE,Genus,PR,RBP2 1999,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchon,,,8,WSA,119,83006,83005
Sperchonida,FALSE,Family,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,,,,,WSA,120,,
Sperchonopsis,FALSE,Genus,PR,RBP2 1999,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchonopsis,,,8,WSA,121,83029,83005
Sperchontidae,FALSE,Family,PR,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,,Sperchontidae,,,,,,,WSA,88,83005,
Sperchopsis,FALSE,Genus,"CG,PR",WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Sperchopsini,Sperchopsis,,,5,WSA,252,112931,112811
Sperchopsis tessellata,FALSE,Species,CG,Tt add in,"CB,CN",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,Sperchopsini,Sperchopsis,,tessellata,,,1608,722295,112931
Sperchopsis tessellatus,FALSE,Species,CG,WSA,"CB,CN",WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,,,Sperchopsis,,Sperchopsis tessellatus,6,WSA,253,112932,112931
Sphaeriidae,FALSE,Family,CF,RBP2 1999,,WSA,,,FALSE,,,,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,,,,8,RBP2 1999 (MACS),1318,112738,112736
Sphaerium,FALSE,Genus,"CF,CG",WSA,BU,WSA,,,FALSE,4,4,4,4,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Sphaerium,,,8,WSA,1322,81391,81388
Sphaerium striatinum,FALSE,Species,CF,RBP2 1999,BU,Tt add in,,,FALSE,,,4,,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Pisidiidae,,,Sphaerium,,Sphaerium striatinum,8,USEPA 1990 Draft,1323,81398,81391
Sphaeriusidae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Myxophaga,Sphaeriusidae,,,,,,,,1770,678385,112736
Sphaeromias,FALSE,Genus,PR,WSA,BU,WSA,3.784724964,19.26246287,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Sphaeromias,,,6,WSA,337,127761,127683
Spirosperma,FALSE,Genus,CG,WSA,CN,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,,10,WSA,64,68780,68585
Spirosperma ferox,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Tubificidae,,,Spirosperma,,Spirosperma ferox,8,WSA,65,68610,68780
Stactobiella,FALSE,Genus,"PR,SH",WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,,5,WSA,1271,115817,115629
Stactobiella delira,FALSE,Species,"PR,SH",Tt add in,CB,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,Stactobiella delira,,WSA,1272,115819,115817
Stactobiella palmata,FALSE,Species,"PR,SH",Tt add in,CB,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptilidae,Hydroptilinae,Stactobiini,Stactobiella,,Stactobiella palmata,,WSA,1273,115821,115817
Stagnicola,FALSE,Genus,"CG,SC",WSA,CB,WSA,10,19.80009408,FALSE,4,4,4,4,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Stagnicola,,,7,WSA,1345,76534,76483
Stagnicola exilis,FALSE,Species,"CG,SC",Tt add in,CB,WSA,,,FALSE,,,,,Mollusca,,Gastropoda,,Basommatophora,,Lymnaeidae,,,Stagnicola,,Stagnicola exilis,,WSA,1346,76554,76534
Staphylinidae,FALSE,Family,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Staphylinidae,,,,,,8,WSA,265,113265,113264
Stegopterna,FALSE,Genus,CF,USEPA 1990 Draft,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,,Simuliidae,Simuliinae,Prosimuliini,Stegopterna,,,,,1507,126761,126648
Stelechomyia,FALSE,Genus,CG,WSA,BU,WSA,,20.23512206,FALSE,4,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,,4,WSA,408,129743,129229
Stelechomyia perpulchra,FALSE,Species,CG,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stelechomyia,,Stelechomyia perpulchra,5,WSA,409,129744,129743
Stempellina,FALSE,Genus,CG,WSA,CB,WSA,0.349924418,18.90383147,FALSE,2,2,2,2,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,,0,WSA,434,129962,129872
Stempellina sp. A (Epler),FALSE,Species,CG,Tt add in,CB,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellina,,sp. A (Epler),,,1648,,
Stempellinella,FALSE,Genus,CG,WSA,"CB,CN",WSA,2.236967783,20.06710907,FALSE,2,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,,,2,WSA,435,129969,129872
Stempellinella/Zavrelia,FALSE,Genus,CG,Tt add in,"CB,CN",Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Stempellinella/Zavrelia,,,,WSA,436,,
Stenacron,FALSE,Genus,CG,WSA,CN,WSA,7.252222569,20.47418545,FALSE,4,4,5,5,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,,4,WSA,805,100713,100504
Stenacron candidum,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,candidum,,,1449,100737,100713
Stenacron gildersleevei,FALSE,Species,CG,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron gildersleevei,,WSA,806,100740,100713
Stenacron interpunctatum,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,5,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron interpunctatum,6,WSA,807,100714,100713
Stenacron minnetonka,FALSE,Species,CG,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron minnetonka,,WSA,808,100742,100713
Stenacron pallidum,FALSE,Species,CG,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,Stenacron pallidum,,RBP2 1999 (NC),809,100736,100713
Stenacron/Stenonema,FALSE,Genus,,WSA,,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron/Stenonema,,,,WSA,810,,
Stenelmis,FALSE,Genus,SC,WSA,CN,WSA,8.296850563,21.83411098,TRUE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,,1,WSA,224,114095,114093
Stenelmis antennalis,FALSE,Species,"CG,SC","WSA, Tt add in",CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis antennalis,5,WSA,225,114117,114095
Stenelmis bicarinata,FALSE,Species,SC,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis bicarinata,5,USEPA 1990 Draft,226,114100,114095
Stenelmis concinna,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis concinna,6,WSA,227,114101,114095
Stenelmis crenata,FALSE,Species,"CG,SC","WSA, Tt add in",CN,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis crenata,6,WSA,228,114102,114095
Stenelmis decorata,FALSE,Species,SC,RBP2 1999,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis decorata,5,RBP2 1999 (MACS),229,114104,114095
Stenelmis grossa,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis grossa,,WSA,230,114122,114095
Stenelmis lateralis,FALSE,Species,SC,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis lateralis,,WSA,231,114107,114095
Stenelmis mera,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis mera,6,WSA,232,114109,114095
Stenelmis mirabilis,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis mirabilis,6,WSA,233,114110,114095
Stenelmis morsei,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis morsei,6,WSA,234,,
Stenelmis musgravei,FALSE,Species,SC,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis musgravei,5,USEPA 1990 Draft,235,114111,114095
Stenelmis sandersoni,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis sandersoni,5,WSA,236,114112,114095
Stenelmis sexlineata,FALSE,Species,SC,USEPA 1990 Draft,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,Stenelmis sexlineata,,WSA,237,114113,114095
Stenelmis xylonastis,FALSE,Species,SC,Tt add in,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Stenelmis,,xylonastis,,WSA,238,193730,114095
Stenochironomus,FALSE,Genus,"CG,SH",WSA,BU,WSA,6.485945909,21.01554306,FALSE,3,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,,5,WSA,410,129746,129229
Stenochironomus hilaris,FALSE,Species,"CG,SH","USEPA 1990 Draft, Tt add in",BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,hilaris,5,USEPA 1990 Draft,411,129760,129746
Stenochironomus poecilopterus,FALSE,Species,"CG,SH","USEPA 1990 Draft, Tt add in",BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus,,poecilopterus,5,USEPA 1990 Draft,412,129774,129746
Stenochironomus/Xestochironomus,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus/Xestochironomus,,,,,1451,,129229
Stenonema,FALSE,Genus,SC,WSA,CN,WSA,,21.05521402,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,,3,WSA,811,100507,100504
Stenonema bednariki,FALSE,Species,SC,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,bednariki,,WSA,812,609618,
Stenonema exiguum,FALSE,Species,"CG,SC","WSA, Tt add in",CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,exiguum,2,WSA,813,100514,100507
Stenonema femoratum,FALSE,Species,SC,WSA,CN,WSA,6.938731346,,FALSE,,,4,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,femoratum,4,WSA,814,100516,100507
Stenonema ithaca,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,ithaca,4,WSA,815,100527,100507
Stenonema mediopunctatum,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,mediopunctatum,3,WSA,816,100530,100507
Stenonema meririvulanum,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,meririvulanum,1,WSA,817,100531,100507
Stenonema mexicanum,FALSE,Species,SC,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,mexicanum,4,USEPA 1990 Draft,818,100553,100507
Stenonema modestum,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,modestum,3,WSA,819,100532,100507
Stenonema modestum/smithae,FALSE,Species,SC,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,modestum/smithae,,WSA,820,,
Stenonema pulchellum,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,pulchellum,3,WSA,821,100509,100507
Stenonema smithae,FALSE,Species,"CG,SC","WSA, Tt add in",CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,smithae,4,WSA,822,100541,100507
Stenonema terminatum,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,terminatum,4,WSA,823,100542,100507
Stenonema vicarium,FALSE,Species,SC,WSA,CN,WSA,,,FALSE,4,4,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenonema,,vicarium,3,WSA,824,100548,100507
Stenus,FALSE,Genus,,WSA,SK,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Staphylinidae,Steninae,,Stenus,,,8,WSA,267,113576,113265
Stictochironomus,FALSE,Genus,CG,WSA,BU,WSA,10,19.41387218,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stictochironomus,,,5,WSA,413,129785,129229
Stictotarsus,FALSE,Genus,,,,,,,FALSE,4,4,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Stictotarsus,,,,,1549,568826,111963
Stilobezzia,FALSE,Genus,PR,WSA,SP,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Stilobezzia,,,,WSA,327,127619,127526
Stilobezzia uncinata,FALSE,Species,PR,Tt add in,SP,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,Ceratopogonini,Stilobezzia,,uncinata,,WSA,328,127605,
Stilocladius,FALSE,Genus,CG,WSA,SP,WSA,,20.55269946,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Stilocladius,,,1,WSA,533,129152,128457
Stilocladius clinopecten,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,Orthocladiini,Stilocladius,,clinopecten,5,WSA,534,129153,129152
Stratiomyidae,FALSE,Family,CG,WSA,SP,WSA,,21.46610658,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,,,,,,7,WSA,300,130150,130130
Stratiomys,FALSE,Genus,CG,WSA,SP,WSA,,,FALSE,4,4,4,4,Arthropoda,,Insecta,Pterygota,Diptera,Brachycera,Stratiomyidae,Stratiomyinae,Stratiomyini,Stratiomys,,,,WSA,304,130627,130483
Stygobromus,FALSE,Genus,PR,WSA,,WSA,,,FALSE,,,,,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Crangonyctidae,,,Stygobromus,,,4,WSA,1290,93861,93745
Stygothrombiidae,FALSE,Family,,,,,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,,,Stygothrombiidae,,,,,,,,1833,,
Stygothrombium,FALSE,Genus,,,,,,,FALSE,,,,,Arthropoda,,Arachnida,Acarina,,,Stygothrombiidae,Stygothrombiinae,,Stygothrombium,,,,,1545,,
Stylaria,FALSE,Genus,CG,Tt add in,SW,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Tubificida,Tubificina,Naididae,,,Stylaria,,,,,1795,68871,68854
Stylaria lacustris,FALSE,Species,CG,WSA,SW,Tt add in,,,FALSE,,,,,Annelida,,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,,,Stylaria,,lacustris,7,WSA,46,68872,68871
Stylogomphus,FALSE,Genus,PR,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Stylogomphus,,,9,WSA,943,101761,101664
Stylogomphus albistylus,FALSE,Species,PR,WSA,BU,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Stylogomphus,,albistylus,4,WSA,944,101762,101761
Stylogomphus/Lanthus,FALSE,Genus,PR,Tt add in,BU,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Stylogomphus/Lanthus,,,,WSA,945,,
Stylurus,FALSE,Genus,"CG,PR",WSA,SP,WSA,,,FALSE,3,3,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Gomphidae,,,Stylurus,,,5,WSA,946,206626,101664
Sublettea,FALSE,Genus,"CF,CG",WSA,,WSA,,19.73757785,FALSE,4,4,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Sublettea,,,4,WSA,437,129975,129872
Sublettea coffmani,FALSE,Species,"CF,CG","WSA, Tt add in",,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Tanytarsini,Sublettea,,coffmani,3,WSA,438,129976,129975
Suphisellus,FALSE,Genus,PR,WSA,CB,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Noteridae,Noterinae,,Suphisellus,,,,WSA,171,112607,112606
Suwallia,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Chloroperlinae,,Suwallia,,,,RBP2 1999 (NC),997,103254,103202
Suwallia marginata,FALSE,Species,PR,Tt add in,CN,Tt add in,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Chloroperlinae,,Suwallia,,marginata,,WSA,998,103255,103254
Sweltsa,FALSE,Genus,PR,WSA,CN,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Plecoptera,Systellognatha,Chloroperlidae,Chloroperlinae,,Sweltsa,,,0,USEPA 1990 Draft,999,103273,103202
Sympetrum,FALSE,Family,PR,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Odonata,Anisoptera,Libellulidae,,,Sympetrum,,,8,WSA,956,101976,101797
Symposiocladius,FALSE,Genus,PR,WSA,SP,WSA,,,FALSE,3,3,3,3,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Symposiocladius,,,6,WSA,462,128877,
Symposiocladius lignicola,FALSE,Species,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Orthocladiinae,,Symposiocladius,,lignicola,6,WSA,463,128915,128877
Sympotthastia,FALSE,Genus,CG,WSA,SP,WSA,,,FALSE,,,,,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Diamesinae,Diamesini,Sympotthastia,,,6,WSA,451,128426,128351
