Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_PredContScore,BCG_attr2,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Acari,Arrenurus,FALSE,4,4.148373604,,"PR,PA",UN,uni,GENE,,FALSE,cowa,Cool-Warm,,18.36406556,24.34217685,,,11,NA,,,,82864,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Arrenuridae,,,,Arrenurus,,,,,
Ephemeroptera,Arthroplea bipunctata,FALSE,1i,,,CF,"SW,CN",uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Arthropleidae,,,,Arthroplea,,,,,bipunctata
Crustacea,Asellidae,FALSE,NA,4.767204762,,OM,NA,multi,NA,,FALSE,,,,,,,,11,8,F,,,92657,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
Crustacea,Asellidae (subterranean),FALSE,1i,,,OM,CB,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,,,,,,
Crustacea,Asellus,FALSE,6t,,,OM,CB,multi,GENE,,FALSE,,,,,,,,,,,,,92658,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Asellus,,,,,
Ephemeroptera,Asioplax,FALSE,3,,,"CG,SC","SP,CN",multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,F,,F,609510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Asioplax,,,,,
Mollusca,Assiminea,FALSE,1i,,,SC,CN,semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Assimineidae,,,,Assiminea,,,,,
Crustacea,Astacidae,FALSE,,3.879862785,,,UN,,,,,,,,,,,,11,8,T,,F,97324,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Pleocyemata,,Astacidae,,,,,,,,,
Crustacea,Astacidea,FALSE,UN,,,OM,SP,semi,GENE,,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,Infraorder Astacidea,,,,,,,,,,,
Trichoptera,Asynarchus,FALSE,UN,,,UN,"CB,SP",uni,GENE,TRUE,FALSE,,,,,,,,11,NA,F,,,116221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Asynarchus,,,,,
Diptera,Atherix,FALSE,3,2.893853664,,PR,"CN,BU",semi,LOTI,,TRUE,warm,Warm,,21.9818226,25.4,,,5,2,F,5,,130929,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Athericidae,,,,Atherix,,,,,
Acari,Athienemanniidae,FALSE,2,3.055903196,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,cold,Cold,,15.60700622,18.253,,,,NA,,,,83514,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Athienemanniidae,,,,,,,,,
Coleoptera,Atractelmis wawona,FALSE,3,,,"CG,SC","CN,CB",semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Atractelmis,,,,,wawona
Acari,Atractides,FALSE,4,3.866125345,,"PR,PA",UN,uni,GENE,,FALSE,cool,Cool,,18.54058268,21.95,,,11,8,U,,U,83282,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Atractides,,,,,
Ephemeroptera,Attenella,FALSE,3,3.288440466,,CG,CN,uni,LOTI,,FALSE,,Cool,,17.87337689,21.268,,yes,11,2,F,10,,101338,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,
Ephemeroptera,Attenella delantala,FALSE,3,3.093926907,,CG,CN,uni,LOTI,,FALSE,cool,Cool,,17.3517978,20.108,,,11,3,F,,,101345,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,delantala
Ephemeroptera,Attenella margarita,FALSE,4,3.598185778,,CG,CN,uni,LOTI,,FALSE,cowa,Cool-Warm,,19.95437169,22.87,,,1,3,F,15,F,101343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Attenella,,,,,margarita
Acari,Aturidae,FALSE,4,,,"PR,PA",UN,uni,UN,,FALSE,,,Less30,,,,,11,NA,,,,82973,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,,,,,,
Acari,Aturus,FALSE,4,,,"PR,PA",UN,uni,GENE,,FALSE,,,Less30,,,,,,NA,,,,82974,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Aturus,,,,,
Diptera,Atylotus/Tabanus/Whitneyomyia,FALSE,4,,,PR,"SP,BU",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,Tabaninae,Tabanini,Atylotus/Tabanus/Whitneyomyia,,,,,,
Oligochaeta,Aulodrilus,FALSE,5,4.289740086,,CG,"BU,SP",uni,GENE,,FALSE,warm,Warm,,23.30042623,25.831,,,11,10,F,,T,68679,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,Aulodrilus,,,,,
Diptera,Austrolimnophila,FALSE,UN,,,UN,UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,120037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Austrolimnophila,,,,,
Chironomidae,Axarus,FALSE,UN,,,CG,"SP,BU",multi,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Axurus,,,,,
Acari,Axonopsis,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,,,,Axonopsis,,,,,
Ephemeroptera,Baetidae,FALSE,NA,3.850607872,,"CG,SC","SW,CN",multi,GENE,,FALSE,,Eurythermal,,17.21110442,22.35,,yes,11,4,F,,,100755,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,,,,,,
Ephemeroptera,Baetis,FALSE,NA,3.878209114,,CG,"SW,CN",multi,LOTI,,FALSE,,Eurythermal,,16.84987042,22.25,,yes,4,5,F,,U,100800,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,,,,
Ephemeroptera,Baetis adonis,FALSE,UN,,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Group,,,adonis
Ephemeroptera,Baetis alius,FALSE,2,2.113129139,,CG,"SW,CN",multi,LOTI,TRUE,FALSE,cool,Cool,,15.91964121,20.677,,,11,1,F,,,100803,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Alius Gr.,,,alius
Ephemeroptera,Baetis bicaudatus complex,FALSE,2,2.027142763,,CG,"SW,CN",multi,LOTI,,FALSE,stenoc,Cold Stenotherm,,12.32738854,17.008,,,4,1,,5,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,bicaudatus complex,
Ephemeroptera,Baetis flavistriga complex,FALSE,4,3.66853404,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,19.88605649,24.678,,,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,flavistriga complex,
Ephemeroptera,Baetis intercalaris complex,FALSE,UN,,,CG,"SW,CN",multi,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Group,,intercalaris complex,
Ephemeroptera,Baetis magnus,FALSE,UN,,,CG,"SW,CN",multi,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Group,,,magnus
Ephemeroptera,Baetis notos,FALSE,4,3.880773544,,CG,"SW,CN",multi,LOTI,,FALSE,warm,Warm,,22.09859522,24.74,,,11,4,F,,,568579,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Fuscatus Gr.,,,notos
Ephemeroptera,Baetis piscatoris complex,FALSE,3,3.360682487,,CG,"SW,CN",multi,LOTI,,FALSE,cold,Cold,,14.53812136,18.842,,,11,NA,U,,U,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,piscatoris complex,
Ephemeroptera,Baetis Rhodani Group,FALSE,UN,3.694560051,,CG,"SW,CN",multi,LOTI,,FALSE,eurythermal,Eurythermal,,15.48503852,23.618,,,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,,
Ephemeroptera,Baetis tricaudatus complex,FALSE,4,3.86371851,,CG,"SW,CN",multi,LOTI,,FALSE,eurythermal,Eurythermal,,18.12650686,22.918,Eurythermal,,5,5,F,,U,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Rhodani Gr.,,tricaudatus complex,
Ephemeroptera,Baetis vernus complex,FALSE,UN,,,CG,"SW,CN",multi,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetis,,Vernus Group,,vernus complex,
Ephemeroptera,Baetisca,FALSE,1i,,,"CG,SC","SP,CN",uni,RIVE,TRUE,FALSE,,,,,,,,11,4,F,,,101494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Carapacea,,Baetiscidae,,,,Baetisca,,,,,
Ephemeroptera,Baetodes,FALSE,UN,,,SC,CN,multi,LOTI,TRUE,FALSE,,,,,,,,,NA,,,,100938,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Baetodes,,,,,
Acari,Bandakia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakia,,,,,
Acari,Bandakiopsis,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,NA,F,,F,83532,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Bandakiopsis,,,,,
Trichoptera,Banksiola,FALSE,UN,,,"MH,PR","CB,SP",uni,GENE,TRUE,FALSE,,,,,,,,11,4,F,,,115911,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Phryganeoidea,Phryganeidae,Phryganeinae,,,Banksiola,,,,,
Crustacea,Bathynellacea,FALSE,UN,,,CG,SW,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Bathynellacea,,,,,,,,,,,,
Hemiptera,Belostoma,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,
Hemiptera,Belostoma flumineum,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,Belostomatinae,,,Belostoma,,,,,flumineum
Hemiptera,Belostomatidae,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Belostomatidae,,,,,,,,,
Coleoptera,Berosus,FALSE,5,,,"PH,CG,SH","CB,SW",uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112812,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Berosini,,Berosus,,,,,
Acari,Bharatalbia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,Bharatalbia,,,,,
Diptera,Bibiocephala grandis,FALSE,2,,,SC,CN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,0,F,,,121250,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Bibiocephala,,,,,grandis
Chironomidae,Bilyjomyia,FALSE,2,,,PR,"BU,SP",multi,LOTI,TRUE,FALSE,,,Less30,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Bilyjomyia,,,,,
Mollusca,Biomphalaria havenensis,FALSE,6t,,,SC,CN,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Biomphalaria,,,,,havenensis
Plecoptera,Bisancora,FALSE,1i,,,"PR,SC,CG","CN,BU",uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,103300,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Chloroperlidae,Chloroperlinae,,,Bisancora,,,,,
Diptera,Bittacomorpha,FALSE,1i,,,CG,BU,uni,GENE,TRUE,FALSE,,,,,,,,11,7,T,,,125765,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorpha,,,,,
Diptera,Bittacomorphella,FALSE,1i,,,CG,BU,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ptychopteridae,Bittacomorphinae,,,Bittacomorphella,,,,,
Mollusca,Bivalvia,FALSE,UN,3.890955687,,CF,UN,NA,NA,,FALSE,,Warm,,19.80348116,23.594,,yes,,NA,,,,79118,Animalia,Mollusca,,Bivalvia,,,,,,,,,,,,,,
Diptera,Blepharicera,FALSE,4,,,SC,CN,uni,LOTI,,FALSE,,,Less30,,,,,11,0,F,,,121255,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,Blepharicerinae,Blepharicerini,,Blepharicera,,,,,
Diptera,Blephariceridae,FALSE,3,2.932519913,,SC,CN,uni,LOTI,,FALSE,eurythermal,Eurythermal,,19.75025669,23.23,,,11,0,F,,,121227,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Blephariceridae,,,,,,,,,
Chironomidae,Boreochlus,FALSE,3,2.960941792,,"CG,SC",SP,multi,GENE,TRUE,FALSE,cold,Cold,,16.86433016,19.999,,,11,1,F,,,127954,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Podonominae,Boreochlini,,Boreochlus,,,,,
Chironomidae,Boreoheptagyia,FALSE,3,2.883676291,,"CG,SC","SP,CN",multi,LOTI,TRUE,FALSE,cold,Cold,,14.2240358,19.388,,,11,6,F,,,128343,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
Coleoptera,Boreonectes,FALSE,UN,,,PR,SW,uni,UN,,FALSE,,,Less30,,,,,,NA,T,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Boreonectes,,,,,
Oligochaeta,Bothrioneurum,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,,NA,,,,68778,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Bothrioneurum,,,,,
Trichoptera,Brachycentridae,FALSE,UN,2.969596863,,UN,UN,UN,LOTI,,FALSE,,Cool,,17.50971993,21.598,,yes,11,1,F,,,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,,,,,,
Trichoptera,Brachycentrus,FALSE,3,2.994303703,,"CF,SC,CG",CN,uni,LOTI,,FALSE,,Warm,,20.12161139,24.185,,yes,11,1,F,,U,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus americanus complex,FALSE,3,2.921764374,,"CF,SC,CG",CN,uni,LOTI,,FALSE,eurythermal,Eurythermal,,18.35456354,22.17,,,4,1,F,15,U,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,Brachycentrus americanus complex,
Trichoptera,Brachycentrus numerosus complex,FALSE,UN,,,"CF,SC,CG",CN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,,,,Brachycentrus numerosus complex,
Trichoptera,Brachycentrus occidentalis,FALSE,4,3.570297718,,"CF,SC,CG",CN,uni,LOTI,,FALSE,warm,Warm,,21.29191842,27.495,,,3,2,F,,,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
Diptera,Brachycera,FALSE,NA,3.866017103,,UN,UN,UN,UN,,FALSE,,Eurythermal,,17.81625685,22.319,,yes,,NA,,,,130052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,,,,,,,,,,
Ephemeroptera,Brachycercinae,FALSE,UN,,,CG,SP,multi,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,,,,,,,,
Ephemeroptera,Brachycercus,FALSE,UN,,,CG,SP,multi,LOTI,,FALSE,,,,,,,,11,3,F,,,101468,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Brachycercinae,Brachycercini,,Brachycercus,,,,,
Acari,Brachypoda,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,83444,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Aturidae,Axonopsinae,,,Brachypoda,,,,,
Acari,Brachypodopsis,FALSE,2,,,"PR,PA",UN,uni,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,Brachypodopsis,,,,,
Misc. Phyla,Branchiobdellida,FALSE,4,3.550614119,,PA,BU,multi,GENE,,FALSE,warm,Warm,,19.72683394,23.682,,,11,6,F,,,69168,Animalia,Annelida,,Clitellata,Lumbriculata,Branchiobdellida,,,,,,,,,,,,
Oligochaeta,Branchiodrilus,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,1,4,F,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Branchiodrilus,,,,,
Crustacea,Branchiopoda,FALSE,UN,,,"PR,CG",SW,uni,LENT,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Branchiopoda,,,,,,,,,,,,,,
Oligochaeta,Branchiura sowerbyi,FALSE,6t,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,1,4,F,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Rhyacodrilinae,,,Branchiura,,,,,sowerbyi
Oligochaeta,Bratislavia,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Bratislavia,,,,,
Odonata,Brechmorhoga,FALSE,UN,,,PR,SP,UN,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Libellulidae,,,,Brechmorhoga,,,,,
Chironomidae,Brillia,FALSE,4,3.768259525,,SH,"BU,SP",multi,LOTI,,FALSE,cool,Cool,,17.32444661,20.9,,,4,4,F,,,128477,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Brillia,,,,,
Chironomidae,Brundiniella,FALSE,4,4.246883869,,PR,"BU,SP",multi,LOTI,,FALSE,cool,Cool,,18.89692443,21.667,,,7,3,F,,,128026,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Macropelopiini,,Brundiniella,,,,,
Coleoptera,Brychius,FALSE,4,3.938271284,,"SC,PH",CN,uni,GENE,,FALSE,warm,Warm,,22.15906393,24.66,,,5,5,F,,,111947,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Haliplidae,,,,Brychius,,,,,
Coleoptera,Bryelmis,FALSE,1i,1.906500936,,"CG,SC","CN,CB",semi,LOTI,TRUE,TRUE,cold,Cold,,14.97318332,18.43,,,,NA,,,,945749,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Bryelmis,,,,,
Chironomidae,Bryophaenocladius,FALSE,2,,,UN,SP,multi,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,128488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Bryophaenocladius,,,,,
Hemiptera,Buenoa,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Notonectidae,Anisopinae,,,Buenoa,,,,,
Mollusca,Bythinia tentaculata,FALSE,6t,,,"SC,CF",CN,semi,GENE,,TRUE,,,,,,,,,,,,,,Animalia,Mollusca,,Gastropoda,,Neotaenioglossa,,,Bithyniidae,,,,Bithynia,,,,,tentaculata
Crustacea,Caecidotea,FALSE,5,4.767204762,,OM,CB,multi,GENE,,FALSE,warm,Warm,,22.08084258,24.7,,,5,8,F,,,92686,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Isopoda,Asellota,,Asellidae,,,,Caecidotea,,,,,
Ephemeroptera,Caenidae,FALSE,5,4.698117256,,"CG,SC",SP,multi,GENE,,FALSE,,,,,,,,11,7,F,,,101467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,,,,,,,,,
Ephemeroptera,Caeninae,FALSE,5,,,"CG,SC",SP,multi,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Caeninae,,,,,,,,
Ephemeroptera,Caenis,FALSE,5,4.698117256,,"CG,SC",SP,multi,GENE,,FALSE,stenow,Warm Stenotherm,,24.19407711,27.184,,,3,7,F,,,101478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Caenidae,Caeninae,,,Caenis,,,,,
Plecoptera,Calineuria californica,FALSE,3,2.896761656,,PR,"SP,CN",semi,LOTI,,TRUE,cowa,Cool-Warm,,18.92733894,22.253,Cool-Warm,,3,2,F,10,,102986,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Calineuria,,,,,californica
Ephemeroptera,Callibaetis,FALSE,5,4.163860321,,CG,"SW,CN",multi,GENE,,FALSE,warm,Warm,,21.66448236,25.782,,,1,9,F,,,100903,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Callibaetis,,,,,
Hemiptera,Callicorixa,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Callicorixa,,,,,
Hemiptera,Callicorixa vulnerata,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Callicorixa,,,,,vulnerata
Plecoptera,Calliperla luctuosa,FALSE,UN,,,PR,"SP,CN",semi,LOTI,TRUE,TRUE,,,,,,,,,,,,,103156,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlioidae,,,,Calliperla,,,,,luctuosa
Diptera,Caloparyphus,FALSE,4,3.86601758,,CG,SP,multi,GENE,,FALSE,warm,Warm,,23.2497278,25.436,,,11,7,T,,,130409,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,Stratiomyinae,Oxycerini,,Caloparyphus,,,,,
Odonata,Calopterygidae,FALSE,UN,,,PR,"CN,CB",semi,LOTI,,FALSE,,,Less30,,,,,11,6,F,,,102043,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,,,,,,
Odonata,Calopteryx,FALSE,UN,,,PR,"CN,CB",semi,LOTI,TRUE,FALSE,,,Less30,,,,,11,6,F,,,102052,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Zygoptera,,Calopterygidae,,,,Calopteryx,,,,,
