Taxon_Group,Taxon,NonTarget,BCG_attr,BCG_PredContScore,BCG_attr2,FFG,Habit,Life_Cycle,Habitat,Noteworthy,LONGLIVED,Thermal_indicator,ThermalPref_ALL,ThermTol_Less30,MWMT_WAopt,MWMT_PCT90,Therm_TopIndicator,ThermVar,TolVal2,TolVal,Air,FSBI_2012,Hemoglobin,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Coleoptera,Copelatinae,FALSE,UN,,,PR,"SW,CB",uni,GENE,,FALSE,,,,,,,,,,,,,678400,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Copelatinae,,,,,,,,
Other Non-Insect,Copepoda,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Maxillopoda,Copepoda,,,,,,,,,,,,,
Coleoptera,Coptotomus,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,Less30,,,,,11,5,T,,,112371,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Coptotominae,Coptotomini,,Coptotomus,,,,,
Mollusca,Corbicula,FALSE,6t,,,CF,"BU,SP",semi,GENE,,TRUE,,,Less30,,,,,11,NA,F,,,81385,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Corbiculidae,,,,Corbicula,,,,,
Mollusca,Corbiculoidea,FALSE,4,3.881461143,,CF,"BU,SP",semi,GENE,,FALSE,warm,Warm,,19.79652208,23.592,,,,NA,,,,566875,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Corbiculoidea,,,,,,,,,,
Odonata,Cordulegaster,FALSE,2,2.441869259,,PR,BU,semi,LOTI,TRUE,TRUE,cowa,Cool-Warm,,19.6654073,22.54,,,11,3,F,,,102027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Cordulegastridae,,,,Cordulegaster,,,,,
Odonata,Cordulia shurtleffii,FALSE,UN,,,PR,SP,semi,LENT,,TRUE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,Corduliinae,,,Cordulia,,,,,shurtleffii
Odonata,Corduliidae,FALSE,UN,,,PR,"SP,CB",semi,GENE,,TRUE,,,Less30,,,,,11,2,F,,,102020,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Odonata,Anisoptera,,Corduliidae,,,,,,,,,
Misc. Phyla,Cordylophora caspia,FALSE,6t,,,PR,CN,multi,GENE,,FALSE,,Cool-Warm,,,,,,,,,,,,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,Anthoathecatae,Filifera,,Oceanidae,,,,Cordylophora,,,,,caspia
Diptera,Corethrella,FALSE,UN,,,PR,SP,multi,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Corethrellidae,,,,Corethrella,,,,,
Hemiptera,Corisella,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Corisella,,,,,
Hemiptera,Corisella decolor,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Corixinae,,,Corisella,,,,,decolor
Hemiptera,Corixidae,TRUE,,,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,,,,,,,,,
Acari,Corticacarus,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,,8,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Coticacarus,,,,,
Megaloptera,Corydalidae,FALSE,NA,1.953721642,,PR,"CN,CB",semi,GENE,TRUE,TRUE,cool,Cool,,16.67650127,19.258,,,11,0,F,,,115023,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,,,,,,,,,
Chironomidae,Corynoneura,FALSE,4,3.935890675,,CG,SP,multi,GENE,,FALSE,eurythermal,Eurythermal,,18.38191137,22.897,,,4,7,F,,,128563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Corynoneura,,,,,
Crustacea,Crangonyctidae,FALSE,NA,4.812998295,,CG,UN,multi,GENE,,FALSE,cowa,Cool-Warm,,19.94643719,23.112,,,,NA,,,,95080,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,,,,,,
Crustacea,Crangonyx,FALSE,5,4.812998295,,CG,SW,multi,NA,,FALSE,cowa,Cool-Warm,,19.95292243,23.132,,,11,6,F,,,95081,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Crangonyx,,,,,
Coleoptera,Crenitis,FALSE,UN,,,"PR,CG",BU,semi,GENE,TRUE,TRUE,,,Less30,,,,,11,5,T,,,113220,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Anacaenini,,Crenitis,,,,,
Chironomidae,Cricotopus,FALSE,5,3.936050415,,"CG,MH","CN,BU",multi,GENE,,FALSE,,Warm,,20.28846399,25.06,,yes,9,7,F,,,128575,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,
Chironomidae,Cricotopus (Isocladius),FALSE,5,4.044679165,,"CG,MH","CN,BU",multi,GENE,,FALSE,warm,Warm,,21.18771911,27.04,,,11,7,F,,,568515,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Chironomidae,Cricotopus (Nostococladius),FALSE,2,1.981878042,,MH,BU,multi,LOTI,,FALSE,eurythermal,Eurythermal,,19.31915743,23.43,,,5,6,F,,,568516,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Chironomidae,Cricotopus Bicinctus Group,FALSE,5,4.671721935,,"CG,MH","CN,BU",multi,GENE,,FALSE,warm,Warm,,21.61907409,25.86,,,11,7,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Chironomidae,Cricotopus Tremulus Group,FALSE,UN,,,"CG,MH","CN,BU",multi,GENE,,FALSE,,,Less30,,,,,11,7,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Chironomidae,Cricotopus Trifascia Group,FALSE,5,4.141120911,,"CG,MH","CN,BU",multi,GENE,,FALSE,warm,Warm,,23.43238533,26.484,,,11,7,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Chironomidae,Cricotopus/Orthocladius,FALSE,4,,,"CG,MH","CN,BU",multi,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,Cricotopus/Orthocladius,,,,,,
Crustacea,Crustacea,FALSE,NA,,,NA,NA,UN,NA,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,,,,,,,,,,,,,,,
Trichoptera,Cryptochia,FALSE,2,2.771752119,,SH,"CN,CB",semi,TERR,TRUE,TRUE,cold,Cold,,13.64827716,17.727,,,11,0,F,,,115907,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Cryptochia,,,,,
Chironomidae,Cryptochironomus,FALSE,5,4.833180428,,PR,"SP,BU",multi,GENE,,FALSE,warm,Warm,,22.33791563,25.96,,,5,8,F,,T,129368,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptochironomus,,,,,
Diptera,Cryptolabis,FALSE,3,2.973296881,,UN,BU,uni,LOTI,,FALSE,warm,Warm,,21.32707497,26.357,,,11,NA,T,,,120488,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Chioneinae,,,Cryptolabis,,,,,
Chironomidae,Cryptotendipes,FALSE,4,,,CG,SP,multi,GENE,,FALSE,,,Less30,,,,,11,6,F,,T,129394,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cryptotendipes,,,,,
Diptera,Culicidae,FALSE,UN,,,"CF,CG",SW,multi,GENE,,FALSE,,,Less30,,,,,11,10,T,,,125930,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Culicidae,,,,,,,,,
Trichoptera,Culoptila,FALSE,4,,,SC,CN,multi,LOTI,TRUE,FALSE,,,Less30,,,,,11,1,F,,,115236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Glossosomatoidea,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,
Plecoptera,Cultus,FALSE,3,,,PR,"SP,CN",uni,LOTI,,FALSE,,,Less30,,,,,2,2,F,15,,103137,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Diploperlini,,Cultus,,,,,
Acari,Cyclomomonia,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Momoniidae,,,,Cyclomomonia,,,,,
Acari,Cyclothyas,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hydryphantidae,,,,Cyclothyas,,,,,
Diptera,Cylindrotomidae,FALSE,UN,,,MH,"BU,SP",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Tipuloidea,Cylindrotomidae,,,,,,,,,
Hemiptera,Cymatia americana,TRUE,UN,,,"PH,PR",SW,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Hemiptera,Heteroptera,,Corixidae,Cymatiinae,,,Cymatia,,,,,americana
Coleoptera,Cymbiodyta,FALSE,UN,,,"PR,CG",BU,uni,GENE,TRUE,FALSE,,,Less30,,,,,11,10,F,,,113017,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Hydrophilidae,Hydrophilinae,Hydrophilini,,Cymbiodyta,,,,,
Chironomidae,Cyphomella,FALSE,UN,,,CG,BU,multi,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Cyphomella,,,,,
Leeches,Cystobranchus,FALSE,UN,,,PA,CN,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,Piscicolidae,Piscicolinae,,,Cystobranchus,,,,,
Diptera,Dactylolabis,FALSE,UN,,,UN,"BU,CN",uni,LOTI,TRUE,FALSE,,,Less30,,,,,,NA,,,,120049,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Dactylolabinae,,,Dactylolabis,,,,,
Diptera,Dasyhelea,FALSE,5,4.205358505,,"CG,SC","SP,CB",multi,GENE,,FALSE,warm,Warm,,19.51135559,24.883,,,11,NA,F,,,127278,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Ceratopogonidae,Dasyheleinae,,,Dasyhelea,,,,,
Crustacea,Decapoda,FALSE,NA,3.879862785,,NA,NA,UN,NA,,FALSE,,Warm,,19.84045614,23.926,,yes,3,6,F,,,95599,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Decapoda,,,,,,,,,,,,
Chironomidae,Demeijerea,FALSE,UN,,,"PR,MH",BU,multi,LENT,TRUE,FALSE,,,,,,,,11,8,F,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demeijerea,,,,,
Chironomidae,Demicryptochironomus,FALSE,4,,,CG,BU,multi,GENE,,FALSE,,,Less30,,,,,4,8,F,,T,129421,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Demicryptochironomus,,,,,
Oligochaeta,Dero,FALSE,UN,,,CG,"BU,SP",uni,GENE,,FALSE,,,Less30,,,,,11,8,F,,,68898,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Naidinae,,,Dero,,,,,
Chironomidae,Derotanypus,FALSE,UN,,,PR,UN,multi,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,,,Derotanypus,,,,,
Coleoptera,Desmopachria,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hyphydrini,,Desmopachria,,,,,
Plecoptera,Despaxia augusta,FALSE,3,2.667472601,,SH,"SP,CN",uni,LOTI,,FALSE,cool,Cool,,16.54365113,19.9,,,11,0,F,20,,102841,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Leuctridae,Leuctrinae,,,Despaxia,,,,,augusta
Coleoptera,Deuteronectes,FALSE,UN,,,PR,SW,uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Hydroporinae,Hydroporini,,Deuteronectes,,,,,
Diptera,Deuterophlebia,FALSE,2,,,SC,CN,uni,LOTI,TRUE,FALSE,,,Less30,,,,,0,0,F,,,121287,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Deuterophlebiidae,,,,Deuterophlebia,,,,,
Chironomidae,Diamesa,FALSE,3,2.879486084,,"CG,SC",SP,multi,LOTI,,FALSE,cold,Cold,,9.440019925,20.637,,,9,5,F,,,128355,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Diamesa,,,,,
Chironomidae,Diamesinae,FALSE,3,3.126278162,,"CG,SC","SP,CN",multi,GENE,,FALSE,,Eurythermal,,15.27881709,22.358,,yes,11,5,F,,U,128341,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,,,,,,,,
Acari,Diamphidaxona,FALSE,2,,,"PR,PA",UN,uni,LOTI,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Hygrobatidae,,,,Diamphidaxona,,,,,
Trichoptera,Dicosmoecinae,FALSE,NA,3.016031504,,UN,UN,UN,UN,,FALSE,,Eurythermal,,16.25240049,22.023,,yes,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,,,,,,
Trichoptera,Dicosmoecus,FALSE,3,3.155458212,,"SC,SH","CN,CB",UN,LOTI,,FALSE,,Warm,,19.96147012,23.543,,yes,1,2,F,10,U,116265,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,
Trichoptera,Dicosmoecus atripes,FALSE,2,2.431399584,,"SH,SC,PR","CN,SP",semi,LOTI,,TRUE,cool,Cool,,19.22876834,21.427,,,11,1,F,,U,116266,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,atripes
Trichoptera,Dicosmoecus gilvipes,FALSE,3,3.268592596,,"SC,SH","CN,CB",uni,LOTI,,FALSE,warm,Warm,,20.31658957,24.49,,,11,2,F,10,,116268,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,gilvipes
Trichoptera,Dicosmoecus pallicornis,FALSE,1i,,,"SC,SH","CN,CB",semi,LOTI,TRUE,FALSE,,,,,,,,,1,,,,116272,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Dicosmoecus,,,,,pallicornis
Diptera,Dicranomyia,FALSE,4,3.850877047,,"MH,SH","BU,SP",multi,GENE,,FALSE,cool,Cool,,17.01407378,20.646,,,,NA,,,,119705,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limoniinae,,,Dicranomyia,,,,,
Diptera,Dicranophragma,FALSE,UN,,,PR,BU,uni,GENE,TRUE,FALSE,,,,,,,,,4,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Dicranophragma,,,,,
Diptera,Dicranota,FALSE,4,3.575992823,,PR,"SP,BU,CN",uni,GENE,,FALSE,cool,Cool,,17.47758428,21.066,,,2,3,T,,,121027,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Pediciidae,Pediciinae,,,Dicranota,,,,,
Chironomidae,Dicrotendipes,FALSE,5,4.770759583,,CG,"BU,CN",multi,GENE,,FALSE,warm,Warm,,24.96669198,27.117,,,5,8,F,,T,129428,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Dicrotendipes,,,,,
Ephemeroptera,Diphetor hageni,FALSE,3,3.744419336,,CG,"SW,CN",multi,LOTI,,FALSE,cowa,Cool-Warm,,19.16262157,22.81,Cool-Warm,,1,5,F,,,568550,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Baetidae,,,,Diphetor,,,,,hageni
Chironomidae,Diplocladius,FALSE,5,4.768189907,,CG,SP,multi,GENE,,FALSE,cowa,Cool-Warm,,17.81264383,22.61,,,11,5,F,,,128670,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Diplocladius,,,,,
Crustacea,Diporeia erythrophthalma,FALSE,UN,,,"CG,SH",SW,multi,LENT,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Pontoporiidae,,,,Diporeia,,,,,erythrophthalma
Diptera,Diptera,FALSE,NA,3.97914505,,UN,UN,UN,UN,,FALSE,,Eurythermal,,18.11157007,22.491,,yes,11,NA,F,,,118831,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,,,,,,,,,,,,
Plecoptera,Diura,FALSE,2,,,PR,"SP,CN",uni,LOTI,TRUE,FALSE,,,Less30,,,,,11,2,F,,,103094,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Diura,,,,,
Diptera,Dixa,FALSE,4,3.500022411,,"CG,CF","SW,CB",multi,LOTI,,FALSE,cool,Cool,,17.07551304,20.725,,,11,1,F,,,125810,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixa,,,,,
Diptera,Dixella,FALSE,5,3.853248358,,CG,"SW,CB",multi,GENE,,FALSE,cowa,Cool-Warm,,20.4360572,22.244,,,11,4,F,,,125854,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,Dixella,,,,,
Diptera,Dixidae,FALSE,NA,3.54895997,,"CG,CF","SW,CB",multi,GENE,,FALSE,,Cool,,17.43027025,20.896,,yes,11,4,F,,,125809,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Dixidae,,,,,,,,,
Chironomidae,Djalmabatista,FALSE,UN,,,PR,SP,multi,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Procladiini,,Djalmabatista,,,,,
Chironomidae,Doithrix,FALSE,UN,,,UN,UN,multi,GENE,TRUE,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doithrix,,,,,
Diptera,Dolichocephala,FALSE,UN,,,PR,CN,uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,,Dolichocephala,,,,,
Diptera,Dolichopodidae,FALSE,5,,,PR,"SP,BU",uni,GENE,,FALSE,,,Less30,,,,,4,4,T,,,136824,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Dolichopodidae,,,,,,,,,
Trichoptera,Dolophilodes,FALSE,2,2.165446758,,CF,CN,uni,LOTI,,FALSE,cold,Cold,,16.10402054,19.697,,,1,0,F,10,U,115319,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Philopotaminae,,,Dolophilodes,,,,,
Chironomidae,Doncricotopus,FALSE,UN,,,UN,UN,multi,GENE,TRUE,FALSE,,,Less30,,,,,,NA,,,,128680,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,
Plecoptera,Doroneuria,FALSE,2,2.044402361,,PR,"SP,CN",semi,LOTI,,TRUE,cold,Cold,,15.54620448,19.28,Cold,,2,0,F,15,U,103121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlidae,Acroneuriinae,Acroneuriini,,Doroneuria,,,,,
Mollusca,Dreissena,FALSE,6t,,,CF,CN,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,
Mollusca,Dreissena bugensis,FALSE,6t,,,CF,CN,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,bugensis
Mollusca,Dreissena polymorpha,FALSE,6t,,,CF,CN,UN,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,Dreissenoidea,Dreissenidae,,,,Dreissena,,,,,polymorpha
Ephemeroptera,Drunella,FALSE,3,2.920901775,,"SC,CG,PR","CN,SP",uni,LOTI,,FALSE,,Cool,,15.49813056,20.75,,yes,11,1,F,5,,101365,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,
Ephemeroptera,Drunella Coloradensis Group,FALSE,3,,,"SC,CG","CN,SP",uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Coloradensis Group,,,
Ephemeroptera,Drunella doddsii,FALSE,3,2.777584553,,"SC,CG,PR","CN,SP",semi,LOTI,,TRUE,cool,Cool,,15.50782231,20.49,Cool,,0,1,F,15,U,698494,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,doddsii
Ephemeroptera,Drunella Grandis Group,FALSE,3,,,"SC,CG,PR","CN,SP",uni,LOTI,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,Grandis Group,,,
Ephemeroptera,Drunella pelosa,FALSE,1i,,,"SC,CG","CN,SP",uni,LOTI,TRUE,FALSE,,,Less30,,,,,,0,,,,568634,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Drunella,,,,,pelosa
Coleoptera,Dryopidae,FALSE,3,,,"SC,MH",CN,semi,LOTI,,FALSE,,,Less30,,,,,11,5,F,,,113999,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Dryopidae,,,,,,,,,
Coleoptera,Dubiraphia,FALSE,5,4.650678635,,"CG,SC","CN,CB",uni,LOTI,,FALSE,stenow,Warm Stenotherm,,23.35822663,27.2,,,4,6,F,,,114126,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Dubiraphia,,,,,
Megaloptera,Dysmicohermes,FALSE,1i,,,PR,"CN,CB",semi,LOTI,TRUE,TRUE,,,Less30,,,,,,NA,,,,115046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Corydalidae,Chauliodinae,,,Dysmicohermes,,,,,
Coleoptera,Dytiscidae,FALSE,UN,3.481005192,,PR,SW,uni,GENE,,FALSE,,Cool-Warm,,18.78139826,22.058,,yes,7,5,T,,,111963,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,,,,,,,,,
Coleoptera,Dytiscinae,FALSE,UN,,,PR,"SW,CB",uni,GENE,,FALSE,,,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,,Dytiscidae,Dytiscinae,,,,,,,,
Trichoptera,Ecclisocosmoecus scylla,FALSE,2,2.127852917,,SH,"SP,BU",semi,LOTI,TRUE,TRUE,stenoc,Cold Stenotherm,,14.25516322,17.455,,,11,0,F,,,116342,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisocosmoecus,,,,,scylla
Trichoptera,Ecclisomyia,FALSE,2,2.104732037,,"CG,SC,SH,PR",CN,"uni,semi",LOTI,,FALSE,stenoc,Cold Stenotherm,,14.4306806,17.809,,,2,4,F,20,,116025,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Dicosmoecinae,,,Ecclisomyia,,,,,
