Taxon_Group,Taxon_orig,Taxon_v2,OTU_MTTI_jan23,Changed,Rationale,NonTarget,OTU_BCG_MariNW,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Plecoptera,Isogenoides,Isogenoides,DNI,no,,FALSE,Isogenoides,103124,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Perlodini,,Isogenoides,,,,,
Plecoptera,Diploperla,Perlodidae,DNI,yes,,FALSE,Perlodidae,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,
Plecoptera,Perlodidae,Perlodidae,DNI,no,,FALSE,Perlodidae,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,
Plecoptera,Perlodinae,Perlodidae,DNI,yes,,FALSE,Perlodidae,102994,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,,,,,,,,
Plecoptera,Pteronarcella,Pteronarcella,Pteronarcella,no,,FALSE,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcella badia,Pteronarcella,Pteronarcella,yes,,FALSE,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcella regularis,Pteronarcella,Pteronarcella,yes,,FALSE,Pteronarcella,102485,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcellini,,Pteronarcella,,,,,
Plecoptera,Pteronarcys californica,Pteronarcys californica,Pteronarcys californica,no,,FALSE,Pteronarcys californica,102473,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,californica
Plecoptera,Pteronarcys dorsata,Pteronarcys dorsata,DNI,no,,FALSE,Pteronarcys dorsata,102478,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,dorsata
Plecoptera,Pteronarcys princeps,Pteronarcys princeps,Pteronarcys princeps,no,,FALSE,Pteronarcys princeps,102484,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,princeps
Plecoptera,Pteronarcys,Pteronarcys,DNI,no,,FALSE,Pteronarcys,102471,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,Pteronarcyinae,Pteronarcyini,,Pteronarcys,,,,,
Plecoptera,Pteronarcyidae,Pteronarcyidae,DNI,no,,FALSE,Pteronarcyidae,102470,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Pteronarcyidae,,,,,,,,,
Plecoptera,Perlidae/Perlodidae Group,Plecoptera,DNI,yes,,FALSE,Plecoptera,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,
Plecoptera,Plecoptera,Plecoptera,DNI,no,,FALSE,Plecoptera,102467,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,,,,,,,,,,,,
Trichoptera,Halesochila taylori,Halesochila taylori,DNI,ADDED 20221222,,FALSE,Halesochila taylori,116307,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,,Halesochila,,,,,taylori
Trichoptera,Apatania,Apatania,Apatania,no,,FALSE,Apatania,115935,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,Apataniinae,Apataniini,,Apatania,,,,,
Trichoptera,Allomyia,Allomyia,DNI,no,,FALSE,Allomyia,116438,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Allomyia,,,,,
Trichoptera,Moselyana,Moselyana,DNI,no,Single Species in Genus,FALSE,Moselyana,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,
Trichoptera,Moselyana comosa,Moselyana,DNI,yes,Single Species in Genus,FALSE,Moselyana,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Moselyana,,,,,
Trichoptera,Pedomoecus,Pedomoecus,Pedomoecus sierra,no,Single Species in Genus,FALSE,Pedomoecus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Pedomoecus,,,,,sierra
Trichoptera,Pedomoecus sierra,Pedomoecus,Pedomoecus sierra,yes,Single Species in Genus,FALSE,Pedomoecus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,Pedomoecus,,,,,sierra
Trichoptera,Apataniidae,Apataniidae,DNI,no,,FALSE,Apataniidae,598182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Apataniidae,,,,,,,,,
Trichoptera,Amiocentrus,Amiocentrus,Amiocentrus,no,backed off due to COI data,FALSE,Amiocentrus,116933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,,,,
Trichoptera,Amiocentrus aspilus,Amiocentrus,Amiocentrus,yes,backed off due to COI data,FALSE,Amiocentrus,116933,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Amiocentrus,,,,,
Trichoptera,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,no,,FALSE,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus americanus complex,Brachycentrus americanus,Brachycentrus americanus,yes,,FALSE,Brachycentrus americanus,116912,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Oligoplectrodes,,,,americanus
Trichoptera,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,no,,FALSE,Brachycentrus occidentalis,116918,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,Sphinctogaster,,,,occidentalis
Trichoptera,Brachycentrus,Brachycentrus,DNI,no,,FALSE,Brachycentrus,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus (Oligoplectrum),Brachycentrus,DNI,yes,,FALSE,Brachycentrus,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Brachycentrus echo,Brachycentrus,DNI,yes,,FALSE,Brachycentrus,116906,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Brachycentrus,,,,,
Trichoptera,Eobrachycentrus,Eobrachycentrus,DNI,no,Single sp.  E. gelidae,FALSE,Eobrachycentrus,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Eobrachycentrus,,,,,
Trichoptera,Micrasema,Micrasema,Micrasema,no,,FALSE,Micrasema,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,
Trichoptera,Micrasema dimicki,Micrasema,Micrasema,yes,,FALSE,Micrasema,116958,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,Micrasema,,,,,
Trichoptera,Brachycentridae,Brachycentridae,DNI,no,,FALSE,Brachycentridae,116905,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Brachycentridae,,,,,,,,,
Trichoptera,Heteroplectron,Heteroplectron,Heteroplectron californicum,no,single regional sp.,FALSE,Heteroplectron,116537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Calamoceratidae,Calamoceratinae,,,Heteroplectron,,,,,
Trichoptera,Heteroplectron californicum,Heteroplectron,Heteroplectron californicum,yes,sinlge regional sp.,FALSE,Heteroplectron,116537,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Calamoceratidae,Calamoceratinae,,,Heteroplectron,,,,,
Trichoptera,Agapetus,Agapetus,Agapetus,no,,FALSE,Agapetus,117121,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Agapetinae,,,Agapetus,,,,,
Trichoptera,Anagapetus,Anagapetus,Anagapetus,no,,FALSE,Anagapetus,117154,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Anagapetini,,Anagapetus,,,,,
Trichoptera,Glossosoma,Glossosoma,Glossosoma,no,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma (Anseriglossa),Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma penitum,Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma pyroxum,Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma traviatum,Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma velonum,Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Glossosoma wenatchee,Glossosoma,Glossosoma,yes,,FALSE,Glossosoma,117159,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Glossosomatinae,Glossosomatini,,Glossosoma,,,,,
Trichoptera,Culoptila,Culoptila,DNI,no,,FALSE,Culoptila,115236,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Culoptila,,,,,
Trichoptera,Protoptila,Protoptila,Protoptila,no,,FALSE,Protoptila,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
Trichoptera,Protoptila erotica,Protoptila,Protoptila,yes,,FALSE,Protoptila,115221,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,Protoptilinae,,,Protoptila,,,,,
Trichoptera,Glossosomatidae,Glossosomatidae,DNI,no,,FALSE,Glossosomatidae,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,
Trichoptera,Glossosomatinae,Glossosomatidae,DNI,yes,,FALSE,Glossosomatidae,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,
Trichoptera,Protoptilinae,Glossosomatidae,DNI,yes,,FALSE,Glossosomatidae,117120,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Glossosomatidae,,,,,,,,,
Trichoptera,Goera,Goera,Goera archaon,no,,FALSE,Goera,116423,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goera,,,,,
Trichoptera,Goera archaon,Goera,Goera archaon,yes,,FALSE,Goera,116423,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goera,,,,,
Trichoptera,Goeracea,Goeracea,DNI,no,,FALSE,Goeracea,116298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goeracea,,,,,
Trichoptera,Goeracea genota,Goeracea,DNI,yes,,FALSE,Goeracea,116298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goeracea,,,,,
Trichoptera,Goeracea oregona,Goeracea,DNI,yes,,FALSE,Goeracea,116298,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,Goerinae,,,Goeracea,,,,,
Trichoptera,Goeridae,Goeridae,DNI,no,,FALSE,Goeridae,115934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,,,,,,,,,
Trichoptera,Goerinae,Goeridae,DNI,yes,,FALSE,Goeridae,115934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Goeridae,,,,,,,,,
Trichoptera,Helicopsyche,Helicopsyche,Helicopsyche,no,,FALSE,Helicopsyche,117016,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Helicopsychidae,,,,Helicopsyche,,,,,
Trichoptera,Helicopsyche borealis,Helicopsyche,Helicopsyche,yes,,FALSE,Helicopsyche,117016,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Helicopsychidae,,,,Helicopsyche,,,,,
Trichoptera,Arctopsyche californica,Arctopsyche californica,Arctopsyche,no,,FALSE,Arctopsyche,115538,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,californica
Trichoptera,Arctopsyche grandis type 1,Arctopsyche grandis,Arctopsyche,yes,,FALSE,Arctopsyche,115530,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,grandis
Trichoptera,Arctopsyche,Arctopsyche,Arctopsyche,no,,FALSE,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Arctopsyche grandis,Arctopsyche,Arctopsyche,yes,,FALSE,Arctopsyche,115529,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Arctopsyche,,,,,
Trichoptera,Parapsyche almota,Parapsyche almota,Parapsyche almota,no,,FALSE,Parapsyche almota,115563,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,almota
Trichoptera,Parapsyche elsis,Parapsyche elsis,Parapsyche elsis,no,,FALSE,Parapsyche elsis,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis
Trichoptera,Parapsyche elsis complex,Parapsyche elsis,Parapsyche elsis,yes,,FALSE,Parapsyche elsis,115560,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,elsis
Trichoptera,Parapsyche turbinata,Parapsyche turbinata,DNI,no,,FALSE,Parapsyche turbinata,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,turbinata
Trichoptera,Parapsyche,Parapsyche,DNI,no,,FALSE,Parapsyche,115556,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,Parapsyche,,,,,
Trichoptera,Arctopsychinae,Arctopsychinae,DNI,no,,FALSE,Arctopsychinae,568763,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Arctopsychinae,,,,,,,,
Trichoptera,Diplex,Diplex,DNI,no,????  BAD ID?????,TRUE,Diplex,598262,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Diplectroninae,,,Diplex,,,,,
Trichoptera,Homoplectra,Homoplectra,DNI,no,,FALSE,Homoplectra,115618,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Diplectroninae,,,Homoplectra,,,,,
Trichoptera,Cheumatopsyche,Cheumatopsyche,Cheumatopsyche,no,,FALSE,Cheumatopsyche,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,
Trichoptera,Cheumatopsyche (Cheumatopsychodes),Cheumatopsyche,Cheumatopsyche,yes,,FALSE,Cheumatopsyche,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,
Trichoptera,Cheumatopsyche campyla,Cheumatopsyche,Cheumatopsyche,yes,,FALSE,Cheumatopsyche,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,
Trichoptera,Cheumatopsyche pettiti,Cheumatopsyche,Cheumatopsyche,yes,,FALSE,Cheumatopsyche,115408,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,,,,
Trichoptera,Ceratopsyche,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Ceratopsyche alternans/cockerelli,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Ceratopsyche amblis,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Ceratopsyche centra,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Ceratopsyche cockerelli,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Ceratopsyche oslari,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche,Hydropsyche,Hydropsyche,no,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche (Hydropsyche),Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche californica,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsyche occidentalis,Hydropsyche,Hydropsyche,yes,,FALSE,Hydropsyche,115453,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,,,,
Trichoptera,Hydropsychidae,Hydropsychidae,DNI,no,,FALSE,Hydropsychidae,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Hydropsychinae,Hydropsychidae,DNI,yes,,FALSE,Hydropsychidae,115398,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Hydropsychoidea,Hydropsychoidea,DNI,no,TOO COARSE,FALSE,Hydropsychoidea,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydropsychidae,,,,,,,,,
Trichoptera,Agraylea,Agraylea,Agraylea,no,,FALSE,Agraylea,115635,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Agraylea,,,,,
Trichoptera,Hydroptila,Hydroptila,Hydroptila,no,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila ajax,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila arctia,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila consimilis,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila lenora,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila rono,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Hydroptila xera,Hydroptila,Hydroptila,yes,,FALSE,Hydroptila,115641,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Hydroptila,,,,,
Trichoptera,Oxyethira,Oxyethira,Oxyethira,no,,FALSE,Oxyethira,115779,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Hydroptilini,,Oxyethira,,,,,
Trichoptera,Leucotrichia,Leucotrichia,Leucotrichia,no,,FALSE,Leucotrichia,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Trichoptera,Leucotrichia pictipes,Leucotrichia,Leucotrichia,yes,,FALSE,Leucotrichia,115630,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Leucotrichiini,,Leucotrichia,,,,,
Trichoptera,Neotrichia,Neotrichia,DNI,no,,FALSE,Neotrichia,115833,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Neotrichiini,,Neotrichia,,,,,
Trichoptera,Hydroptilidae sp. RAI # 0001,Ochrotrichia,Ochrotrichia,yes,,FALSE,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Ochrotrichia,Ochrotrichia,Ochrotrichia,no,,FALSE,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Ochrotrichia alsea,Ochrotrichia,Ochrotrichia,yes,,FALSE,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Ochrotrichia stylata,Ochrotrichia,Ochrotrichia,yes,,FALSE,Ochrotrichia,115714,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Ochrotrichiini,,Ochrotrichia,,,,,
Trichoptera,Orthotrichia,Orthotrichia,DNI,no,,FALSE,Orthotrichia,115828,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Orthotrichiini,,Orthotrichia,,,,,
Trichoptera,Stactobiella,Stactobiella,DNI,no,,FALSE,Stactobiella,115817,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,
Trichoptera,Palaeagapetus,Palaeagapetus,Palaeagapetus nearcticus,no,single Species in region,FALSE,Palaeagapetus,115849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,
Trichoptera,Palaeagapetus nearcticus,Palaeagapetus,Palaeagapetus nearcticus,yes,single Species in region,FALSE,Palaeagapetus,115849,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,Ptilocolepinae,,,Palaegapetus,,,,,
Trichoptera,Hydroptilidae,Hydroptilidae,DNI,no,,FALSE,Hydroptilidae,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Trichoptera,Hydroptilidae sp. AJF#01,Hydroptilidae,DNI,yes,,FALSE,Hydroptilidae,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Trichoptera,Metrichia,Hydroptilidae,DNI,yes,,FALSE,Hydroptilidae,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
Trichoptera,Paucicalcaria,Hydroptilidae,DNI,yes,,FALSE,Hydroptilidae,115629,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,Hydroptilidae,,,,,,,,,
