TaxaID,RANK,NONTARGET,BCG_ATTR,FFG,FFGSource_BCG,Habit,HabitSource_BCG,TolVal,TolValSource_BCG,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,AUTHOR,TSN,PARTSN,BENTAXAID,TOLVAL_NM,TOLVALSOURCE_NM,TOLVAL_ED,TOLVALSOURCE_ED,TOLVALWI,TOLVALKANOD,TOLVALKAAP,TOLVALKAHM,TOLVALKAPOC,TOLVALKASA,TOLVALKASSS,TOLVALKASOURCE,TOLVALIDSS,TOLVALIDSSSOURCE,FFG_NM,FFGSOURCE_NM,FFG_ED,FFGSECONDARY,FFGTERTIARY,FFGSOURCE_ED,HABIT_NM,HABITSECONDARY,HABITTERTIARY,HABITSOURCE,HABITATPRIMARY,HABITATSECONDARY,HABITATTERTIARY,HABITATSOURCE,LIFECYCLE_NM,LIFECYCLESOURCE,LIFECYCLE1,LIFECYCLE1SOURCE,LIFECYCLE2,LIFECYCLE2SOURCE,TEMPTOLERANCE,TEMPTOLERANCESOURCE,COMMENTS_NM,JACOBI_ID,NM_TAXON_ID
Megaloptera/Neuroptera,Order,FALSE,,,,,,,,Arthropoda,,Insecta,,Megaloptera/Neuroptera,,,,,,,115000,99208,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999366
Megarcys,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Perlodidae,,,Megarcys,"Klap?lek, 1912",103110,609865,829,2,EPA 841-B-99-002,2,EPA 841-B-99-002,,,,,,,,,8,Minshall,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,semivoltine,BPJ,Stenothermal: cold,IdahoDEQ-WBAG-2002,No Comments,,22603
Megarcys signata,Species,FALSE,3,PR,Jacobi,,,2,Jacobi,Arthropoda,,Insecta,,Plecoptera,,Perlodidae,,,Megarcys,"(Hagen, 1874)",103111,103110,830,2,Jacobi,,,,,,,,,,,,,Predator,Jacobi,,,,,,,,,,,,,,,semivoltine,USGS BenTraits Table,univoltine,USGS BenTraits Table,Stenothermal: cold,inferred,No Comments,126,22604
Meringodixa,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Dixidae,,,Meringodixa,,125873,125809,1765,2,EPA 841-B-99-002,2,EPA 841-B-99-002,,,,,,,,,,,,,,,,EPA 841-B-99-002,Burrower,,,EPA 841-B-99-002,LT-er,LT-dp,,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,,29248
Meringodixa chalonensis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,Pterygota,Diptera,,Dixidae,,,Meringodixa,,,,2441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29249
Merragata,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Hebridae,,,Merragata,"White, 1877",103983,103964,971,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Skater,cb,,M&C 95-80182,LN-lt,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,26890
Merragata hebroides,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Hebridae,,,Merragata,"White, 1877",103985,103983,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999603
Mesocapnia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Mesocapnia,"Rauser, 1968",102771,609848,793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,univoltine,USGS BenTraits Table,,,,,No Comments,,29284
Mesocapnia arizonensis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Mesocapnia,"(Baumann and Gaufin, 1969)",102773,102771,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999468
Mesocapnia frisoni,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Mesocapnia,"(Baumann and Gaufin, 1970)",102776,102771,795,1,Jacobi,,,,,,,,,,,,,Shredder,Jacobi,,,,,,,,,,,,,,,,,,,,,No Comments,112,999469
Mesocapnia werneri,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Capniidae,,,Mesocapnia,"(Baumann and Gaufin, 1970)",102783,102771,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999470
Mesosmittia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Mesosmittia,,128818,128457,1507,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,Sprawler,,,M&C 95-80182,LT,,,M&C 95-80182,,,,,,,,,No Comments,,25348
Mesosmittia acutistylus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Mesosmittia,,,128818,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999759
Mesosmittia lobiger,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Mesosmittia,,,128818,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999760
Mesosmittia prolixa,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Mesosmittia,,,128818,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not in ITIS db,,999761
Metrichia,Genus,FALSE,,SC,Jacobi,CN,03_WSA,4,Jacobi,Arthropoda,,Insecta,,Trichoptera,Hydroptiloidea,Hydroptilidae,,,Metrichia,"Ross, 1938",598644,598247,2040,4,Jacobi,,,,0,0,0,0,0,0,0,0,,Scraper,Jacobi,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,340.5,29450
Metriocnemus,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Metriocnemus,,128821,128457,1511,8,Jacobi,,,,,,,,,,,,,Gatherer,Jacobi,,PR,,M&C 95-80182,Burrower,sp,,M&C 95-80182,LT-er,LT-dp,LN-li,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,436.92,25349
Metrobates,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,Metrobates,"Uhler, 1878",103857,103801,915,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Skater,,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,,,No Comments,,26881
Metrobates denticornis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,Metrobates,"(Champion, 1898)",103871,103857,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999616
Metrobates trux,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Gerridae,,,Metrobates,"(Torre-bueno, 1921)",103863,103857,917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999617
Michrochironomus,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Michrochironomus,,,,2286,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,added for OTU generation,,999400
Micracanthia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Micracanthia,"Reuter, 1912",104115,104063,982,,,,,,,,,,,,,,,Predator,M&C 95-80182,Predator,,,M&C 95-80182,Climber,,,M&C 95-80182,LN,,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,,,No Comments,,27209
Micracanthia humilis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Micracanthia,"(Say, 1832)",104116,104115,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999589
Micracanthia quadrimaculata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Micracanthia,"(Champion, 1900)",104117,104115,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999590
Micracanthia utahensis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Saldidae,,,Micracanthia,"Drake and Hottes, 1955",104128,104115,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999591
Micrasema,Genus,FALSE,3,SH,Jacobi,CN,M&C 95-80182,1,Jacobi,Arthropoda,,Insecta,,Trichoptera,Limnephiloidea,Brachycentridae,,,Micrasema,"McLachlan, 1876",116958,116905,1100,1,Jacobi,1,EPA 841-B-99-002,,,,,,,,,4,Minshall,Shredder,Jacobi,Shredder,GC,,M&C 95-80182,Clinger,sp,,M&C 95-80182,LT-er,LT-vh,,M&C 95-80182,,,semivoltine,USGS BenTraits Table,univoltine,USGS BenTraits Table,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,373,26078
Microchironomus,Genus,FALSE,,CG,03_WSA,BU,M&C 95-80182,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Michrochironomus,"Kieffer, 1926",129532,129229,1626,,,,,,,,,,,,,,,,,,,,M&C 95-80182,Burrower,,,M&C 95-80182,LN,,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,24935
Microchironomus nigrovittatus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Michrochironomus,"(Malloch, 1915)",129533,129532,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999325
Microcylloepus,Genus,FALSE,4,SC,Jacobi,CN,M&C 95-80182,4,Jacobi,Arthropoda,,Insecta,,Coleoptera,Dryopoidea,Elmidae,,,Microcylloepus,"Hinton, 1935",114146,114093,1349,4,Jacobi,4,EPA 841-B-99-002,,1,3,1,2,2,2,,,,Scraper,Jacobi,,SC,,EPA 841-B-99-002,Clinger,cb,bu,M&C 95-80182,LT-er,LT-dp,,M&C 95-80182,,,semivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,inferred,No Comments,746,23979
Microcylloepus pusillus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Dryopoidea,Elmidae,,,Microcylloepus,"(Leconte, 1852)",114147,114146,1350,2,EPA 841-B-99-002,2,EPA 841-B-99-002,3,1,3,1,2,2,2,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,23980
Microdiplax,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Libellulidae,,,Microdiplax,,,,2287,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,added for OTU generation,,999385
Micropsectra,Genus,FALSE,3,CG,Jacobi,CB,M&C 95-80182,7,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra,"Kieffer, 1909",129890,129872,1685,7,EPA 841-B-99-002,7,EPA 841-B-99-002,7,3,2,2,2,3,3,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Climber,sp,,M&C 95-80182,LN-li,LT-dp,,M&C 95-80182,,,bivoltine,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,444.3,25283
Micropsectra logani,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra,"(Johannsen, 1928)",129909,129890,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999804
Micropsectra nigripila,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra,"(Johannsen, 1905)",129911,129890,1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,27358
Micropsectra polita,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Tanytarsini,Micropsectra,"(Malloch, 1919)",129913,129890,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,25284
Micropsectra/Tanytarsus,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Micropsectra/Tanytarsus,,,,2156,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999405
Microtendipes,Genus,FALSE,4,CG,Jacobi,CN,M&C 95-80182,6,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Microtendipes,"Kieffer, 1915",129535,129229,1628,6,EPA 841-B-99-002,6,EPA 841-B-99-002,7,3,3,1,3,3,3,,,,Gatherer,Jacobi,,GC,,EPA 841-B-99-002,Clinger,,,M&C 95-80182,LN-li,LT-dp,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,443.1,24936
Microtendipes caducus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Microtendipes,"Townes, 1945",129538,129535,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,24937
Microtendipes Pedellus Group,Species,FALSE,4,CF,07_CO1994,,,5,07_CO1994,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,2126,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999833
Microtendipes Rydalensis Group,Species,FALSE,4,,AZ DEQ,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Chironominae,Chironomini,Microtendipes,,,,2127,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999834
Microvelia,Genus,FALSE,,PR,Jacobi,SK,M&C 95-80182,6,AZ DEQ,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Westwood, 1898",103900,103885,884,6,AZ DEQ,,,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Skater,,,M&C 95-80182,LN-lm,LT-dp,,M&C 95-80182,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,625,27214
Microvelia beameri,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Mckinstry, 1937",103915,103900,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999569
Microvelia cerifera,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Mckinstry, 1937",103904,103900,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999574
Microvelia fasciculifera,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Mckinstry, 1937",103917,103900,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999570
Microvelia gerhardi,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Hussey, 1924",103907,103900,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999571
Microvelia hinei,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Drake, 1920",103908,103900,889,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999575
Microvelia paludicola,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Champion, 1898",103909,103900,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999572
Microvelia pulchella,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Westwood, 1834",103910,103900,891,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,,,,,,,,,,,multivoltine,USGS BenTraits Table,,,Eurythermal: warm summer,inferred,No Comments,,27215
Microvelia signata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Uhler, 1894",103905,103900,892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999576
Microvelia torquata,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,Microvelia,"Champion, 1898",103918,103900,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999573
Microvelinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Hemiptera,,Veliidae,,,,,,,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999269
Molophilus,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Tipulidae,,,Molophilus,"Curtis, 1833",120758,120397,2057,3,Jacobi,,,,0,0,0,0,0,0,0,0,,Shredder,Jacobi,,,,,Burrower,,,RBP2 1999,,,,,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,407.2,25724
Monodiamesa,Genus,FALSE,4,CG,Jacobi,SP,EPA 841-B-99-002,7,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Prodiamesinae,,Monodiamesa,"Kieffer, 1921",128440,128437,1451,7,EPA 841-B-99-002,7,EPA 841-B-99-002,,,,,,,,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Sprawler,bu,,EPA 841-B-99-002,LT-er,,,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,435.5,24596
Muscidae,Family,FALSE,4,PR,Jacobi,SP,M&C 95-80182,6,Jacobi,Arthropoda,,Insecta,,Diptera,,Muscidae,,,,,150025,131750,1830,6,Jacobi,6,EPA 841-B-99-002,,,,,,,,,,,Predator,Jacobi,Predator,,,EPA 841-B-99-002,Sprawler,,,M&C 95-80182,LN-li,LT-dp,LT-er,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,457,24337
Muscomorpha,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Tabanidae,,,,,131750,130052,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,29872
Nanocladius,Genus,FALSE,4,CG,Jacobi,SP,M&C 95-80182,3,EPA 841-B-99-002,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Nanocladius,"Kieffer, 1913",128844,128457,1512,3,EPA 841-B-99-002,3,EPA 841-B-99-002,3,1,2,1,2,2,3,,,,Gatherer,Jacobi,,,,EPA 841-B-99-002,Sprawler,,,M&C 95-80182,LT-er,LN-li,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,436.9,25351
Nanocladius andersoni,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Nanocladius,"Saether, 1977",128850,128844,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999762
Nanocladius crassicornus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Nanocladius,"Saether, 1977",128852,128844,1514,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999763
Nanocladius distinctus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Nanocladius,"(Malloch, 1915)",128853,128844,1515,,,,,,,,,,,,,,,,,,,,EPA 841-B-99-002,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999737
Nanocladius spiniplenus,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,Chironomidae,Orthocladiinae,,Nanocladius,"Saether, 1977",128862,128844,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eurythermal: warm summer,inferred,No Comments,,999738
Narpus,Genus,FALSE,3,SH,Jacobi,CN,M&C 95-80182,4,Jacobi,Arthropoda,,Insecta,,Coleoptera,Dryopoidea,Elmidae,,,Narpus,Casey,114142,114093,1351,4,Jacobi,4,EPA 841-B-99-002,,,,,,,,,5,Minshall,Shredder,Jacobi,,,,EPA 841-B-99-002,Clinger,,,M&C 95-80182,LT-er,,,M&C 95-80182,,,,,,,Eurythermal: cool summer,IdahoDEQ-WBAG-2002,No Comments,739,23981
Narpus concolor,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Coleoptera,Dryopoidea,Elmidae,,,Narpus,"(Leconte, 1881)",114144,114142,1352,4,EPA 841-B-99-002,4,EPA 841-B-99-002,,,,,,,,,,,,,,,,EPA 841-B-99-002,Clinger,,,EPA 841-B-99-002,,,,,,,,,,,Eurythermal: cool summer,inferred,No Comments,,23982
Nasiaeschna,Genus,FALSE,,,NRSA,,NRSA,8.1,NRSA,Arthropoda,,Insecta,,Odonata,,Aeshnidae,,,Nasiaeschna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natarsia,Genus,FALSE,5,PR,MC 96,SP,RBP2 1999,10,NC SOP 97,Arthropoda,,Insecta,Pterygota,Diptera,,Chironomidae,Tanypodinae,Natarsiini,Natarsia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naucoridae,Family,FALSE,4,PR,EPA 841-B-99-002,CN,EPA 841-B-99-002,5,EPA 841-B-99-002,Arthropoda,,Insecta,,Hemiptera,,Naucoridae,,,,"Leach, 1915",103613,103358,940,5,EPA 841-B-99-002,5,EPA 841-B-99-002,5,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Clinger,sw,,EPA 841-B-99-002,LT-er,LN-lt,,M&C 95-80182,,,,,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,26896
Nectopsyche,Genus,FALSE,4,SH,Jacobi,CB,M&C 95-80182,3,Jacobi,Arthropoda,,Insecta,,Trichoptera,Leptoceroidea,Leptoceridae,,,Nectopsyche,"Mueller, 1879",116651,598234,1136,3,Jacobi,3,EPA 841-B-99-002,,3,3,2,2,2,3,,,,Shredder,Jacobi,Shredder,GC,PR,M&C 95-80182,Climber,sw,,M&C 95-80182,LN-vh,LT-er,,M&C 95-80182,,,univoltine,USGS BenTraits Table,,,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,363.5,26464
Nectopsychini,Tribe,FALSE,,,,,,,,Arthropoda,,Insecta,,Trichoptera,Leptoceroidea,Leptoceridae,,,,"Morse, 1981",598234,555649,1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999282
Nehalennia,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Coenagrionidae,,,Nehalennia,"Selys, 1850",102135,102077,741,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,EPA 841-B-99-002,LN-vh,,,M&C 95-80182,,,,,,,,,No Comments,,22642
Nehalennia integricollis,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Odonata,,Coenagrionidae,,,Nehalennia,"Calvert, 1913",102136,102135,742,,,,,,,,,,,,,,,Predator,EPA 841-B-99-002,Predator,,,EPA 841-B-99-002,Climber,,,EPA 841-B-99-002,,,,,,,,,,,,,No Comments,,999479
Nematocera,SubOrder,FALSE,,,,,,,,Arthropoda,,Insecta,,Diptera,,,,,,,118832,118831,1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,29108
Nemotelus,Genus,FALSE,,CG,03_WSA,SP,03_WSA,4,03_WSA,Arthropoda,,Insecta,,Diptera,,Stratiomyidae,,,Nemotelus,,130694,130685,2167,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,27363
Nemouridae,Family,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Nemouridae,,,,,102517,102467,760,2,EPA 841-B-99-002,2,EPA 841-B-99-002,,0,2,3,1,2,2,,,,,,Shredder,GC,,EPA 841-B-99-002,Sprawler,cn,,,LT-er,LT-dp,,M&C 95-80182,,,univoltine,USGS BenTraits Table,semivoltine,in more stable habitat,Eurythermal: warm summer,IdahoDEQ-WBAG-2002,No Comments,,22247
Nemourinae,SubFamily,FALSE,,,,,,,,Arthropoda,,Insecta,,Plecoptera,,Nemouridae,,,,,609852,102517,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999202
Neochoroterpes,Genus,FALSE,4,,AZ DEQ,CN,M&C 95-80182,2,EPA 841-B-99-002,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Neochoroterpes,"Allen, 1974",568558,101095,487,2,EPA 841-B-99-002,2,EPA 841-B-99-002,2,,,,,,,,,,,,,SC,,M&C 95-80182,Clinger,sp,,M&C 95-80182,LT-er,LT-dp,LN-lt,M&C 95-80182,,,,,,,,,No Comments,,29615
Neochoroterpes kossi,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Neochoroterpes,"(Allen, 1974)",568657,568558,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999653
Neochoroterpes nanita,Species,FALSE,,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Neochoroterpes,"(Traver, 1934)",568658,568558,489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,999648
Neochoroterpes oklahoma,Species,FALSE,4,,,,,,,Arthropoda,,Insecta,,Ephemeroptera,,Leptophlebiidae,,,Neochoroterpes,"(Traver, 1934)",609646,568558,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Comments,,29616
Neoelmis,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neoelmis,,,,2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23983
Neohermes,Genus,FALSE,,,,,,,,Arthropoda,,Insecta,,Megaloptera,,Corydalidae,,,Neohermes,Banks 1908,115048,115023,1013,3,Jacobi,,,,,,,,,,,,,Predator,Jacobi,Predator,,,M&C 95-80182,Clinger,cb,,M&C 95-80182,LT-er,,,M&C 95-80182,,,,,,,,,No Comments,805,26058
