Taxon_Group,BenTaxaID,FinalID,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank,TolVal,TolValSource,FFG,FFGSource,Habit,HabitSource,InBenthics,AdminCheck,DateNameRevised,EnterDate,Comments,Terrestrial,BCG_Attr,data_MN,BCG_Attr_NLF,BCG_Attr_Driftless,BCG_Attr_MN,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9
,103,Krendowskiidae,83499,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Krendowskiidae,,,,,,,Family,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,104,Lebertiidae,83033,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Lebertiidae,,,,,,,Family,8,WSA,PR,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,105,Lebertia,83034,83033,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Lebertiidae,,,Lebertia,,,,Genus,8,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,106,Limnesiidae,83050,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnesiidae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,107,Limnesia,83051,83050,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnesiidae,,,Limnesia,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,108,Limnocharidae,83145,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,109,Limnochares,83146,83145,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Limnocharidae,,,Limnochares,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,110,Mideopsidae,83476,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Mideopsidae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,111,Mideopsis,83479,83476,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Mideopsidae,,,Mideopsis,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,112,Momoniidae,83470,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Momoniidae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,113,Neoacaridae,82858,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Neoacaridae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,114,Oxidae,83239,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Oxidae,,,,,,,Family,,WSA,PR,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,115,Forelia,83331,83330,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Pionidae,,,Forelia,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,116,Wettina,83430,83330,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Pionidae,,,Wettina,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,117,Protziidae,83164,82770,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Protziidae,,,,,,,Family,,WSA,PR,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,118,Calonyx,83165,83164,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Protziidae,,,Calonyx,,,,Genus,,WSA,,WSA,SP,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,119,Sperchon,83006,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchon,,,,Genus,8,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,120,Sperchonida,,,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,,,,,Family,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,121,Sperchonopsis,83029,83005,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Sperchontidae,,,Sperchonopsis,,,,Genus,8,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,122,Torrenticola,83254,83249,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Torrenticolidae,,,Torrenticola,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,123,Koenikea,83093,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Koenikea,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,124,Neumania,83103,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Neumania,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,125,Unionicola,83073,83072,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Unionicolidae,,,Unionicola,,,,Genus,,WSA,PR,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,126,Collembola,99237,563886,Arthropoda,Hexapoda,Entognatha,,Collembola,,,,,,,,,Order,10,WSA,CG,WSA,,WSA,,FALSE,,2006-01-17,WSA,TRUE,,TRUE,,,,x,x,x,x
,127,Coleoptera,109216,563890,Arthropoda,,Insecta,Pterygota,Coleoptera,,Coleoptera,,,,,,,Order,4,WSA,PR,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,x,x
,128,Listronotus,114690,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Listronotus,,,,Genus,,WSA,SH,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,x,x
,129,Postelichus,193691,113999,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Postelichus,,,,Genus,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,130,Heterosternuta,728249,728229,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Heterosternuta,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,4,4,3,3
,131,Acilius,112074,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Acyliini,Acilius,,,,Genus,,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,132,Bidessonotus,112319,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Bidessonotus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,133,Celina,112136,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Methlini,Celina,,,,Genus,5,RBP2 1999 (MACS),PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,134,Copelatus,112561,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Copelatinae,Copelatini,Copelatus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,135,Coptotomus,112371,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Coptotiminae,Coptotimini,Coptotomus,,,,Genus,9,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,136,Deronectes,112153,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Deronectes,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,137,Desmopachria,112145,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hyphydrini,Desmopachria,,,,Genus,4,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,138,Hydaticus,112172,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Hydaticini,Hydaticus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,4,4,,
,139,Hydrocolus,728250,728229,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydrocolus,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,140,Hydroporus,112390,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,141,Hydroporus ouachitus,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydroporus,,Hydroporus ouachitus,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,142,Hydroporus/Hygrotus,,,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,Hydroporus/Hygrotus,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,143,Hygrotus,112200,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hygrotini,Hygrotus,,,,Genus,4,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,x,x
,144,Ilybius,112181,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Agabinae,Agabini,Ilybius,,,,Genus,5,RBP2 1999 (MACS),PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,x,x
,145,Laccophilus,112278,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,,,Genus,10,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,146,Liodessus,112580,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Liodessus,,,,Genus,,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,147,Neobidessus,112590,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Neobidessus,,,,Genus,,WSA,,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,148,Rhantus,112086,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Colymbetinae,Colymbetini,Rhantus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,,,,
,149,Thermonectus,112109,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Acyliini,Thermonectus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,,,,
,150,Uvarus,112575,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Bidessini,Uvarus,,,,Genus,5,WSA,"PR,SH",WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,151,Hydroporini,728229,678402,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,,,,,Tribe,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,152,Hydroporinae,678402,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,,,,,,Subfamily,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,153,Hexacylloepus,114223,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Hexacylloepus,,,,Genus,,WSA,SC,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,154,Cylloepus,114208,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Cylloepus,,,,Genus,,RBP2 1999 (ID),CG,RBP2 1999,cn,RBP2 1999,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,155,Cleptelmis,114164,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Cleptelmis,,,,Genus,4,WSA,CG,RBP2 1999,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,156,Gonielmis,114216,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Gonielmis,,,,Genus,0,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,157,Heterelmis,114237,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Heterelmis,,,,Genus,,RBP2 1999 (ID),CG,RBP2 1999,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,158,Heterlimnius,114167,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Heterlimnius,,,,Genus,4,WSA,CG,RBP2 1999,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,159,Neocylloepus,114253,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neocylloepus,,,,Genus,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,160,Neoelmis,114232,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Neoelmis,,,,Genus,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,161,Ordobrevia,114235,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Ordobrevia,,,,Genus,4,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,162,Zaitzevia,114205,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,,Elmidae,,,Zaitzevia,,,,Genus,,RBP2 1999 (ID),CG,RBP2 1999,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,163,Gyretes,112706,112653,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyretes,,,,Genus,5,WSA,PR,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,164,Haliplidae,111857,109226,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,,,,,Family,7,WSA,PI,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,4,x,x,x
,165,Haliplus,111858,111857,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,Haliplus,,,,Genus,6,WSA,"PI,SH",WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,5,TRUE,,5,5,4,5,5,5
,166,Neoheterocerus,114263,114262,Arthropoda,,Insecta,Pterygota,Coleoptera,,Heteroceridae,,,Neoheterocerus,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,167,Hydraenidae,112756,112752,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydraenidae,,,,,,,Family,5,WSA,PR,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,x,x,x,x
,168,Hydrochus,113166,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,,Hydrochidae,,,Hydrochus,,,,Genus,6,WSA,SH,WSA,"CB, SW",WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,4,4,4,4,4
,169,Hydrobius,113196,112811,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Hydrophilidae,Hydrophilinae,Hydrophilini,Hydrobius,,,,Genus,4,WSA,"CG,PR",WSA,"CB, CN",WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,170,Hydrocanthus,112623,112606,Arthropoda,,Insecta,Pterygota,Coleoptera,,Noteridae,Noterinae,,Hydrocanthus,,,,Genus,7,WSA,PR,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,171,Suphisellus,112607,112606,Arthropoda,,Insecta,Pterygota,Coleoptera,,Noteridae,Noterinae,,Suphisellus,,,,Genus,,WSA,PR,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,172,Ptilodactylidae,114265,113998,Arthropoda,,Insecta,Pterygota,Coleoptera,,Ptilodactylidae,,,,,,,Family,5,WSA,SH,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,173,Cyphon,113948,113923,Arthropoda,,Insecta,Pterygota,Coleoptera,,Scirtidae,,,Cyphon,,,,Genus,6,WSA,SC,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,174,Scirtes,113929,113923,Arthropoda,,Insecta,Pterygota,Coleoptera,,Scirtidae,,,Scirtes,,,,Genus,6,WSA,SH,WSA,CB,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,175,Pontomalota,113282,113265,Arthropoda,,Insecta,Pterygota,Coleoptera,,Staphylinidae,Aleocharinae,Athetini,Pontomalota,,,,Genus,,WSA,,WSA,BU,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,176,Carabidae,109234,109226,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Carabidae,,,,,,,Family,3,WSA,PR,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,x,x
,177,Dytiscidae,111963,109226,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,,,,,,,Family,5,WSA,PR,WSA,"CB, SW",WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,,4,4,4,x,x
,178,Dytiscus,112118,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Dytiscinae,Dytiscini,Dytiscus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,4,4,,
,179,Lioporeus,568825,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Lioporeus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,180,Lioporeus pilatei,584568,568825,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Lioporeus,,Lioporeus pilatei,,Species,,WSA,,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,181,Neoporus,728252,728229,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Neoporus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,182,Oreodytes,112314,111963,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Adephaga,Dytiscidae,Hydroporinae,Hydroporini,Oreodytes,,,,Genus,,RBP2 1999 (ID),SH,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,,
,183,Gyrinidae,112653,109226,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,,,,,Family,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,4,4,,
,184,Dineutus,112711,112653,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,,4,4,,
,185,Dineutus assimilis,112714,112711,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus assimilis,,Species,,WSA,PR,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,186,Dineutus ciliatus,112715,112711,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus ciliatus,,Species,,WSA,PR,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,187,Dineutus discolor,112713,112711,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus discolor,,Species,,WSA,PR,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,188,Dineutus serrulatus,112717,112711,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Dineutus,,Dineutus serrulatus,,Species,,WSA,,WSA,sw,RBP2 1999,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,189,Gyrinus,112654,112653,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,,,Genus,5,WSA,PR,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,,4,4,4,4
,190,Gyrinus analis,112663,112654,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Gyrinidae,,,Gyrinus,,Gyrinus analis,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,191,Peltodytes,111923,111857,Arthropoda,,Insecta,Pterygota,Coleoptera,Adephaga,Haliplidae,,,Peltodytes,,,,Genus,5,WSA,"PI,SH",WSA,"CB, CN",WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,4,4,4,4
,192,Chrysomelidae,114509,114496,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,,,,,,,Family,8,WSA,SH,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,x,x
,193,Donacia,114510,114509,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Chrysomelidae,Donaciinae,Donaciini,Donacia,,,,Genus,,WSA,SH,RBP2 1999,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,194,Curculionidae,114666,114654,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,,,,,Family,6,WSA,SH,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,,
,195,Auleutes,114875,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Auleutes,,,,Genus,6,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,196,Rhinoncus,188024,114666,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Curculionidae,,,Rhinoncus,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,197,Helichus,114006,113999,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,,,Genus,4,WSA,"CG,PR,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,3,,,4,4,3,3
,198,Helichus basalis,114011,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus basalis,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,199,Helichus fastigiatus,114013,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus fastigiatus,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,200,Helichus lithophilus,114009,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus lithophilus,,Species,6,WSA,SH,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,201,Helichus striatus,114017,114006,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Dryopidae,,,Helichus,,Helichus striatus,,Species,5,USEPA 1990 Draft,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,FALSE,3,,,,,3,x
,202,Elmidae,114093,113998,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,,,,,Family,4,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,,4,4,4,x,x
,203,Ancyronyx,114193,114093,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Ancyronyx,,,,Genus,4,WSA,"CG,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,,3,3,3,3,4,4
,204,Ancyronyx variegatus,114194,114193,Arthropoda,,Insecta,Pterygota,Coleoptera,Polyphaga,Elmidae,,,Ancyronyx,,Ancyronyx variegatus,,Species,,RBP2 1999 (NC),CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,,3,3,,
