Taxon_Group,BenTaxaID,FinalID,TSN,ParTSN,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,Family,SubFamily,Tribe,Genus,SubGenus,Species,Variety,Rank,TolVal,TolValSource,FFG,FFGSource,Habit,HabitSource,InBenthics,AdminCheck,DateNameRevised,EnterDate,Comments,Terrestrial,BCG_Attr,data_MN,BCG_Attr_NLF,BCG_Attr_Driftless,BCG_Attr_MN,BCG_Attr_GP,BCG_Attr_RR,BCG_Cool_8,BCG_Cold_9
,1095,Hydropsyche dicantha,115465,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),dicantha,,Species,3,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,3,3
,1096,Hydropsyche elissoma,115488,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),elissoma,,Species,4,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1097,Hydropsyche frisoni,115468,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),frisoni,,Species,3,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1098,Hydropsyche hageni,115469,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),hageni,,Species,2,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1099,Hydropsyche hoffmani,115470,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),hoffmani,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1100,Hydropsyche leonardi,115472,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),leonardi,,Species,3,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1101,Hydropsyche mississippiensis,115474,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),mississippiensis,,Species,7,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1102,Hydropsyche occipitalis,115272,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,occipitalis,,Species,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1103,Hydropsyche orris,115485,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),orris,,Species,,RBP2 1999 (OH),CF,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1104,Hydropsyche phalerata,115477,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),phalerata,,Species,4,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1105,Hydropsyche rossi,206641,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),rossi,,Species,3,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1106,Hydropsyche rossi/simulans,,,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,rossi/simulans,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1107,Hydropsyche scalaris,115480,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),scalaris,,Species,4,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,3,3
,1108,Hydropsyche simulans,115481,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),simulans,,Species,2,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1109,Hydropsyche venularis,115484,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),venularis,,Species,4,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1110,Potamyia,115551,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Potamyia,,,,Genus,1,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,4,4,4,4,4
,1111,Potamyia flava,115552,115551,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Potamyia,,Potamyia flava,,Species,4,WSA,CF,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,1421,Hydropsyche demora,115463,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche demora,,Species,,RBP2 1999 (NC),,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1422,Hydropsyche valanis,115482,115453,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),Hydropsyche valanis,,Species,6,USEPA 1990 Draft,CF,USEPA 1990 Draft,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1423,Hydroptila gunda,115665,115641,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydroptilidae,,Hydroptilini,Hydroptila,,Hydroptila gunda,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1424,Isotomurus,99246,99245,Arthropoda,,Entognatha,,Collembola,,Isotomidae,Isotominae,,Isotomurus,,,,Genus,,,CG,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,TRUE,,TRUE,,,,x,x,,
,1425,Labrundinia pilosella,128178,128173,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,Labrundinia pilosella,,Species,7,USEPA 1990 Draft,PR,RBP2 1999,sp,RBP2 1999,,FALSE,,2007-04-11,New from NAWQA data,FALSE,5,FALSE,5,,,,,,
,1426,Laevapex fuscus,76577,76576,Mollusca,,Gastropoda,,Basommatophora,,Ancylidae,,,Laevapex,,fuscus,,Species,,RBP2 1999 (NC),SC,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1427,Maccaffertium ithaca,698218,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,ithaca,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1429,Maccaffertium mediopunctatum,698469,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,mediopunctatum,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,4,x
,1430,Maccaffertium meririvulanum,698228,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,meririvulanum,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1431,Maccaffertium modestum,698232,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,modestum,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,2,x
,1432,Maccaffertium smithae,698247,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,smithae,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1433,Maccaffertium terminatum,698471,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,terminatum,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,4,x
,1434,Manayunkia speciosa,68172,68169,Annelida,,Polychaeta,Polychaeta,Canalipalpata,,Sabellidae,,,Manayunkia,,speciosa,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1435,Micromenetus,76643,76591,Mollusca,,Gastropoda,,Basommatophora,,Planorbidae,,,Menetus,,Micromenetus,,Species,,,SC,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1436,Orconectes limosus,97423,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Faxonius),limosus,,Species,6,RBP2 1999 (MACS),SH,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1437,Orconectes obscurus,97466,97421,Arthropoda,Crustacea,Malacostraca,,Decapoda,Pleocyemata,Cambaridae,Cambarinae,,Orconectes,Orconectes (Crockerinus),obscurus,,Species,6,USEPA 1990 Draft,CG,USEPA 1990 Draft,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1438,Parachironomus frequens,129579,129564,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Parachironomus,,Parachironomus frequens,,Species,10,USEPA 1990 Draft,PR,USEPA 1990 Draft,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1439,Philopotamoidea,598159,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,,Philopotamoidea,,,,,,,Family,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1440,Polychaeta,64358,64357,Annelida,,Polychaeta,Polychaeta,,,,,,,,,,Class,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1441,Protoptilinae,598220,117120,Arthropoda,,Insecta,Pterygota,Trichoptera,,Glossosomatidae,Protoptilinae,Protoptilinae,,,,,Tribe,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1442,Psychomyia nomada,115344,115335,Arthropoda,,Insecta,Pterygota,Trichoptera,,Psychomyiidae,Psychomyiinae,,Psychomyia,,Psychomyia nomada,,Species,,RBP2 1999 (NC),,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1443,Salda,104080,104063,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Salda,,,,Genus,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1444,Saldula,104140,104063,Arthropoda,,Insecta,Pterygota,Hemiptera,,Saldidae,Saldinae,,Saldula,,,,Genus,,RBP2 1999 (ID),PR,RBP2 1999,sk,RBP2 1999,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1445,Serratella tibialis,101399,101395,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Serratella,,Serratella tibialis,,Species,,,CG,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1446,Simulium fibrinflatum,126820,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,fibrinflatum,,Species,6,USEPA 1990 Draft,CF,USEPA 1990 Draft,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,x,x
,1447,Simulium jenningsi,126832,126774,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Simuliidae,,Simuliini,Simulium,,jenningsi,,Species,6,RBP2 1999 (MACS),CF,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1448,Sisyra,115090,115085,Arthropoda,,Insecta,Pterygota,Neuroptera,Hemerobiiformia,Sisyridae,,,Sisyra,,,,Genus,,,PI,RBP2 1999,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,TRUE,,,,3,3,,
,1449,Stenacron candidum,100737,100713,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Stenacron,,candidum,,Species,,,,,,,,FALSE,,2007-04-11,New from NAWQA data,FALSE,,FALSE,,,,,,,
,1450,Maccaffertium/Stenonema,,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium/Stenonema,,,,Genus,,,,,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,,
,1451,Stenochironomus/Xestochironomus,,129229,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Stenochironomus/Xestochironomus,,,,Genus,,,,,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,,
,1452,Maccaffertium modestum/smithae,,697957,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Maccaffertium,,modestum/smithae,,Species,,,,,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,,
,1453,Hydropsyche placoda/scalaris,,598727,Arthropoda,,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychidae,Hydropsychinae,,Hydropsyche,,placoda/scalaris,,Species,,,,,,,,FALSE,,2007-04-11,NEIWPCC,FALSE,,FALSE,,,,,,,
,1454,Rhagoveliinae,721742,103885,Arthropoda,,Insecta,Pterygota,Hemiptera,,Veliidae,Rhagoveliinae,,,,,,SubFamily,,,,,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,,
,1455,Annulipalpia,,115095,Arthropoda,,Insecta,Pterygota,Trichoptera,,Annulipalpia,,,,,,,Family,,,,,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,,
,1456,Gammaridae,93745,93295,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Gammaridea,Gammaridae,,,,,,,Family,4,USEPA 1990 Draft,CG,RBP2 1999,,,,FALSE,,2007-04-11,,FALSE,,FALSE,,,,,,x,4
,1457,Mesovelia,103954,103953,Arthropoda,,Insecta,Pterygota,Hemiptera,Heteroptera,Mesoveliidae,Mesoveliinae,,Mesovelia,,,,Genus,,,PR,RBP2 1999,,,,FALSE,,2007-04-11,,FALSE,4,TRUE,,4,,x,x,4,4
,1458,Acroneuria evoluta,102923,102917,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlidae,,Acroneuriini,Acroneuria,,evoluta,,Species,,RBP2 1999 (OH),PR,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1459,Aeolosomatidae,68423,555668,Annelida,,Polychaeta,Polychaeta,Aeolosomatida,,Aeolosomatidae,,,,,,,Family,8,USEPA 1990 Draft,CF,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1460,Arctopsyche ladogensis,115534,115529,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydropsychidae,Arctopsychinae,,Arctopsyche,,Arctopsyche ladogensis,,Species,1,NEIWPCC,Filterer,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1461,Arctopsychinae,568763,115398,Arthropoda,,Insecta,Pterygota,Trichoptera,,Hydropsychidae,Arctopsychinae,,,,,,SubFamily,,RBP2 1999 (ID),CF,RBP2 1999,cn,RBP2 1999,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1462,Attaneuria,102954,102914,Arthropoda,,Insecta,Pterygota,Plecoptera,,Perlidae,Acroneuriinae,Acroneuriini,Attaneuria,,,,Genus,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,TRUE,,x,3,3,3,,
,1463,Aturus,82974,82973,Arthropoda,,Arachnida,Acarina,Trombidiformes,Prostigmata,Aturidae,,,Aturus,,,,Genus,,NEIWPCC,Predator,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1464,Baetisca rubescens,101507,101494,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Carapacea,Baetiscidae,,,Baetisca,,rubescens,,Species,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1465,Caecidotea communis,568819,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,communis,,Species,8,NEIWPCC,CG,RBP2 1999,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1466,Caecidotea racovitzai,92692,92686,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellota,Asellidae,,,Caecidotea,,racovitzai,,Species,6,RBP2 1999 (MACS),,NEIWPCC,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,4,FALSE,4,,,,,,
,1467,Caenis punctata,101489,101478,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Caenidae,,,Caenis,,punctata,,Species,7,RBP2 1999 (MACS),CG,RBP2 1999,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1468,Cordulegaster maculata,102031,102027,Arthropoda,,Insecta,Pterygota,Odonata,,Cordulegastridae,,,Cordulegaster,,Cordulegaster maculata,,Species,3,NEIWPCC,PR,RBP2 1999,sp,RBP2 1999,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,TRUE,,,,,,2,2
,1469,Dentatella,609511,101232,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Furcatergalia,Ephemerellidae,,,Dentatella,,,,Genus,,,,,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,1470,Dicrotendipes fumidus,129436,129428,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,,Chironomini,Dicrotendipes,,fumidus,,Species,8,USEPA 1990 Draft,CG,USEPA 1990 Draft,,,,FALSE,,2007-05-11,NEIWPCC data,FALSE,5,FALSE,5,,,,,5,x
,1471,Dicrotendipes modestus,129448,129428,Arthropoda,,Insecta,Pterygota,Diptera,Nematocera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,,modestus,,Species,8,NEIWPCC,CG,USEPA 1990 Draft,,NEIWPCC,,FALSE,,2007-05-11,NEIWPCC data,FALSE,,FALSE,,,,,,,
,777,Plauditus dubius,609559,568553,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Plauditus,,Plauditus dubius,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,3,3
,778,Procloeon,206622,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Procloeon,,,,Genus,9,WSA,CG,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,TRUE,3,3,3,3,3,3,3
,779,Centroptilum/Procloeon,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Procloeon/Centroptilum,,,,Genus,3,WSA,"CG,SH",WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,780,Pseudocentroptiloides,568554,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocentroptiloides,,,,Genus,,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,2,2,2,,
,781,Pseudocentroptiloides usa,609583,568554,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocentroptiloides,,Pseudocentroptiloides usa,,Species,3,WSA,CG,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,782,Pseudocloeon,100771,100755,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,,,Genus,4,WSA,"SC,SH",WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,4,4,5,4,4,4,4
,783,Pseudocloeon dardanum,568680,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon dardanum,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,784,Pseudocloeon ephippiatum,609584,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon ephippiatum,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,785,Pseudocloeon frondale,568684,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon frondale,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,4,x
,786,Pseudocloeon propinquum,568681,100771,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Baetidae,,,Pseudocloeon,,Pseudocloeon propinquum,,Species,,WSA,,WSA,SW,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,4,x
,787,Siphlonurus alternatus,100959,100953,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Pisciforma,Siphlonuridae,,,Siphlonurus,,Siphlonurus alternatus,,Species,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,788,Heptageniidae,100504,100503,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,,,,,Family,4,WSA,SC,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,,4,4,4,4,4
,789,Cinygmula,100557,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Cinygmula,,,,Genus,,RBP2 1999 (ID),"PR,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,790,Epeorus,100626,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,,,Genus,0,WSA,"CG,PR,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,2,TRUE,,2,2,2,2,2,2
,791,Epeorus pleuralis,100642,100626,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,Epeorus pleuralis,,Species,,RBP2 1999 (NC),,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,792,Epeorus vitreus,100649,100626,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Epeorus,,Epeorus vitreus,,Species,0,USEPA 1990 Draft,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,2,TRUE,,2,,2,2,2,2
,793,Heptagenia,100602,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,,,Genus,3,WSA,SC,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,3,4,4,4,4,3,3
,794,Heptagenia culacantha,100623,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia culacantha,,Species,2,USEPA 1990 Draft,SC,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,795,Heptagenia diabasia,100608,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia diabasia,,Species,,RBP2 1999 (OH),,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,3,x
,796,Heptagenia flavescens,100610,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia flavescens,,Species,,WSA,OM,RBP2 1999,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,797,Heptagenia pulla,100619,100602,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Heptagenia,,Heptagenia pulla,,Species,2,WSA,SC,USEPA 1990 Draft,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,2,x
,798,Leucrocuta,100676,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta,,,,Genus,4,WSA,SC,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,4,TRUE,,4,4,3,3,4,4
,799,Leucrocuta hebe,100677,100676,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta,,Leucrocuta hebe,,Species,2,WSA,,WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,3,FALSE,3,,,,,4,4
,800,Leucrocuta maculipennis,100679,100676,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta,,Leucrocuta maculipennis,,Species,,RBP2 1999 (OH),,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,801,Leucrocuta/Nixe,,,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Leucrocuta/Nixe,,,,Genus,,WSA,,WSA,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
,802,Nixe,100692,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Nixe,,,,Genus,2,WSA,"PR,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,,TRUE,,x,,x,x,,
,803,Rhithrogena,100572,100504,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,,,Genus,5,WSA,"PR,SC",WSA,CN,WSA,,FALSE,,2006-01-17,WSA,FALSE,2,TRUE,,2,2,2,2,2,2
,804,Rhithrogena pellucida,100588,100572,Arthropoda,,Insecta,Pterygota,Ephemeroptera,Setisura,Heptageniidae,,,Rhithrogena,,Rhithrogena pellucida,,Species,,WSA,SC,USEPA 1990 Draft,,WSA,,FALSE,,2006-01-17,WSA,FALSE,,FALSE,,,,,,,
