TaxaID_orig,OTU_BCG,Modified,Rationale,Notes_ORWA,NM_FINALID,RANK,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES
Gyrinus dubius,Gyrinus dubius,FALSE,,,Gyrinus dubius,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,,dubius,
Gyrinus maculiventris,Gyrinus maculiventris,FALSE,,,Gyrinus maculiventris,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,,maculiventris,
Gyrinus picipes,Gyrinus picipes,FALSE,,,Gyrinus picipes,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,,picipes,
Gyrinus plicifer,Gyrinus plicifer,FALSE,,,Gyrinus plicifer,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Gyrinidae,Gyrininae,Gyrinini,Gyrinus,,plicifer,
Haliplidae,Haliplidae,FALSE,,,Haliplidae,Family,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Haliplidae,,,,,,
Haliplus,Haliplus,FALSE,,,Haliplus,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Haliplidae,,,Haliplus,,,
Haliplus fulvus,Haliplus fulvus,FALSE,,,Haliplus fulvus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Haliplidae,,,Haliplus,,fulvus,
Haliplus triopsis,Haliplus triopsis,FALSE,,,Haliplus triopsis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Haliplidae,,,Haliplus,,triopsis,
Haploperla,Haploperla,FALSE,,,Haploperla,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Chloroperlidae,Chloroperlinae,,Haploperla,,,
HAPLOTAXIDA,Haplotaxida,TRUE,formatting - CAPS,,Haplotaxida,Order,Annelida,,Clitellata,Oligochaeta,Haplotaxida,,,,,,,,,,
Harnischia,Harnischia,FALSE,,,Harnischia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Harnischia,,,
Harnischia curtilamellata,Harnischia curtilamellata,FALSE,,,Harnischia curtilamellata,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Harnischia,,curtilamellata,
Harnischia incidata,Harnischia incidata,FALSE,,,Harnischia incidata,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Harnischia,,incidata,
HEBETONCYLUS,Hebetoncylus,TRUE,formatting - CAPS,,,Genus,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Hebetoncylus,,,
Hebridae,Hebridae,FALSE,,,Hebridae,Family,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,,,,,,
Hebrinae,Hebrinae,FALSE,,,Hebrinae,SubFamily,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,Hebrinae,,,,,
Hebrus,Hebrus,FALSE,,,Hebrus,Genus,Arthropoda,,Insecta,,Hemiptera,Heteroptera,,,Hebridae,Hebrinae,,Hebrus,,,
Hebrus comatus,Hebrus comatus,FALSE,,,Hebrus comatus,Species,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,Hebrinae,,Hebrus,,comatus,
Hebrus concinnus,Hebrus concinnus,FALSE,,,Hebrus concinnus,Species,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,Hebrinae,,Hebrus,,concinnus,
Hebrus hubbardi,Hebrus hubbardi,FALSE,,,Hebrus hubbardi,Species,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,Hebrinae,,Hebrus,,hubbardi,
Hebrus sobrinus,Hebrus sobrinus,FALSE,,,Hebrus sobrinus,Species,Arthropoda,,Insecta,,Hemiptera,,,,Hebridae,Hebrinae,,Hebrus,,sobrinus,
Heleniella,Heleniella,FALSE,,,Heleniella,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Heleniella,,,
Heleniella curtistila,Heleniella curtistila,FALSE,,,Heleniella curtistila,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Heleniella,,curtistila,
Helichus,Helichus,FALSE,,,Helichus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Helichus,,,
Helichus striatus,Helichus striatus,FALSE,,,Helichus striatus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Helichus,,striatus,
Helichus suturalis,Helichus suturalis,FALSE,,,Helichus suturalis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Helichus,,suturalis,
Helichus triangularis,Helichus triangularis,FALSE,,,Helichus triangularis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Dryopidae,,,Helichus,,triangularis,
Helicopsyche,Helicopsyche,FALSE,,,Helicopsyche,Genus,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Sericostomatoidea,Helicopsychidae,,,Helicopsyche,,,
Helicopsyche (Feropsyche),Helicopsyche (Feropsyche),FALSE,,,Helicopsyche (Feropsyche),SubGenus,Arthropoda,,Insecta,,Trichoptera,,,Sericostomatoidea,Helicopsychidae,,,Helicopsyche,Feropsyche,,
Helicopsyche (Feropsyche) borealis,Helicopsyche borealis,TRUE,formatting - removed subgenus,,Helicopsyche (Feropsyche) borealis,Species,Arthropoda,,Insecta,,Trichoptera,,,Sericostomatoidea,Helicopsychidae,,,Helicopsyche,Feropsyche,borealis,
Helicopsyche borealis,Helicopsyche borealis,FALSE,,,Helicopsyche (Feropsyche) borealis,Species,Arthropoda,,Insecta,,Trichoptera,,,Sericostomatoidea,Helicopsychidae,,,Helicopsyche,Feropsyche,borealis,
Helicopsychidae,Helicopsychidae,FALSE,,,Helicopsychidae,Family,Arthropoda,,Insecta,,Trichoptera,,,Sericostomatoidea,Helicopsychidae,,,,,,
Helisoma,Helisoma,FALSE,,,Helisoma,Genus,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Helisoma,,,
Helisoma anceps,Helisoma anceps,FALSE,,,Helisoma anceps,Species,Mollusca,,Gastropoda,,Basommatophora,,,,Planorbidae,,,Helisoma,,anceps,
HELOBDELLA,Helobdella,TRUE,formatting - CAPS,,,Genus,Annelida,,Clitellata,Hirudinea,Rhynchobdellida,,,,Glossiphoniidae,Haementeriinae,,Helobdella,,,
Helochares,Helochares,FALSE,,,Helochares,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrobiinae,Hydrophilini,Helochares,,,
Helodidae,Helodidae,FALSE,,,Helodidae,Family,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dascilloidea,Helodidae,,,,,,
Helophorinae,Helophorinae,FALSE,,,Helophorinae,SubFamily,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,,,,
Helophorus,Helophorus,FALSE,,,Helophorus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,,,
Helophorus auricollis,Helophorus auricollis,FALSE,,,Helophorus auricollis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),auricollis,
Helophorus leechi,Helophorus leechi,FALSE,,,Helophorus leechi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),leechi,
Helophorus linearis,Helophorus linearis,FALSE,,,Helophorus linearis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),linearis,
Helophorus linearoides,Helophorus linearoides,FALSE,,,Helophorus linearoides,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),linearoides,
Helophorus orientalis,Helophorus orientalis,FALSE,,,Helophorus orientalis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),orientalis,
Helophorus robertsi,Helophorus robertsi,FALSE,,,Helophorus robertsi,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Helophorinae,,Helophorus,Helophorus (Rhopalohelophorus),robertsi,
Hemerodromia,Hemerodromia,FALSE,,,Hemerodromia,Genus,Arthropoda,,Insecta,,Diptera,Brachycera,Muscomorpha,,Empididae,Hemerodromiinae,Hemerodromiini,Hemerodromia,,,
Hemerodromiinae,Hemerodromiinae,FALSE,,,Hemerodromiinae,SubFamily,Arthropoda,,Insecta,,Diptera,Brachycera,Muscomorpha,,Empididae,Hemerodromiinae,,,,,
Hemerodromiini,Hemerodromiini,FALSE,,,Hemerodromiini,Tribe,Arthropoda,,Insecta,,Diptera,Brachycera,Muscomorpha,,Empididae,Hemerodromiinae,Hemerodromiini,,,,
Hemiptera,Hemiptera,FALSE,,Excluded as water column or surface dwellers,Hemiptera,Order,Arthropoda,,Insecta,,Hemiptera,,,,,,,,,,
Heptagenia,Heptagenia,FALSE,,,Heptagenia,Genus,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Heptageniidae,,,Heptagenia,,,
Heptagenia elegantula,Heptagenia elegantula,FALSE,,,Heptagenia elegantula,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Heptageniidae,,,Heptagenia,,elegantula,
Heptagenia solitaria,Heptagenia solitaria,FALSE,,,Heptagenia solitaria,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Heptageniidae,,,Heptagenia,,solitaria,
Heptageniidae,Heptageniidae,FALSE,,,Heptageniidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Heptageniidae,,,,,,
Hesperagrion,Hesperagrion,FALSE,,,Hesperagrion,Genus,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Hesperagrion,,,
Hesperagrion heterodoxum,Hesperagrion heterodoxum,FALSE,,,Hesperagrion heterodoxum,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Hesperagrion,,heterodoxum,
Hesperoconopa,Hesperoconopa,FALSE,,,Hesperoconopa,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Limoniinae,Eriopterini,Hesperoconopa,,,
Hesperocorixa,Hesperocorixa,FALSE,,Excluded as water column or surface dwellers,Hesperocorixa,Genus,Arthropoda,,Insecta,,Hemiptera,Heteroptera,Nepomorpha,Corixoidea,Corixidae,Corixinae,,Hesperocorixa,,,
Hesperoperla,Hesperoperla,FALSE,,,Hesperoperla,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,,,
Hesperoperla pacifica,Hesperoperla pacifica,FALSE,,,Hesperoperla pacifica,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlidae,Acroneuriinae,Acroneuriini,Hesperoperla,,pacifica,
Hesperophylax,Hesperophylax,FALSE,,,Hesperophylax,Genus,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Limnephiloidea,Limnephilidae,Limnephilinae,Limnephilini,Hesperophylax,,,
Hetaerina,Hetaerina,FALSE,,,Hetaerina,Genus,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,,
Hetaerina americana,Hetaerina americana,FALSE,,,Hetaerina americana,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,americana,
Hetaerina occisa,Hetaerina occisa,FALSE,,,Hetaerina occisa,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,occisa,
Hetaerina titia,Hetaerina titia,FALSE,,,Hetaerina titia,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,titia,
Hetaerina tricolor,Hetaerina tricolor,FALSE,,,Hetaerina tricolor,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,tricolor,
Hetaerina vulnerata,Hetaerina vulnerata,FALSE,,,Hetaerina vulnerata,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Calopterygidae,,,Hetaerina,,vulnerata,
Heterelmis,Heterelmis,FALSE,,"This is a valid taxon, but way out of distribution dubious ID or typo?",Heterelmis,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Heterelmis,,,
Heterelmis obesa,Heterelmis obesa,FALSE,,,Heterelmis obesa,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Heterlimnius,,obesa,
Heterlimnius,Heterlimnius,FALSE,,,Heterlimnius,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Heterlimnius,,,
Heterlimnius corpulentus,Heterlimnius corpulentus,FALSE,,,Heterlimnius corpulentus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Heterlimnius,,corpulentus,
Heteroceridae,Heteroceridae,FALSE,,,,Family,Arthropoda,,Insecta,,Coleoptera,,,,Heteroceridae,,,,,,
Heterocloeon,Heterocloeon,FALSE,,,,Genus,Arthropoda,,Insecta,,Ephemeroptera,,,,Baetidae,,,,,,
Heterotrissocladius,Heterotrissocladius,FALSE,,,Heterotrissocladius,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,,Heterotrissocladius,,,
Heterotrissocladius marcidus,Heterotrissocladius marcidus,FALSE,,,Heterotrissocladius marcidus,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,,Heterotrissocladius,,marcidus,
Hexacylloepus,Hexacylloepus,FALSE,,,Hexacylloepus,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Hexacylloepus,,,
Hexacylloepus ferrugineus,Hexacylloepus ferrugineus,FALSE,,,Hexacylloepus ferrugineus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Dryopoidea,Elmidae,,,Hexacylloepus,,ferrugineus,
HEXAGENIA,Hexagenia,TRUE,formatting - CAPS,,Hexagenia,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Scapphodonta,,Ephemeridae,,,Hexagenia,,,
Hexagenia bilineata,Hexagenia bilineata,FALSE,,,Hexagenia bilineata,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Scapphodonta,,Ephemeridae,,,Hexagenia,,bilineata,
Hexatoma,Hexatoma,FALSE,,,Hexatoma,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Limoniinae,Hexatomini,Hexatoma,,,
Hexatomini,Hexatomini,FALSE,,,Hexatomini,Tribe,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Limoniinae,Hexatomini,,,,
Hirudinea,Hirudinea,FALSE,,,Hirudinea,SubClass,Annelida,,Clitellata,Hirudinea,,,,,,,,,,,
Holorusia,Holorusia,FALSE,,,Holorusia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Tipulinae,,Holorusia,,,
Holorusia grandis,Holorusia grandis,FALSE,,,Holorusia grandis,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Tipulomorpha,,Tipulidae,Tipulinae,,Holorusia,,grandis,
Homoeoneuria,Homoeoneuria,FALSE,,,Homoeoneuria,Genus,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Oligoneuriidae,,,Homoeoneuria,,,
Homoeoneuria alleni,Homoeoneuria alleni,FALSE,,,Homoeoneuria alleni,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Oligoneuriidae,,,Homoeoneuria,,alleni,
Homoleptohyphes,Homoleptohyphes,FALSE,,,Homoleptohyphes,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Homoleptohyphes,,,
Homoleptohyphes dimorphus,Homoleptohyphes dimorphus,FALSE,,,Homoleptohyphes dimorphus,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Homoleptohyphes,,dimorphus,
