TaxaID_orig,OTU_BCG,Modified,Rationale,Notes_ORWA,NM_FINALID,RANK,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES
Hydrophilus triangularis,Hydrophilus triangularis,FALSE,,,Hydrophilus triangularis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Hydrophilus,Hydrophilus (Hydrophilus),triangularis,
Hydroporinae,Hydroporinae,FALSE,,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,SubFamily,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,,,,
Hydroporus,Hydroporus,FALSE,,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporus,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,,
Hydroporus belfragei,Hydroporus belfragei,FALSE,,,Hydroporus belfragei,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hydroporus,,belfragei,
Hydroporus dimidiatus,Hydroporus dimidiatus,FALSE,,,Hydroporus dimidiatus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hydroporus,,dimidiatus,
Hydroporus pervicinus,Hydroporus pervicinus,FALSE,,,Hydroporus pervicinus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,Hydroporini,Hydroporus,,pervicinus,
Hydroporus vilis,Hydroporus vilis,FALSE,,,Hydroporus vilis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hydroporus,,vilis,
Hydropsyche,Hydropsyche,FALSE,,,Hydropsyche,Genus,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,Hydropsyche,,,
Hydropsyche occidentalis,Hydropsyche occidentalis,FALSE,,,Hydropsyche occidentalis,Species,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,Hydropsyche,Hydropsyche (Hydropsyche),occidentalis,
Hydropsyche venada,Hydropsyche venada,FALSE,,,Hydropsyche venada,Species,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,Hydropsyche,,venada,
Hydropsychidae,Hydropsychidae,FALSE,,,Hydropsychidae,Family,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Hydropsychidae,,,,,,
Hydropsychinae,Hydropsychinae,FALSE,,,Hydropsychinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,Annulipalpia,,Hydropsychoidea,Hydropsychidae,Hydropsychinae,,,,,
Hydropsychoidea,Hydropsychoidea,FALSE,,TOO COARSE,Hydropsychoidea,SuperFamily,Arthropoda,,Insecta,,Trichoptera,,,Hydropsychoidea,,,,,,,
Hydroptila,Hydroptila,FALSE,,,Hydroptila,Genus,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,Hydroptila,,,
Hydroptilidae,Hydroptilidae,FALSE,,,Hydroptilidae,Family,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,,,,,,
Hydroptilinae,Hydroptilinae,FALSE,,,Hydroptilinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,Hydroptilinae,,,,,
Hydroptilini,Hydroptilini,FALSE,,,Hydroptilini,Tribe,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Hydroptilini,,,,
Hydroptiloidea,Hydroptiloidea,FALSE,,,Hydroptiloidea,SuperFamily,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,,,,,,,
Hydrovolzia,Hydrovolzia,FALSE,,,Hydrovolzia,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Hydrovolziidae,,,Hydrovolzia,,,
Hydrovolziidae,Hydrovolziidae,FALSE,,,Hydrovolziidae,Family,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Hydrovolziidae,,,,,,
Hydrozoa,Hydrozoa,FALSE,,,Hydrozoa,Class,Cnidaria,,Hydrozoa,,,,,,,,,,,,
HYGROBATES,Hygrobates,TRUE,formatting - CAPS,,Hygrobates,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Hygrobatidae,,,Hygrobates,,,
Hygrobatidae,Hygrobatidae,FALSE,,,Hygrobatidae,Family,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Hygrobatidae,,,,,,
Hygrotis,Hygrotis,FALSE,,,Hygrotis,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,,
Hygrotis canadensis,Hygrotis canadensis,FALSE,,,Hygrotis canadensis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,canadensis,
Hygrotis femoratus,Hygrotis femoratus,FALSE,,,Hygrotis femoratus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,femoratus,
Hygrotis fraternus,Hygrotis fraternus,FALSE,,,Hygrotis fraternus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,fraternum,
Hygrotis impressopunctatus,Hygrotis impressopunctatus,FALSE,,,Hygrotis impressopunctatus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,impressopunctata,
Hygrotis infuscatus,Hygrotis infuscatus,FALSE,,,Hygrotis infuscatus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,infuscatus,
Hygrotis medialis,Hygrotis medialis,FALSE,,,Hygrotis medialis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,medialis,
Hygrotis nubilis,Hygrotis nubilis,FALSE,,,Hygrotis nubilis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,nubilis,
Hygrotis patruelis,Hygrotis patruelis,FALSE,,,Hygrotis patruelis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,patruelis,
Hygrotis sayi,Hygrotis sayi,FALSE,,,Hygrotis sayi,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,sayi,
Hygrotis tumidiventris,Hygrotis tumidiventris,FALSE,,,Hygrotis tumidiventris,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,tumidiventris,
Hygrotis wardi,Hygrotis wardi,FALSE,,,Hygrotis wardi,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,wardi,
Hygrotus,Hygrotus,FALSE,,Genera within Hydroporinae in flux best to leave at subfamily,Hygrotus,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Hydroporinae,,Hygrotis,,,
Hypogasturidae,Hypogasturidae,FALSE,springtail. Non-target?,,,Family,Arthropoda,,Collembola,,Poduromorpha,,,,Hypogasturidae,,,,,,
Ilybius,Ilybius,FALSE,,,Ilybius,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Colymbetinae,Agabini,Ilybius,,,
Ilybius biguttulus,Ilybius biguttulus,FALSE,,,Ilybius biguttulus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Colymbetinae,Agabini,Ilybius,,biguttulus,
Ilybius fraterculus,Ilybius fraterculus,FALSE,,,Ilybius fraterculus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Colymbetinae,Agabini,Ilybius,,fraterculus,
Ioscytus,Ioscytus,FALSE,,,Ioscytus,Genus,Arthropoda,,Insecta,,Hemiptera,,,,Saldidae,Saldinae,,Ioscytus,,,
Ioscytus beameri,Ioscytus beameri,FALSE,,,Ioscytus beameri,Species,Arthropoda,,Insecta,,Hemiptera,,,,Saldidae,Saldinae,,Ioscytus,,beameri,
Ioscytus cobbeni,Ioscytus cobbeni,FALSE,,,Ioscytus cobbeni,Species,Arthropoda,,Insecta,,Hemiptera,,,,Saldidae,Saldinae,,Ioscytus,,cobbeni,
Ioscytus politus,Ioscytus politus,FALSE,,,Ioscytus politus,Species,Arthropoda,,Insecta,,Hemiptera,,,,Saldidae,Saldinae,,Ioscytus,,politus,
Ischnura,Ischnura,FALSE,,,Ischnura,Genus,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,,
Ischnura barberi,Ischnura barberi,FALSE,,,Ischnura barberi,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,barberi,
Ischnura cervula,Ischnura cervula,FALSE,,,Ischnura cervula,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,cervula,
Ischnura damula,Ischnura damula,FALSE,,,Ischnura damula,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,damula,
Ischnura demorsa,Ischnura demorsa,FALSE,,,Ischnura demorsa,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,demorsa,
Ischnura denticollis,Ischnura denticollis,FALSE,,,Ischnura denticollis,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,denticollis,
Ischnura hastata,Ischnura hastata,FALSE,,,Ischnura hastata,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,histata,
Ischnura perparva,Ischnura perparva,FALSE,,,Ischnura perparva,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,perparva,
Ischnura ramburii,Ischnura ramburii,FALSE,,,Ischnura ramburii,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,rumburii,
Ischnura verticalis,Ischnura verticalis,FALSE,,,Ischnura verticalis,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Coenagrionidae,,,Ischnura,,verticalis,
Isocapnia,Isocapnia,FALSE,,,Isocapnia,Genus,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Isocapnia,,,
Isocapnia vedderensis,Isocapnia vedderensis,FALSE,,,Isocapnia vedderensis,Species,Arthropoda,,Insecta,,Plecoptera,Euholognatha,,,Capniidae,Capniinae,,Isocapnia,,vedderensis,
Isogenoides,Isogenoides,FALSE,,,Isogenoides,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Perlodinae,Perlodini,Isogenoides,,,
Isogenoides elongatus,Isogenoides elongatus,FALSE,,,Isogenoides elongatus,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Perlodinae,Perlodini,Isogenoides,,elongatus,
Isogenoides zionensis,Isogenoides zionensis,FALSE,,,Isogenoides zionensis,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Perlodinae,Perlodini,Isogenoides,,zionensis,
Isogenus,Isogenus,FALSE,,,Isogenus,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,,,Isogenus,,,
Isonychia,Isonychia,FALSE,,,Isonychia,Genus,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Isonychiidae,,,Isonychia,,,
Isonychia intermedia,Isonychia intermedia,FALSE,,,Isonychia intermedia,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Isonychiidae,,,Isonychia,,intermedia,
Isonychia sicca,Isonychia sicca,FALSE,,,Isonychia sicca,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Isonychiidae,,,Isonychia,,sicca,
Isonychiidae,Isonychiidae,FALSE,,,Isonychiidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Isonychiidae,,,,,,
Isoperla,Isoperla,FALSE,,,Isoperla,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,,
Isoperla fulva,Isoperla fulva,FALSE,,,Isoperla fulva,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,fulva,
Isoperla longiseta,Isoperla longiseta,FALSE,,,Isoperla longiseta,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,longiseta,
Isoperla mormona,Isoperla mormona,FALSE,,,Isoperla mormona,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,mormona,
Isoperla phalerata,Isoperla phalerata,FALSE,,,Isoperla phalerata,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,phalerata,
Isoperla quinquepunctata,Isoperla quinquepunctata,FALSE,,,Isoperla quinquepunctata,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,quinquepunctata,
Isoperla sobria,Isoperla sobria,FALSE,,,Isoperla sobria,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,Isoperla,,sobria,
Isoperlinae,Isoperlinae,FALSE,,,Isoperlinae,SubFamily,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Isoperlinae,,,,,
ISOPODA,Isopoda,TRUE,formatting - CAPS,TOO COARSE,Isopoda,Order,Arthropoda,Crustacea,Malacostraca,,Isopoda,,,,,,,,,,
Ithytrichia,Ithytrichia,FALSE,,,Ithytrichia,Genus,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Orthotrichiini,Ithytrichia,,,
KOENIKEA,Koenikea,TRUE,formatting - CAPS,,,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,,Unionicolidae,,,Koenikea,,,
Kogotus,Kogotus,FALSE,,Kogotus/Rickera,Kogotus,Genus,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Perlodinae,Diploperlini,Kogotus,,,
Kogotus modestus,Kogotus modestus,FALSE,,Kogotus/Rickera,Kogotus modestus,Species,Arthropoda,,Insecta,,Plecoptera,Systellognatha,,,Perlodidae,Perlodinae,Diploperlini,Kogotus,,modestus,
KRENDOWSKIA,Krendowskia,TRUE,formatting - CAPS,,,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,,Krendowskiidae,,,Krendowskia,,,
Krenopelopia,Krenopelopia,FALSE,,,Krenopelopia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,,,Chironomidae,Tanypodinae,Pentaneurini,Krenopelopia,,,
Krenosmittia,Krenosmittia,FALSE,,,Krenosmittia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Krenosmittia,,,
Krenosmittia camptophleps,Krenosmittia camptophleps,FALSE,,,Krenosmittia camptophleps,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Orthocladiinae,Orthocladiini/Metriocnemini,Krenosmittia,,camptophleps,
Labiobaetis,Labiobaetis,FALSE,,Current Nomenclature,Labiobaetis,Genus,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Labiobaetis,,,
Labiobaetis apache,Labiobaetis apache,FALSE,,,Labiobaetis apache,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Labiobaetis,,apache,
Labiobaetis propinquus,Labiobaetis propinquus,FALSE,,Current Nomenclature,Labiobaetis propinquus,Species,Arthropoda,,Insecta,,Ephemeroptera,Pisciforma,,,Baetidae,,,Labiobaetis,,propinquus,
Labrundinia,Labrundinia,FALSE,,,Labrundinia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,,
Labrundinia maculata,Labrundinia maculata,FALSE,,,Labrundinia maculata,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,,maculata,
LACCOBIUS,Laccobius,TRUE,formatting - CAPS,,Laccobius,Genus,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,Laccobiini,Laccobius,,,
Laccobius agilis,Laccobius agilis,FALSE,,,Laccobius agilis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Laccobius,Laccobius (Laccobius),agilis,
Laccobius borealis,Laccobius borealis,FALSE,,,Laccobius borealis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Laccobius,Laccobius (Hydroxenus),borealis,
Laccobius columbianus,Laccobius columbianus,FALSE,,,Laccobius columbianus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Laccobius,,columbianus,
Laccobius ellipticus,Laccobius ellipticus,FALSE,,,Laccobius ellipticus,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Laccobius,Laccobius (Hydroxenus),ellipticus,
Laccobius truncatipennis,Laccobius truncatipennis,FALSE,,,Laccobius truncatipennis,Species,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Hydrophiloidea,Hydrophilidae,Hydrophilinae,,Laccobius,Laccobius (Laccobius),truncatipennis,
Laccophilinae,Laccophilinae,FALSE,,,Laccophilinae,SubFamily,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,,,,,
Laccophilus,Laccophilus,FALSE,,,Laccophilus,Genus,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,,
Laccophilus fasciatus,Laccophilus fasciatus,FALSE,,,Laccophilus fasciatus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,fasciatus,
Laccophilus maculosus,Laccophilus maculosus,FALSE,,,Laccophilus maculosus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,maculosus,
Laccophilus mexicanus,Laccophilus mexicanus,FALSE,,,Laccophilus mexicanus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,mexicanus,
Laccophilus proximus,Laccophilus proximus,FALSE,,,Laccophilus proximus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,proximus,
Laccophilus quadrilineatus,Laccophilus quadrilineatus,FALSE,,,Laccophilus quadrilineatus,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,quadrilineatus,
Laccophilus vacaensis,Laccophilus vacaensis,FALSE,,,Laccophilus vacaensis,Species,Arthropoda,,Insecta,,Coleoptera,Adephaga,,,Dytiscidae,Laccophilinae,Laccophilini,Laccophilus,,vacaensis,
Lachlania,Lachlania,FALSE,,,Lachlania,Genus,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Oligoneuriidae,,,Lachlania,,,
Lachlania dencyannae,Lachlania dencyannae,FALSE,,,Lachlania dencyannae,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Oligoneuriidae,,,Lachlania,,dencyannae,
Lachlania saskatchewanensis,Lachlania saskatchewanensis,FALSE,,,Lachlania saskatchewanensis,Species,Arthropoda,,Insecta,,Ephemeroptera,Setisura,,,Oligoneuriidae,,,Lachlania,,saskatchewanensis,
Lampyridae,Lampyridae,FALSE,,Terrestrial,Lampyridae,Family,Arthropoda,,Insecta,,Coleoptera,Polyphaga,,Cantharoidea,Lampyridae,,,,,,
Lanceolata,Lanceolata,FALSE,,,Lanceolata,InfraOrder,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Lanceolata,,,,,,,,
LARSIA,Larsia,TRUE,formatting - CAPS,,Larsia,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Pentaneurini,Larsia,,,
Larsia decolorata,Larsia decolorata,FALSE,,,Larsia decolorata,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Tanypodinae,Pentaneurini,Larsia,,decolorata,
Lauterborniella,Lauterborniella,FALSE,,,Lauterborniella,Genus,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Lauterborniella,,,
Lauterborniella agrayloides,Lauterborniella agrayloides,FALSE,,,Lauterborniella agrayloides,Species,Arthropoda,,Insecta,,Diptera,Nematocera,Culicomorpha,,Chironomidae,Chironominae,Chironomini,Lauterborniella,,agrayloides,
Lebertia,Lebertia,FALSE,,,Lebertia,Genus,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Lebertiidae,,,Lebertia,,,
Lebertiidae,Lebertiidae,FALSE,,,Lebertiidae,Family,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Prostigmata,,,Lebertiidae,,,,,,
Lepidoptera,Lepidoptera,FALSE,,Lot of these are terrestrial,Lepidoptera,Order,Arthropoda,,Insecta,,Lepidoptera,,,,,,,,,,
Lepidostoma,Lepidostoma,FALSE,,,Lepidostoma,Genus,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,Lepidostoma,,,
Lepidostomatidae,Lepidostomatidae,FALSE,,,Lepidostomatidae,Family,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Limnephiloidea,Lepidostomatidae,,,,,,
Lepidostomatinae,Lepidostomatinae,FALSE,,,Lepidostomatinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Limnephiloidea,Lepidostomatidae,Lepidostomatinae,,,,,
Leptoceridae,Leptoceridae,FALSE,,,Leptoceridae,Family,Arthropoda,,Insecta,,Trichoptera,Integripalpia,,Leptoceroidea,Leptoceridae,,,,,,
Leptocerinae,Leptocerinae,FALSE,,,Leptocerinae,SubFamily,Arthropoda,,Insecta,,Trichoptera,,,Leptoceroidea,Leptoceridae,Leptocerinae,,,,,
Leptoceroidea,Leptoceroidea,FALSE,,,Leptoceroidea,SuperFamily,Arthropoda,,Insecta,,Trichoptera,,,Leptoceroidea,,,,,,,
Leptohyphes,Leptohyphes,FALSE,,,Leptohyphes,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Leptohyphes,,,
Leptohyphes zalope,Leptohyphes zalope,FALSE,,,Leptohyphes zalope,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,Leptohyphes,,zalope,
Leptohyphidae,Leptohyphidae,FALSE,,,Leptohyphidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Leptohyphidae,,,,,,
LEPTOPHLEBIA,Leptophlebia,TRUE,formatting - CAPS,,Leptophlebia,Genus,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Lanceolata,,Leptophlebiidae,,,Leptophlebia,,,
Leptophlebia bradleyi,Leptophlebia bradleyi,FALSE,,,Leptophlebia bradleyi,Species,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Lanceolata,,Leptophlebiidae,,,Leptophlebia,,bradleyi,
Leptophlebiidae,Leptophlebiidae,FALSE,,,Leptophlebiidae,Family,Arthropoda,,Insecta,,Ephemeroptera,Furcatergalia,Lanceolata,,Leptophlebiidae,,,,,,
Lestes,Lestes,FALSE,,,Lestes,Genus,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,,
Lestes alacer,Lestes alacer,FALSE,,,Lestes alacer,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,alacer,
Lestes congener,Lestes congener,FALSE,,,Lestes congener,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,congener,
Lestes disjunctus,Lestes disjunctus,FALSE,,,Lestes disjunctus,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,disjunctus,
Lestes disjunctus australis,Lestes disjunctus australis,FALSE,,,Lestes disjunctus australis,SubSpecies,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,disjunctus,disjunctus
Lestes dryas,Lestes dryas,FALSE,,,Lestes dryas,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,dryas,
Lestes forcipatus,Lestes forcipatus,FALSE,,,Lestes forcipatus,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,forcipatus,
Lestes sigma,Lestes sigma,FALSE,,,Lestes sigma,Species,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,Lestes,,sigma,
Lestidae,Lestidae,FALSE,,,Lestidae,Family,Arthropoda,,Insecta,,Odonata,Zygoptera,,,Lestidae,,,,,,
Lethocerinae,Lethocerinae,FALSE,,,Lethocerinae,SubFamily,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Lethocerinae,,,,,
Lethocerus,Lethocerus,FALSE,,Excluded as water column or surface dwellers,Lethocerus,Genus,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Lethocerinae,,Lethocerus,,,
Lethocerus americanus,Lethocerus americanus,FALSE,,Excluded as water column or surface dwellers,Lethocerus americanus,Species,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Lethocerinae,,Lethocerus,Lethocerus (Lethocerus),americanus,
Lethocerus medius,Lethocerus medius,FALSE,,,Lethocerus medius,Species,Arthropoda,,Insecta,,Hemiptera,,,,Belostomatidae,Lethocerinae,,Lethocerus,Lethocerus (Lethocerus),medius,
Leucorrhinia,Leucorrhinia,FALSE,,,Leucorrhinia,Genus,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Leucorrhinia,,,
Leucorrhinia intacta,Leucorrhinia intacta,FALSE,,,Leucorrhinia intacta,Species,Arthropoda,,Insecta,,Odonata,Anisoptera,,,Libellulidae,,,Leucorrhinia,,intacta,
Leucotrichia,Leucotrichia,FALSE,,,Leucotrichia,Genus,Arthropoda,,Insecta,,Trichoptera,,,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Leucotrichiini,Leucotrichia,,,
