Taxon_Group,Taxon,NonTarget,LBR_NumSamp,LBR_SumAbund,BCG_attr,BCG_attr2,BCG_attr_Roman,BURP_TOL,FFG,BURP_FFG,Habit,BURP_HABIT,Life_Cycle,BURP_VOLT,LONGLIVED,Thermal_indicator,ThermPref_ORWA,BURP_THERM,ThermVar_ORWA,Habitat,FSBI_2012,BSTI_v2_opt,BSTI_v2_tol,Hemoglobin,LargeRiver,TSN,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species,Comments
Trichoptera,Rhyacophila Vagrita Group,FALSE,,,2,,II,,PR,,CN,,uni,,FALSE,,stenoc,,,LOTI,,5.310535234,6.45861258,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Vagrita Gr.,,,,
Trichoptera,Rhyacophila Verrula Group,FALSE,,,2,,II,,MH,,CN,,semi,,TRUE,,stenoc,,,LOTI,5,8.741355999,9.994497103,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Verrula Gr.,,,,
Trichoptera,Rhyacophila Visor Group,FALSE,,,1i,,I i,,PR,,CN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Visor Gr.,,,,
Trichoptera,Rhyacophila Vofixa Group,FALSE,,,2,,II,,PR,,CN,,semi,,TRUE,,stenoc,,,LOTI,15,8.618812435,7.58813034,U,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,Rhyacophila,,Vofixa Gr.,,,,
Chironomidae,Robackia,FALSE,2,8,3,,III,4,CG,Gatherer,BU,Burrower,multi,Bivo/Multivo,FALSE,,,,,LOTI,,,,,TRUE,129730,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,,
Diptera,Roederiodes/Wiedemannia,FALSE,,,3,,III,,PR,,CN,,uni,,FALSE,,,,,LOTI,,6.735735267,6.804709314,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Empididae,Clinocerinae,,Roederiodes/Wiedemannia,,,,,,,
Chironomidae,Saetheria,FALSE,,,3,,III,6,CG,Gatherer,BU,Burrower,multi,Bivo/Multivo,FALSE,,,Eurythermal: warm summer,,GENE,,,,,TRUE,129735,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,,
Diptera,Sciomyzidae,FALSE,4,39.37,4,4_worse,IV_worse,8,PR,Predator,BU,Burrower,multi,,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,144653,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Sciomyzidae,,,,,,,,,,
Diptera,Scleroprocta,FALSE,,,,,NA,,,,,,,,FALSE,,,,,,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,,,,Scleroprocta,,,,,,
Chironomidae,Sergentia,FALSE,,,NA,,NA,6,"SC,CG",Gatherer,CN,Burrower,multi,,FALSE,,,Eurythermal: cool summer,,GENE,,,,T,,129739,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,,
Trichoptera,Sericostriata surdickae,FALSE,,,1i,,I i,1,SC,Scraper/Gatherer,CN,Clinger,semi,Obligate Semivoltine,TRUE,,,Stenothermal: cold,,LOTI,,,,,,605894,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,Uenoinae,,,Sericostriata,,,,,surdickae,
Ephemeroptera,Serratella micheneri,FALSE,1,6.4,4,4_middle,IV_middle,7,CG,Gatherer,CN,Clinger,uni,Facultative Multivoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,568639,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Serratella,,,,,micheneri,
Plecoptera,Setvena,FALSE,,,2,,II,2,PR,Predator,"SP,CN",Clinger,semi,Facultative Semivoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,15,,,,,103193,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Setvena,,,,,,
Megaloptera,Sialis,FALSE,,,4,4_middle,IV_middle,8,PR,Predator,"BU,CB",Clinger/Climber/Burrower,semi,Facultative Semivoltine,TRUE,,warm,Eurythermal: warm summer,,GENE,,40.36791612,35.08268922,,,115002,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Megaloptera,,,Sialidae,,,,Sialis,,,,,,
Diptera,Simuliidae,FALSE,,,NA,,NA,6,CF,Filterer,CN,Clinger,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,yes,LOTI,,,,U,,126640,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,,,,,,,,,,
Diptera,Simulium,FALSE,113,58034.668,4,4_worse,IV_worse,7,CF,Filterer,CN,Clinger,multi,Facultative Multivoltine,FALSE,,eurythermal,Eurythermal: warm summer,,LOTI,,14.73941826,22.72937535,U,,126774,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Simuliini,,Simulium,,,,,,
Ephemeroptera,Siphlonuridae,FALSE,,,NA,,NA,9,UN,Gatherer,"SW,CN",Swimmer,uni,,FALSE,,,,,GENE,,,,,,100951,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,,,,,,,
Ephemeroptera,Siphlonurus,FALSE,,,4,4_middle,IV_middle,9,"CG,SC,PR,MH",Gatherer,"SW,CN",Swimmer/Climber,uni,,FALSE,,,,,GENE,,,,,,100953,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Pisciforma,,Siphlonuridae,,,,Siphlonurus,,,,,,
Plecoptera,Skwala,FALSE,3,13.6,4,4_better,IV_better,6,PR,Predator,"SP,CN",Clinger,uni,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,LOTI,,9.280576659,11.83816649,,,103102,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Perlodidae,Perlodinae,Arcynopterygini,,Skwala,,,,,,
Chironomidae,Smittia,FALSE,,,NA,,NA,,CG,Gatherer,BU,Sprawler,multi,Bivo/Multivo,FALSE,,,Eurythermal: warm summer,,GENE,,,,,,129110,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Smittia,,,,,,
Acari,Sperchon,FALSE,,,4,4_middle,IV_middle,,"PR,PA",Predator,UN,,uni,,FALSE,,eurythermal,,,GENE,,,,,,83006,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchon,,,,,,
Acari,Sperchonopsis,FALSE,,,4,4_middle,IV_middle,,"PR,PA",Predator,UN,,uni,,FALSE,,cool,,,GENE,,,,U,,83029,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,Sperchonopsis,,,,,,
Acari,Sperchontidae,FALSE,,,4,4_middle,IV_middle,,"PR,PA",,UN,,uni,,FALSE,,,,yes,GENE,,,,,,895710,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Sperchontidae,,,,,,,,,,
Mollusca,Sphaeriidae,FALSE,28,354.6,4,4_middle,IV_middle,6,CF,Filterer,"BU,SP",,semi,,FALSE,,eurythermal,,,GENE,,50.7059973,30.35226106,,,81389,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,Sphaeriidae,,,,,,,,,,
Trichoptera,Stactobiella,FALSE,1,9.6,NA,,NA,6,"PH,SH",Shredder,CN,Clinger,multi,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,115817,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Spicipalpia,Hydroptiloidea,Hydroptilidae,Hydroptilinae,Stactobiini,,Stactobiella,,,,,,
Chironomidae,Stempellina,FALSE,,,3,,III,3,CG,Gatherer,"CN,CB",Burrower,multi,Univo/Bivo,FALSE,,eurythermal,Eurythermal: cool summer,,GENE,,29.36147778,19.55134249,,,129962,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,,
Chironomidae,Stempellinella,FALSE,1,6,4,4_middle,IV_middle,4,CG,Gatherer,SP,Burrower,multi,Bivo/Multivo,FALSE,,eurythermal,Eurythermal: cool summer,,LOTI,,16.66475741,19.23540856,,,129969,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,,
Coleoptera,Stenelmis,FALSE,,,5,,V,8,"CG,SC",Scraper/Gatherer,"CN,CB",Clinger,semi,Facultative Semivoltine,TRUE,,,Eurythermal: warm summer,,LOTI,,,,,,114095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Coleoptera,Polyphaga,,Elmidae,Elminae,Elmini,,Stenelmis,,,,,,
Chironomidae,Stenochironomus,FALSE,9,152.294,4,4_middle,IV_middle,5,"CG,SH,XY",Gatherer,BU,Burrower,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,129746,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,,
Chironomidae,Stictochironomus,FALSE,,,4,4_worse,IV_worse,9,"CG,MH",Gatherer,BU,Burrower,multi,Univoltine,FALSE,,cowa,Eurythermal: warm summer,,GENE,,60.22873399,46.09005312,T,,129785,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,,,,
Chironomidae,Stictocladius,FALSE,,,NA,,NA,,UN,,UN,,multi,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stictocladius,,,,,,
Chironomidae,Stilocladius,FALSE,,,3,,III,3,UN,Gatherer,UN,Sprawler,multi,Univoltine,FALSE,,cold,Eurythermal: cool summer,,LOTI,,,,,,129152,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Stilocladius,,,,,,
Diptera,Stratiomyidae,FALSE,,,4,4_middle,IV_middle,7,CG,Gatherer,"SP,BU",Sprawler,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,,,,,130150,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Stratiomyidae,,,,,,,,,,
Crustacea,Stygobromus,FALSE,1,6.4,1i,,I i,,CG,Gatherer,SW,,multi,,FALSE,,,,,LOTI,,,,,,93861,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,Amphipoda,Gammaridea,,Crangonyctidae,,,,Stygobromus,,,,,,
Acari,Stygothrombiidae,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,,,,,,,
Acari,Stygothrombium,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Stygothrombiidae,,,,Stygothrombium,,,,,,
Chironomidae,Sublettea,FALSE,,,3,,III,6,UN,Gatherer/Filterer,UN,Clinger,multi,Multivoltine,FALSE,,warm,Eurythermal: cool summer,,LOTI,,,,,TRUE,129975,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,,
Chironomidae,Symbiocladius,FALSE,,,3,,III,4,PA,Gatherer,CN,Clinger,multi,Univoltine,FALSE,,,Eurythermal: warm summer,,LOTI,,,,,,129156,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Symbiocladius,,,,,,
Chironomidae,Sympotthastia,FALSE,,,NA,,NA,4,"CG,SC",Gatherer,SP,Sprawler,multi,Univoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,128426,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Sympotthastia,,,,,,
Chironomidae,Synorthocladius,FALSE,29,577.128,4,4_middle,IV_middle,6,"CG,SC",Gatherer,UN,Sprawler,multi,Multivoltine,FALSE,,cowa,Eurythermal: warm summer,,LOTI,,8.561989906,12.64976514,,,129161,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Synorthocladius,,,,,,
Diptera,Syrphidae,FALSE,,,NA,,NA,10,CG,Gatherer,BU,Burrower,multi,,FALSE,,,,,GENE,,,,,,139621,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Syrphidae,,,,,,,,,,
Diptera,Tabanidae,FALSE,,,4,4_middle,IV_middle,8,PR,Predator,"SP,BU",Sprawler,uni,,FALSE,,warm,Eurythermal: warm summer,,GENE,,37.41967862,30.61389983,,,130934,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Brachycera,,Tabanidae,,,,,,,,,,
Plecoptera,Taeniopterygidae,FALSE,,,2,,II,3,"SC,SH",Shredder,"SP,CN",Clinger,uni,Univoltine,FALSE,,cold,Stenothermal: cold,,LOTI,,19.43637825,20.03249271,,,102788,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Taeniopterygidae,,,,,,,,,,
Diptera,Tanyderidae,FALSE,4,27.064,1i,,I i,3,UN,,UN,Burrower,semi,Facultative Semivoltine,TRUE,,,Eurythermal: cool summer,,LOTI,,,,,TRUE,125799,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tanyderidae,,,,,,,,,,
Chironomidae,Tanypus,FALSE,,,5,,V,10,"PR,CG",Predator/Gatherer,SP,Sprawler,multi,,FALSE,,,Eurythermal: warm summer,,GENE,,,,T,,128324,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Tanypodini,,Tanypus,,,,,,
Chironomidae,Tanytarsini,FALSE,,,NA,,NA,6,"CF,CG",Gatherer/Filterer,UN,Clinger,multi,Univo/Bivo/Multivo,FALSE,,,Eurythermal: warm summer,yes,GENE,,,,U,,129872,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,,
Chironomidae,Tanytarsus,FALSE,16,137.196,4,4_worse,IV_worse,8,"CF,SC",Gatherer/Filterer,"CN,CB",Clinger,multi,Univo/Bivo/Multivo,FALSE,,warm,Eurythermal: warm summer,,GENE,,23.78576154,24.99739832,,,129978,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,,,,
Oligochaeta,Telmatodrilinae,FALSE,,,,,NA,,,,,,,,FALSE,,,,,,,,,,,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,Telmatodrilinae,,,,,,,,,
Acari,Testudacarus,FALSE,,,3,,III,,"PR,PA",Predator,UN,,uni,,FALSE,,cool,,,LOTI,,,,,,83250,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Testudacarus,,,,,,
Acari,Teutonia,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,GENE,,,,,,83235,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Teutoniidae,,,,Teutonia,,,,,,
Diptera,Thaumaleidae,FALSE,,,3,,III,3,SC,Scraper,CN,Clinger,multi,,FALSE,,cold,Eurythermal: cool summer,,LOTI,,7.817847997,9.755552191,,,126624,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Thaumaleidae,,,,,,,,,,
Chironomidae,Thienemanniella,FALSE,17,446.812,4,4_better,IV_better,6,CG,Gatherer,SP,Sprawler,multi,Univo/Bivo/Multivo,FALSE,,eurythermal,Eurythermal: warm summer,,GENE,,16.94952809,19.42101328,,,129182,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Thienemanniella,,,,,,
Chironomidae,Thienemannimyia Group,FALSE,41,1335.9,4,4_middle,IV_middle,,PR,,SP,,multi,,FALSE,,warm,,,GENE,,32.31958296,33.49997352,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia Gr.,,,,,,,
Ephemeroptera,Timpanoga hecuba,FALSE,,,3,,III,7,CG,Gatherer,"CN,SP",Clinger/Sprawler,uni,,FALSE,,cowa,Eurythermal: warm summer,,LOTI,,8.830563908,10.47360776,,,101317,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Ephemerellidae,,,,Timpanoga,,,,,hecuba,
Trichoptera,Tinodes,FALSE,,,NA,,NA,6,"SC,CG",Scraper,CN,Clinger,uni,,FALSE,,,,,LOTI,,,,,,115350,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Hydropsychoidea,Psychomyiidae,Psychomyiinae,,,Tinodes,,,,,,
Diptera,Tipula,FALSE,21,155.596,4,4_middle,IV_middle,6,SH,Shredder,BU,Burrower,semi,Facultative Semivoltine,TRUE,,eurythermal,Eurythermal: warm summer,,GENE,,29.75152954,26.201416,,,119037,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,Tipulinae,,,Tipula,,,,,,
Diptera,Tipulidae,FALSE,3,7,NA,,NA,5,UN,Shredder,UN,Burrower,UN,,FALSE,,,,yes,UN,,,,,,118840,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Tipulidae,,,,,,,,,,
Chironomidae,Tokunagaia,FALSE,,,NA,,NA,4,CG,,SP,,multi,,FALSE,,,,,LOTI,,,,,,129194,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tokunagaia,,,,,,
Acari,Torrenticola,FALSE,,,3,,III,,"PR,PA",Predator,UN,,uni,,FALSE,,cool,,,GENE,,,,,,83254,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,Torrenticola,,,,,,
Acari,Torrenticolidae,FALSE,,,NA,,NA,,"PR,PA",,UN,,uni,,FALSE,,cool,,,GENE,,,,,,83249,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Torrenticolidae,,,,,,,,,,
Trichoptera,Triaenodes,FALSE,,,4,4_middle,IV_middle,8,MH,Shredder,"CB,SW",Swimmer/Climber,uni,Facultative Multivoltine,FALSE,,,Eurythermal: warm summer,,GENE,,,,,TRUE,116565,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Leptoceroidea,Leptoceridae,Leptocerinae,Triaenodini,,Triaenodes,,,,,,
Chironomidae,Tribelos,FALSE,,,4,4_middle,IV_middle,7,"CG,SH,XY",Gatherer,BU,Burrower,multi,Univoltine,FALSE,,warm,Eurythermal: warm summer,,GENE,,68.70834063,27.02857434,T,,129820,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,,,,
Trichoptera,Trichoptera,FALSE,,,NA,,NA,,UN,,UN,,UN,,FALSE,,,,yes,UN,,,,,,115095,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,,,,,,,,,,,,,
Ephemeroptera,Tricorythodes,FALSE,113,69340.56,4,4_worse,IV_worse,8,"CG,SC",Filterer,"SP,CN",Burrower,multi,,FALSE,,stenow,,,GENE,,23.83905835,22.7106143,,TRUE,101405,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Ephemeroptera,Furcatergalia,,Leptohyphidae,,,,Tricorythodes,,,,,,
Diptera,Triogma,FALSE,,,NA,,NA,,MH,,"BU,SP",,uni,,FALSE,,,,,GENE,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,Tipuloidea,Cylindrotomidae,Cylindrotominae,,,Triogma,,,,,,
Acari,Trombidiformes,FALSE,,,NA,,NA,,"PR,PA",,UN,,uni,,FALSE,,,,yes,NA,,,,,,82769,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,,,,,,,,,,,,,
Mollusca,Truncatelloidea,FALSE,8,87,4,4_middle,NA,,SC,,CN,,semi,,FALSE,,,,yes,LOTI,,23.2616386,19.96399635,U,,,Animalia,Mollusca,,Gastropoda,,Littorinimorpha,,Truncatelloidea,,,,,,,,,,,
Oligochaeta,Tubificinae,FALSE,,,4,4_middle,IV_middle,,CG,,"BU,SP",,uni,,FALSE,,,,yes,GENE,,,,,,974289,Animalia,Annelida,,Clitellata,Oligochaeta,Tubificida,,,Naididae,Tubificinae,,,,,,,,,
Chironomidae,Tvetenia,FALSE,14,251.296,4,4_middle,IV_middle,5,CG,Gatherer,SP,Sprawler,multi,Multivoltine,FALSE,,cool,Eurythermal: warm summer,,LOTI,,14.98739339,18.79551991,,,129197,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,,,,,
Chironomidae,Tvetenia Bavarica Group,FALSE,26,2263.028,4,4_middle,IV_middle,,CG,,SP,,multi,,FALSE,cool,cool,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,Bavarica Gr.,,,,
Chironomidae,Tvetenia tshernovskii,FALSE,26,3643.576,4,4_worse,IV_worse,,CG,,SP,,multi,,FALSE,,,,,LOTI,,,,,,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Tvetenia,,,,,tshernovskii,
Diptera,Twinnia,FALSE,,,NA,,NA,6,SC,Scraper,CN,Clinger,uni,Univoltine,FALSE,,,Eurythermal: cool summer,,LOTI,,,,,,126767,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Simuliidae,Simuliinae,Prosimuliini,,Twinnia,,,,,,
Acari,Tyrrellia,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,83068,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Limnesiidae,,,,Tyrrellia,,,,,,
Trichoptera,Uenoidae,FALSE,,,2,,II,2,SC,Scraper/Gatherer,CN,Clinger,semi,,TRUE,,,,yes,LOTI,,,,,,568757,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Integripalpia,Limnephiloidea,Uenoidae,,,,,,,,,,
Diptera,Ulomorpha,FALSE,,,NA,,NA,,PR,Predator,BU,Burrower,uni,,FALSE,,,,,GENE,,,,,,120387,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Limoniidae,Limnophilinae,,,Ulomorpha,,,,,,
Acari,Unionicola,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,GENE,,,,,,83073,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Unionicolidae,,,,Unionicola,,,,,,
Mollusca,Unionida,FALSE,,,2,,II,,CF,,"BU,SP",,semi,,TRUE,,,,,GENE,,,,,,,Animalia,Mollusca,,Bivalvia,Palaeoheterodonta,Unionida,,,,,,,,,,,,,
Acari,Utaxatax,FALSE,,,2,,II,,"PR,PA",,UN,,uni,,FALSE,,,,,LOTI,,,,,,83534,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Anisitsiellidae,,,,Utaxatax,,,,,,
Mollusca,Valvata,FALSE,,,2,,II,3,"SC,CG",Gatherer,"CN,SP",Climber,semi,,TRUE,,,Eurythermal: warm summer,,GENE,,,,,,70346,Animalia,Mollusca,,Gastropoda,,Heterostropha,,,Valvatidae,,,,Valvata,,,,,,
Mollusca,Veneroida,FALSE,,,NA,,NA,,NA,,NA,,UN,,FALSE,,,,yes,NA,,,,,,80384,Animalia,Mollusca,,Bivalvia,Heterodonta,Veneroida,,,,,,,,,,,,,
Plecoptera,Visoka cataractae,FALSE,,,2,,II,2,"SH,CG",Shredder,"SP,CN",Clinger,semi,Facultative Semivoltine,TRUE,,stenoc,Stenothermal: cold,,LOTI,5,10.85648568,10.9926698,,,102614,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Euholognatha,,Nemouridae,Nemourinae,,,Visoka,,,,,cataractae,
Mollusca,Vorticifex,FALSE,14,253.298,4,4_middle,IV_middle,6,SC,Scraper,CN,Clinger,uni,,FALSE,,,Eurythermal: cool summer,,GENE,,,,,TRUE,76673,Animalia,Mollusca,,Gastropoda,,Basommatophora,,,Planorbidae,,,,Vorticifex,,,,,,
Acari,Wandesia,FALSE,,,2,,II,,"PR,PA",Predator,UN,,uni,,FALSE,,cold,,,LOTI,,,,,,83172,Animalia,Arthropoda,Chelicerata,Arachnida,Acari,Trombidiformes,Prostigmata,,Protziidae,,,,Wandesia,,,,,,
Trichoptera,Wormaldia,FALSE,1,5,4,4_better,IV_better,4,CF,Filterer,CN,Attached,uni,Facultative Multivoltine,FALSE,,cowa,Eurythermal: cool summer,,LOTI,,12.99800008,14.08624235,,,115258,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Trichoptera,Annulipalpia,Philopotamoidea,Philopotamidae,Philopotaminae,,,Wormaldia,,,,,,
Chironomidae,Xenochironomus xenolabis,FALSE,,,,,NA,4,PR,,BU,Burrower,multi,,FALSE,,,,,GENE,,,,,,129837,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,,,xenolabis,
Plecoptera,Yoraperla,FALSE,,,2,,II,3,"SH,SC",Shredder,"SP,CN",Clinger,semi,Obligate Semivoltine,TRUE,,cold,Stenothermal: cold,,LOTI,5,8.77440434,10.43295517,,,102510,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Plecoptera,Systellognatha,,Peltoperlidae,Peltoperlinae,,,Yoraperla,,,,,,
